data,language
ਇੱਕ ਲਾਭਪਾਤਰੀ ਇੱਕ ਮਹੀਨੇ ਵਿੱਚ ਘੱਟੋ-ਘੱਟ 21 ਦਿਨਾਂ ਲਈ ਐਚਸੀਐਮ ਲਈ ਯੋਗ ਹੁੰਦਾ ਹੈ।,pa
ਗਰਮ ਪਕਾਏ ਹੋਏ ਭੋਜਨ ਲਈ ਕੌਣ ਯੋਗ ਹੈ?,pa
ਕਿਰਪਾ ਕਰਕੇ ਆਪਣੇ ਸਬੰਧਤ ਆਂਗਣਵਾੜੀ ਕੇਂਦਰ ਨਾਲ ਸੰਪਰਕ ਕਰੋ।,pa
ਵਾਧੂ ਪੂਰਕ ਆਹਾਰ ਲਈ ਕੌਣ ਯੋਗ ਹੈ?,pa
"ਪੋਸ਼ਣ ਟਰੈਕਰ ਦੇ ਤਹਿਤ ਤਕਨਾਲੋਜੀ ਦਾ ਬੱਚਿਆਂ ਵਿੱਚ ਲਗਾਤਾਰ ਅਵਿਕਸਿਤਤਾ, ਦੁਰਬਲਤਾ, ਘੱਟ ਵਜ਼ਨ ਦੀ ਪਛਾਣ ਅਤੇ ਪੋਸ਼ਣ ਸੇਵਾ ਪ੍ਰਦਾਨ ਕਰਨ ਦੇ ਅਖੀਰ ਤੱਕ ਟਰੈਕਿੰਗ ਲਈ ਲਾਭ ਉਠਾਇਆ ਜਾ ਰਿਹਾ ਹੈ।",pa
ਇਹ ਪੋਸ਼ਣ ਅਭਿਆਨ ਦੇ ਤਹਿਤ ਇੱਕ ਮਹੱਤਵਪੂਰਨ ਅਤੇ ਲਾਭਪਾਤਰੀ-ਕੇਂਦ੍ਰਿਤ ਸੇਵਾ ਡਿਲੀਵਰੀ ਐਪਲੀਕੇਸ਼ਨ ਹੈ ਜੋ ਵਿਸ਼ਲੇਸ਼ਣ ਦੇ ਨਾਲ ਅਸਲ ਸਮੇਂ ਦੇ ਡੇਟਾ ਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰੇਗੀ।,pa
ਇਹ ਕੇਂਦਰੀਕ੍ਰਿਤ ਡਾਟਾ ਆਰਕੀਟੈਕਚਰ ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਬਣਾਇਆ ਗਿਆ ਹੈ ਜੋ ਦੂਜੇ ਮੰਤਰਾਲਿਆਂ ਅਤੇ ਪ੍ਰੋਗਰਾਮਾਂ ਦੇ ਡਿਜੀਟਲ ਤਕਨਾਲੋਜੀ ਪ੍ਰਣਾਲੀਆਂ ਨਾਲ ਵੀ ਮੇਲ ਖਾਂਦਾ ਹੈ।,pa
"ਇਸਦਾ ਉਦੇਸ਼ ਆਂਗਣਵਾੜੀ ਕੇਂਦਰ (AWC) ਦੀਆਂ ਗਤੀਵਿਧੀਆਂ, ਆਂਗਣਵਾੜੀ ਵਰਕਰਾਂ (AWWs) ਦੀਆਂ ਸੇਵਾਵਾਂ ਅਤੇ ਗਰਭਵਤੀ ਔਰਤਾਂ, ਦੁੱਧ ਚੁੰਘਾਉਣ ਵਾਲੀਆਂ ਮਾਵਾਂ ਅਤੇ ਬੱਚਿਆਂ ਲਈ ਸੰਪੂਰਨ ਲਾਭਪਾਤਰੀ ਪ੍ਰਬੰਧਨ ਦਾ 360-ਡਿਗਰੀ ਮੁਆਇਨਾ ਪ੍ਰਦਾਨ ਕਰਨਾ ਹੈ।",pa
"ਸਿਹਤ ਸੂਚਕਾਂ ਜਿਵੇਂ ਕਿ ਅਵਿਕਸਿਤਟਾ, ਦੁਰਬਲਤਾ ਅਤੇ ਘੱਟ ਭਾਰ ਦਾ ਪ੍ਰਚਲਨ WHO ਦੇ ਮਾਪਦੰਡਾਂ ਅਨੁਸਾਰ ਮਾਪਿਆ ਜਾਂਦਾ ਹੈ।",pa
ਇਹ ਲਾਭਪਾਤਰੀਆਂ ਅਤੇ ਡਿਊਟੀ ਧਾਰਕਾਂ ਦੀ ਅਸਲ ਸਮੇਂ ਦੀ ਹਾਜ਼ਰੀ ਦਾ ਪ੍ਰਸਤੁਤੀਕਰਨ ਕਰਕੇ ਡਿਲੀਵਰੀ ਪ੍ਰਣਾਲੀ ਦਾ ਕੁਸ਼ਲ ਆਡਿਟ ਵੀ ਯਕੀਨੀ ਬਣਾਉਂਦਾ ਹੈ।,pa
ਆਂਗਣਵਾੜੀ ਵਰਕਰ 48 ਘੰਟਿਆਂ ਦੇ ਅੰਦਰ ਤੁਹਾਡੇ ਨਾਲ ਸੰਪਰਕ ਕਰੇਗੀ।,pa
support-poshantrackr@gov.in 'ਤੇ ਈਮੇਲ ਭੇਜ ਕੇ ਪੋਸ਼ਨ ਟਰੈਕਰ ਟੀਮ ਨਾਲ ਸੰਪਰਕ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ।,pa
ਹੈਂਡਹੋਲਡਿੰਗ ਅਤੇ ਸਹਾਇਤਾ ਲਈ ਅਸੀਂ ਹਰ ਰੋਜ਼ ਸ਼ਾਮ 4:15 ਵਜੇ ਤੋਂ ਸ਼ਾਮ 5:15 ਵਜੇ ਤੱਕ ਵੀਡੀਓ ਕਾਨਫਰੰਸ 'ਤੇ ਵੀ ਉਪਲਬਧ ਹਾਂ।,pa
ਕੀ ਕੋਈ ਲਾਭਪਾਤਰੀ ਐਪਲੀਕੇਸ਼ਨ ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਸਿੱਧਾ ਰਜਿਸਟਰ ਕਰ ਸਕਦਾ ਹੈ।,pa
"ਸਾਈਟ 'ਤੇ ਜਾ ਕੇ ਜਾਂ ਇਸਦੀ ਵਰਤੋਂ ਕਰਕੇ, ਤੁਸੀਂ ਸਮੇਂ-ਸਮੇਂ 'ਤੇ ਅੱਪਡੇਟ ਕੀਤੇ ਗਏ ਇਨ੍ਹਾਂ ਨਿਯਮਾਂ ਨਾਲ ਸਪੱਸ਼ਟ ਤੌਰ 'ਤੇ ਸਹਿਮਤ ਹੁੰਦੇ ਹੋ।",pa
"ਜੇਕਰ ਤੁਸੀਂ ਇਹਨਾਂ ਸ਼ਰਤਾਂ ਦੇ ਕਿਸੇ ਵੀ ਹਿੱਸੇ ਨਾਲ ਸਹਿਮਤ ਨਹੀਂ ਹੋ, ਤਾਂ ਸਾਈਟ ਦੀ ਵਰਤੋਂ ਨਾ ਕਰੋ।",pa
ਤੁਸੀਂ ਕਿਸੇ ਵੀ ਤਰੀਕੇ ਨਾਲ ਸਾਈਟ ਦੀ ਵਰਤੋਂ ਨਹੀਂ ਕਰ ਸਕਦੇ ਹੋ ਅਤੇ ਸ਼ਰਤਾਂ ਨੂੰ ਸਵੀਕਾਰ ਨਹੀਂ ਕਰ ਸਕਦੇ ਹੋ ਜੇਕਰ ਇੱਕ ਇਕਰਾਰਨਾਮਾ ਬਣਾਉਣ ਲਈ ਤੁਹਾਡੀ ਉਮਰ ਕਾਨੂੰਨਨ ਯੋਗ ਨਹੀਂ ਹੈ।,pa
ਕੋਈ ਵੀ ਬਦਲਾਅ ਜਾਂ ਅੱਪਡੇਟ ਤੁਰੰਤ ਪ੍ਰਭਾਵੀ ਹੋਣਗੇ।,pa
ਤੁਸੀਂ ਤਬਦੀਲੀਆਂ ਲਈ ਸਮੇਂ-ਸਮੇਂ 'ਤੇ ਵਰਤੋਂ ਦੀਆਂ ਇਨ੍ਹਾਂ ਸ਼ਰਤਾਂ ਦੀ ਜਾਂਚ ਕਰਨ ਦੀ ਜ਼ਿੰਮੇਵਾਰੀ ਲੈਂਦੇ ਹੋ।,pa
ਅਜਿਹੇ ਸੰਸ਼ੋਧਨ ਤੋਂ ਬਾਅਦ ਪਲੇਟਫਾਰਮ ਦੀ ਤੁਹਾਡੀ ਨਿਰੰਤਰ ਵਰਤੋਂ ਸੋਧੀਆਂ ਸ਼ਰਤਾਂ ਨੂੰ ਸਵੀਕਾਰ ਕਰੇਗੀ।,pa
"ਜੇਕਰ ਤੁਸੀਂ ਸਾਈਟ ਦੁਆਰਾ ਪੇਸ਼ ਕੀਤੀਆਂ ਗਈਆਂ ਕੁਝ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ ਜਾਂ ਸੇਵਾਵਾਂ ਦੀ ਵਰਤੋਂ ਕਰਨ ਦਾ ਇਰਾਦਾ ਰੱਖਦੇ ਹੋ, ਤਾਂ ਤੁਹਾਨੂੰ ਆਪਣੇ ਮੋਬਾਈਲ ਨੰਬਰ ਦੇ ਨਾਲ ਇੱਕ ਖਾਤੇ ਲਈ ਰਜਿਸਟਰ ਕਰਨ ਦੀ ਲੋੜ ਹੋਵੇਗੀ।",pa
"ਇਹਨਾਂ ਸ਼ਰਤਾਂ ਨੂੰ ਸਵੀਕਾਰ ਕਰਕੇ, ਤੁਸੀਂ ਸਪੱਸ਼ਟ ਤੌਰ 'ਤੇ ਸਾਨੂੰ ਤੁਹਾਡੀ ਅਤੇ ਤੁਹਾਡੇ ਖਾਤੇ ਵਿੱਚ ਰਜਿਸਟਰ ਕੀਤੇ ਗਏ ਹੋਰ ਸਾਰੇ ਮੈਂਬਰਾਂ ਦੀ ਪਛਾਣ ਜਾਣਕਾਰੀ (ਆਧਾਰ ਵੇਰਵਿਆਂ ਸਮੇਤ) ਦੀ ਵਰਤੋਂ ਕਰਨ ਦੇ ਅਧਿਕਾਰ ਲਈ ਸਹਿਮਤੀ ਦਿੰਦੇ ਹੋ।",pa
ਤੁਸੀਂ ਆਪਣੀ ਨਿੱਜੀ ਜਾਣਕਾਰੀ ਅਤੇ ਰਜਿਸਟ੍ਰੇਸ਼ਨ ਅਤੇ ਇਸ ਜਾਣਕਾਰੀ ਨੂੰ ਸੁਰੱਖਿਅਤ ਰੱਖਣ ਵਿੱਚ ਅਸਫਲ ਰਹਿਣ ਦੇ ਨਤੀਜੇ ਵਜੋਂ ਹੋਣ ਵਾਲੀਆਂ ਸਾਰੀਆਂ ਗਤੀਵਿਧੀਆਂ ਦੀ ਗੁਪਤਤਾ ਨੂੰ ਬਣਾਈ ਰੱਖਣ ਲਈ ਪੂਰੀ ਤਰ੍ਹਾਂ ਜ਼ਿੰਮੇਵਾਰ ਹੋ।,pa
ਤੁਹਾਡੇ ਖਾਤੇ ਜਾਂ ਮੋਬਾਈਲ ਨੰਬਰ ਵਿੱਚ ਉਸ ਵਿਅਕਤੀ ਦੀ ਨਕਲ ਕਰਨ ਦੇ ਇਰਾਦੇ ਵਾਲੇ ਕਿਸੇ ਹੋਰ ਵਿਅਕਤੀ ਦਾ ਨਾਮ ਸ਼ਾਮਲ ਨਹੀਂ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ।,pa
ਤੁਸੀਂ ਕਿਸੇ ਹੋਰ ਉਪਭੋਗਤਾ ਦੇ ਖਾਤੇ ਦੀ ਵਰਤੋਂ ਉਹਨਾਂ ਦੀ ਇਜਾਜ਼ਤ ਤੋਂ ਬਿਨਾਂ ਨਹੀਂ ਕਰੋਗੇ।,pa
ਜੇਕਰ ਤੁਹਾਨੂੰ ਆਪਣੇ ਖਾਤੇ ਦੀ ਕੋਈ ਅਣਅਧਿਕਾਰਤ ਵਰਤੋਂ ਜਾਂ ਖਾਤਾ-ਸਬੰਧਤ ਸੁਰੱਖਿਆ ਉਲੰਘਣਾ ਦਾ ਪਤਾ ਲੱਗਦਾ ਹੈ ਤਾਂ ਤੁਸੀਂ ਸਾਨੂੰ ਤੁਰੰਤ ਲਿਖਤੀ ਰੂਪ ਵਿੱਚ ਸੂਚਿਤ ਕਰੋਗੇ।,pa
"ਜੇਕਰ ਸਾਨੂੰ ਕੋਈ ਸ਼ਿਕਾਇਤ ਮਿਲਦੀ ਹੈ ਕਿ ਤੁਹਾਡਾ ਖਾਤਾ ਕਿਸੇ ਹੋਰ ਦੇ ਅਧਿਕਾਰਾਂ ਦੀ ਉਲੰਘਣਾ ਕਰਦਾ ਹੈ, ਜਾਂ ਸਾਡੀਆਂ ਨੀਤੀਆਂ ਦੀ ਉਲੰਘਣਾ ਕਰਦਾ ਹੈ ਤਾਂ ਅਸੀਂ ਤੁਹਾਡੇ ਖਾਤੇ ਨੂੰ ਰੱਦ ਜਾਂ ਬੰਦ ਕਰ ਸਕਦੇ ਹਾਂ।",pa
"ਤੁਸੀਂ ਸਾਈਟ 'ਤੇ ਭਾਗੀਦਾਰਾਂ ਨੂੰ ਰਜਿਸਟਰ ਕਰਨ ਲਈ ਮਲਟੀਪਲ ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ ਪਤੇ ਜਾਂ ਮੋਬਾਈਲ ਨੰਬਰ, ਜਾਂ ਕਿਸੇ ਹੋਰ ਤਰੀਕੇ ਨਾਲ ਆਪਣੀ ਪਛਾਣ ਛੁਪਾਉਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਨਹੀਂ ਕਰੋਗੇ।",pa
"ਤੁਸੀਂ ਸਾਰੇ ਕੇਂਦਰੀ ਅਤੇ ਰਾਜ ਦੇ ਕਾਨੂੰਨਾਂ, ਨਿਯਮਾਂ ਅਤੇ ਵਿਨਿਯਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰੋਗੇ ਜੋ ਤੁਹਾਡੇ ਅਤੇ ਤੁਹਾਡੇ ਦੁਆਰਾ ਸਾਈਟ ਦੀ ਵਰਤੋਂ ਤੇ ਲਾਗੂ ਹੁੰਦੇ ਹਨ ਅਤੇ ਕਿਸੇ ਵੀ ਤੀਜੀ-ਧਿਰ ਦੇ ਅਧਿਕਾਰਾਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰ ਸਕਦੇ ਹਨ।",pa
ਕਿਸੇ ਵੀ ਸਵੈਚਲਿਤ ਸੌਫਟਵੇਅਰ ਜਾਂ ਕੰਪਿਊਟਰ ਸਿਸਟਮ ਦੀ ਵਰਤੋਂ ਮੁਲਾਕਾਤ ਖੋਜਣ ਜਾਂ ਬੁੱਕ ਕਰਨ ਲਈ ਕਰਨਾ ਜਿਸ ਵਿੱਚ ਆਪਣੇ ਕੰਪਿਊਟਰ ਤੋਂ ਕਿਸੇ ਹੋਰ ਕੰਪਿਊਟਰ ਨੂੰ ਜਾਣਕਾਰੀ ਭੇਜਣਾ ਸ਼ਾਮਿਲ ਹੈ ਜਿੱਥੇ ਅਜਿਹਾ ਸਾਫਟਵੇਅਰ ਜਾਂ ਸਿਸਟਮ ਕਿਰਿਆਸ਼ੀਲ ਹੈ।,pa
ਕੋਈ ਅਜਿਹੀ ਕਾਰਵਾਈ ਕਰਨਾ ਜੋ ਸਾਡੇ ਬੁਨਿਆਦੀ ਢਾਂਚੇ 'ਤੇ ਇੱਕ ਗੈਰ-ਵਾਜਬ ਜਾਂ ਅਸਪਸ਼ਟ ਤੌਰ 'ਤੇ ਵੱਡਾ ਬੋਝ (ਸਾਡੀ ਮਰਜੀ ਨਾਲ) ਥੋਪ ਸਕਦਾ ਹੈ।,pa
ਅਸੀਂ ਕਿਸੇ ਵੀ ਸਮੇਂ ਸਾਈਟ ਦੀ ਸਮੱਗਰੀ ਅਤੇ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ ਨੂੰ ਬਦਲ ਸਕਦੇ ਹਾਂ।,pa
"ਸਾਈਟ 'ਤੇ ਪ੍ਰਦਰਸ਼ਿਤ ਰਜਿਸਟਰਡ ਅਤੇ ਗੈਰ-ਰਜਿਸਟਰਡ ਟ੍ਰੇਡਮਾਰਕ, ਲੋਗੋ, ਅਤੇ ਸਰਵਿਸ ਮਾਰਕ ਸਾਡੀ ਜਾਂ ਸਾਡੇ ਲਾਇਸੈਂਸ ਦੇਣ ਵਾਲਿਆਂ ਦੀ ਮਲਕੀਅਤ ਹਨ।",pa
"ਤੁਸੀਂ ਸਾਡੀ ਪੂਰਵ ਲਿਖਤੀ ਇਜਾਜ਼ਤ ਤੋਂ ਬਿਨਾਂ ਕਿਸੇ ਵੀ ਤਰੀਕੇ ਨਾਲ ਸਾਡੇ ਟ੍ਰੇਡਮਾਰਕ, ਲੋਗੋ ਅਤੇ ਸੇਵਾ ਚਿੰਨ੍ਹ ਦੀ ਵਰਤੋਂ ਨਹੀਂ ਕਰ ਸਕਦੇ ਹੋ।",pa
ਇਸ ਵੈੱਬਸਾਈਟ 'ਤੇ ਦਿਖਾਈ ਗਈ ਸਮੱਗਰੀ ਨੂੰ ਮੁਫ਼ਤ ਵਿੱਚ ਦੁਬਾਰਾ ਤਿਆਰ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ।,pa
"ਹਾਲਾਂਕਿ, ਸਾਈਟ ਦਾ ਕੋਈ ਹਿੱਸਾ ਅਤੇ ਕੋਈ ਵੀ ਸਮੱਗਰੀ ਕਿਸੇ ਹੋਰ ਕੰਪਿਊਟਰ, ਸਰਵਰ, ਵੈੱਬ ਸਾਈਟ ਜਾਂ ਪ੍ਰਕਾਸ਼ਨ ਲਈ ਕਿਸੇ ਹੋਰ ਮਾਧਿਅਮ ਵਿੱਚ ਇੱਕ ਅਪਮਾਨਜਨਕ ਤਰੀਕੇ ਨਾਲ ਜਾਂ ਇੱਕ ਗੁੰਮਰਾਹਕੁੰਨ ਸੰਦਰਭ ਵਿੱਚ ਕਾਪੀ, ਪੁਨਰਪ੍ਰਕਾਸ਼ਿਤ, ਪੁਨਰ-ਨਿਰਮਾਣ, ਅੱਪਲੋਡ, ਪੋਸਟ, ਜਨਤਕ ਤੌਰ 'ਤੇ ਆਯੋਜਿਤ, ਏਨਕੋਡ, ਅਨੁਵਾਦ, ਪ੍ਰਸਾਰਿਤ ਜਾਂ ਕਿਸੇ ਵੀ ਤਰ੍ਹਾਂ ਵੰਡੀ ਨਹੀਂ ਜਾ ਸਕਦੀ।",pa
"ਤੁਸੀਂ ਸਾਈਟ 'ਤੇ ਉਪਲਬਧ ਜਾਣਕਾਰੀ ਦੀ ਵਰਤੋਂ ਕਰ ਸਕਦੇ ਹੋ, ਬਸ਼ਰਤੇ ਕਿ ਤੁਸੀਂ (1) ਅਜਿਹੀ ਜਾਣਕਾਰੀ ਦੀ ਵਰਤੋਂ ਸਿਰਫ਼ ਆਪਣੇ ਨਿੱਜੀ, ਗੈਰ-ਵਪਾਰਕ ਜਾਣਕਾਰੀ ਦੇ ਉਦੇਸ਼ ਲਈ ਕਰੋਗੇ ਅਤੇ ਅਜਿਹੀ ਜਾਣਕਾਰੀ ਨੂੰ ਕਿਸੇ ਵੀ ਨੈੱਟਵਰਕ ਵਾਲੇ ਕੰਪਿਊਟਰ 'ਤੇ ਕਾਪੀ ਜਾਂ ਪੋਸਟ ਨਹੀਂ ਕਰੋਗੇ ਜਾਂ ਕਿਸੇ ਮੀਡੀਆ ਵਿੱਚ ਪ੍ਰਸਾਰਿਤ ਨਹੀਂ ਕਰੋਗੇ, (2) ਅਜਿਹੀ ਕਿਸੇ ਵੀ ਜਾਣਕਾਰੀ ਅਤੇ ਅਜਿਹੇ ਦਸਤਾਵੇਜ਼ਾਂ ਅਤੇ ਸਮਗਰੀ ਨਾਲ ਸਬੰਧਤ ਕਿਸੇ ਵੀ ਵਾਧੂ ਪ੍ਰਤੀਨਿਧਤਾ ਜਾਂ ਵਾਰੰਟੀਆਂ ਵਿੱਚ ਕੋਈ ਸੋਧ ਨਾ ਕਰੋ।",pa
"ਜਿੱਥੇ ਵੀ ਸਮੱਗਰੀ ਪ੍ਰਕਾਸ਼ਿਤ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ ਜਾਂ ਦੂਜਿਆਂ ਨੂੰ ਜਾਰੀ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ, ਸਰੋਤ ਨੂੰ ਪ੍ਰਮੁੱਖਤਾ ਨਾਲ ਸਵੀਕਾਰ ਕੀਤਾ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ।",pa
"ਹਾਲਾਂਕਿ, ਇਸ ਸਮੱਗਰੀ ਨੂੰ ਦੁਬਾਰਾ ਤਿਆਰ ਕਰਨ ਦੀ ਇਜਾਜ਼ਤ ਕਿਸੇ ਵੀ ਅਜਿਹੀ ਸਮੱਗਰੀ ਤੱਕ ਨਹੀਂ ਵਧਾਈ ਜਾਵੇਗੀ ਜਿਸਦੀ ਪਛਾਣ ਕਿਸੇ ਤੀਜੀ ਧਿਰ ਦੇ ਕਾਪੀਰਾਈਟ ਵਜੋਂ ਕੀਤੀ ਗਈ ਹੈ।",pa
"ਹਾਲਾਂਕਿ ਅਨੁਵਾਦ ਵਧੀਆ ਕੋਸ਼ਿਸ਼ ਦੇ ਆਧਾਰ 'ਤੇ ਕੀਤੇ ਗਏ ਹਨ, ਪਰ ਕੁਝ ਹਿੱਸੇ ਗਲਤ ਹੋ ਸਕਦੇ ਹਨ।",pa
ਵੈੱਬਸਾਈਟ 'ਤੇ ਕੁਝ ਫ਼ਾਈਲਾਂ ਅਤੇ ਹੋਰ ਆਈਟਮਾਂ ਦਾ ਅਨੁਵਾਦ ਨਹੀਂ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ।,pa
"ਇਸ ਤੋਂ ਇਲਾਵਾ, ਅਨੁਵਾਦ 'ਤੇ, ਭਾਸ਼ਾਵੀਂ ਰੁਕਾਵਟਾਂ ਦੇ ਕਾਰਨ, ਕੁਝ ਐਪਲੀਕੇਸ਼ਨਾਂ ਅਤੇ/ਜਾਂ ਸੇਵਾਵਾਂ ਉਮੀਦ ਅਨੁਸਾਰ ਕੰਮ ਨਹੀਂ ਕਰ ਸਕਦੀਆਂ।",pa
"ਅਸੀਂ ਇਸ ਪੋਰਟਲ 'ਤੇ ਪ੍ਰਦਾਨ ਕੀਤੇ ਅਨੁਵਾਦਾਂ ਵਿੱਚ ਕਿਸੇ ਵੀ ਤਰੁੱਟੀ, ਭੁੱਲ ਜਾਂ ਅਸਪਸ਼ਟਤਾ ਨੂੰ ਸੁਧਾਰਨ ਲਈ ਲਗਾਤਾਰ ਕੰਮ ਕਰ ਰਹੇ ਹਾਂ।",pa
"ਇਹ ਤੱਥ ਕਿ ਇਹ ਵੈੱਬਸਾਈਟਾਂ ਲਿੰਕ ਕੀਤੀਆਂ ਗਈਆਂ ਹਨ, ਸਾਡੇ ਵੱਲੋਂ ਇਹਨਾਂ ਵੈੱਬਸਾਈਟਾਂ ਦਾ ਕੋਈ ਸਮਰਥਨ ਨਹੀਂ ਦਰਸਾਉਂਦੀ, ਕਿਉਂਕਿ ਸਾਡਾ ਇਹਨਾਂ ਵੈੱਬਸਾਈਟਾਂ 'ਤੇ ਕੋਈ ਕੰਟਰੋਲ ਨਹੀਂ ਹੈ।",pa
"ਅਸੀਂ ਇਹਨਾਂ ਵੈੱਬਸਾਈਟਾਂ ਲਈ, ਕਿਸੇ ਵੀ ਸਮੱਗਰੀ ਜਾਂ ਇਹਨਾਂ ਵੈੱਬਸਾਈਟਾਂ ਦੇ ਗੋਪਨੀਅਤਾ ਸ਼ਰਤਾਂ ਸਮੇਤ ਜ਼ਿੰਮੇਵਾਰ ਨਹੀਂ ਹਾਂ।",pa
ਅਸੀਂ ਤੁਹਾਨੂੰ ਇਨ੍ਹਾਂ ਵੈੱਬਸਾਈਟਾਂ ਦੀ ਵਰਤੋਂ ਦੀਆਂ ਸ਼ਰਤਾਂ ਤੋਂ ਜਾਣੂ ਕਰਵਾਉਣ ਲਈ ਦ੍ਰਿੜਤਾ ਨਾਲ ਉਤਸ਼ਾਹਿਤ ਕਰਦੇ ਹਾਂ।,pa
ਇਹਨਾਂ ਵੈੱਬਸਾਈਟਾਂ ਦੀ ਤੁਹਾਡੀ ਵਰਤੋਂ ਤੁਹਾਡੇ ਆਪਣੇ ਜੋਖਮ ਅਤੇ ਖ਼ਤਰੇ 'ਤੇ ਹੈ।,pa
