data,language
"ಇಲ್ಲ, ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಕೇವಲ ಆಂಡ್ರೊಯಿಡ್ ಆವ್ರಿತ್ತಿಯಲ್ಲಿ ಲಭ್ಯವಿದೆ.",kn
ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಆಪ್ಪ್ ಅನ್ನು ಮೊಬೈಲ್ನಲ್ಲಿ ಸ್ಥಾಪಿಸಲು ಕನಿಷ್ಟ ಅವಶ್ಯಕತೆಗಳೇನು?,kn
ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಆಪ್ಪ್ ಅನ್ನು ಆಂಡ್ರೊಯಿಡ್ ೬.೦ ಆವ್ರಿತ್ತಿ ಅಥವಾ ಅದಕ್ಕಿಂತ ಮೇಲಿನ ಆವ್ರಿತ್ತಿಗಳಿರುವ ಅಂಡ್ರೊಯಿಡ್ ಫೋನ್ನಲ್ಲಿ ಸ್ಥಾಪಿಸಬಹುದು.,kn
ಒಬ್ಬ AWW ತನ್ನ ಆಧಾರ್ ಸಂಖ್ಯೆಯ ಆಧಾರದ ಮೇಲೆ ಫಲಾನುಭವಿಯನ್ನು ಒಂದು AWCದಿಂದ ಇನ್ನೊಂದಕ್ಕೆ ವರ್ಗಾಯಿಸಲು 'ವಲಸೆ ಫಲಾನುಭವಿ' ಆಯ್ಕೆಯನ್ನು ಬಳಸಬಹುದು.,kn
ಫಲಾನುಭವಿಯ ಅರ್ಹತೆ ಏನು?,kn
ಒಬ್ಬ ಫಲಾನುಭವಿಯು ತಿಂಗಳಲ್ಲಿ ಕನಿಷ್ಠ 21 ದಿನಗಳವರೆಗೆ THR ಗೆ ಅರ್ಹನಾಗಿರುತ್ತಾನೆ.,kn
ಟೇಕ್ ಹೋಮ್ ರೇಷನ್‌ಗೆ ಯಾರು ಅರ್ಹರು?,kn
"ಗರ್ಭಿಣಿಯರು, ಹಾಲುಣಿಸುವ ತಾಯಂದಿರು, 6 ತಿಂಗಳಿಂದ 3 ವರ್ಷದ ಮಕ್ಕಳು ಮತ್ತು ಹದಿಹರೆಯದ ಹುಡುಗಿಯರು.",kn
ಟೇಕ್ ಹೋಮ್ ಪಡಿತರ ಬಗ್ಗೆ ನಾನು ಎಲ್ಲಿ ಕೇಳಬಹುದು?,kn
ದಯವಿಟ್ಟು ನಿಮ್ಮ ಸಂಬಂಧಪಟ್ಟ ಅಂಗನವಾಡಿ ಕಾರ್ಯಕರ್ತೆಯರನ್ನು ಸಂಪರ್ಕಿಸಿ.,kn
ಹೆಚ್ಚುವರಿ ಪೂರಕ ಆಹಾರಕ್ಕಾಗಿ ಯಾರು ಅರ್ಹರು.,kn
ಪೌಷ್ಟಿಕಾಂಶದ ಕೊರತೆಯಿರುವ ಮಕ್ಕಳು ಹೆಚ್ಚುವರಿ ಆಹಾರ ಪಡೆಯಲು ಅರ್ಹರಾಗಿರುತ್ತಾರೆ.,kn
ಒಬ್ಬ ಫಲಾನುಭವಿಯು ತಿಂಗಳಲ್ಲಿ ಕನಿಷ್ಠ 21 ದಿನಗಳವರೆಗೆ HCM ಗೆ ಅರ್ಹನಾಗಿರುತ್ತಾನೆ.,kn
ಬಿಸಿ ಊಟಕ್ಕೆ ಯಾರು ಅರ್ಹರು?,kn
ದಯವಿಟ್ಟು ನಿಮ್ಮ ಅಂಗನವಾಡಿ ಕೇಂದ್ರವನ್ನು ಸಂಪರ್ಕಿಸಿ.,kn
ಹೆಚ್ಚುವರಿ ಪೂರಕ ಆಹಾರಕ್ಕಾಗಿ ಯಾರು ಅರ್ಹರು?,kn
ಪೌಷ್ಟಿಕಾಂಶದ ಕೊರತೆಯಿರುವ ಮಕ್ಕಳು ಹೆಚ್ಚುವರಿ ಆಹಾರಕ್ಕೆ  ಅರ್ಹರಾಗಿರುತ್ತಾರೆ.,kn
"ಪೋಷನ್ ಟ್ರ್ಯಾಕರ್ ಅಡಿಯಲ್ಲಿ ತಂತ್ರಜ್ಞಾನವು ಮಕ್ಕಳಲ್ಲಿ ಕುಂಠಿತ, ಕ್ಷೀಣಿಸುವಿಕೆ, ಕಡಿಮೆ ತೂಕದ ಹರಡುವಿಕೆ ಮತ್ತು ಪೌಷ್ಟಿಕಾಂಶ ಸೇವೆಯ ವಿತರಣೆಯ ಕೊನೆಯ ಟ್ರ್ಯಾಕಿಂಗ್ ಅನ್ನು ಕ್ರಿಯಾತ್ಮಕವಾಗಿ ಗುರುತಿಸಲು ಬಳಸಲಾಗುತ್ತಿದೆ.",kn
ಪೋಷನ್ ಟ್ರ್ಯಾಕರ್ ಅಂಗನವಾಡಿ ಕಾರ್ಯಕರ್ತೆಯರಿಗೆ ಅವರ ಶ್ರಮವನ್ನು ಪ್ರತಿಬಿಂಬಿಸಲು ಮತ್ತು ಸೇವೆಗಳ ಸಮರ್ಥ ವಿತರಣೆಗಾಗಿ ಕೆಲಸದ ಸಹಾಯಕವಾಗಿದೆ.,kn
"ಇದು ಪೋಶನ್ ಅಭಿಯಾನದ ಅಡಿಯಲ್ಲಿ ಪ್ರಮುಖವಾದ ಮತ್ತು ಫಲಾನುಭವಿ-ಕೇಂದ್ರಿತ ಸೇವಾ ವಿತರಣಾ ಅಪ್ಲಿಕೇಶನ್ ಆಗಿದ್ದು, ಇದು ವಿಶ್ಲೇಷಣೆಯೊಂದಿಗೆ ನೈಜ ಸಮಯದ ಡೇಟಾವನ್ನು ಉತ್ತೇಜಿಸುತ್ತದೆ.",kn
"ಇದು ಕೇಂದ್ರೀಕೃತ ಡೇಟಾ ಆರ್ಕಿಟೆಕ್ಚರ್ ಅನ್ನು ಬಳಸಿಕೊಂಡು ನಿರ್ಮಿಸಲಾಗಿದೆ, ಇದು ಇತರ ಸಚಿವಾಲಯಗಳು ಮತ್ತು ವಿನ್ಯಾಸ ಕಾರ್ಯಕ್ರಮಗಳ ಡಿಜಿಟಲ್ ತಂತ್ರಜ್ಞಾನ ವ್ಯವಸ್ಥೆಗಳೊಂದಿಗೆ ಹೊಂದಾಣಿಕೆಯಾಗುತ್ತದೆ.",kn
"ಅಂಗನವಾಡಿ ಕೇಂದ್ರಗಳ (AWC), ಅಂಗನವಾಡಿ ಕಾರ್ಯಕರ್ತೆಯರ(AWW) ಸೇವಾ ವಿತರಣೆ ಮತ್ತು ಗರ್ಭಿಣಿಯರು, ಬಾಣಂತಿಯರು ಮತ್ತು ಮಕ್ಕಳ ಸಂಪೂರ್ಣ ಫಲಾನುಭವಿ ನಿರ್ವಹಣೆಯ 360-ಡಿಗ್ರಿ ವೀಕ್ಷಣೆಯನ್ನು ಒದಗಿಸುವ ಗುರಿಯನ್ನು ಇದು ಹೊಂದಿದೆ.",kn
ಸಾರ್ವಜನಿಕ ಡ್ಯಾಶ್‌ಬೋರ್ಡ್ ಫಲಾನುಭವಿಗಳಿಗೆ ನೀಡುವ ಸೇವೆಗಳಲ್ಲಿ ಪಾರದರ್ಶಕತೆಯನ್ನು ಒದಗಿಸಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.,kn
"ಟೇಕ್ ಹೋಮ್ ರೇಷನ್ (THR) ಮತ್ತು ಬಿಸಿ ಊಟ (HCM), ಶಿಶುಗಳು ಮತ್ತು ಗರ್ಭಿಣಿ ಮಹಿಳೆಯರಿಗೆ ವ್ಯಾಕ್ಸಿನೇಷನ್‌ನಂತಹ ಸೇವೆಗಳು.",kn
"ಕುಂಠಿತವಾಗುವಿಕೆ, ಕ್ಷೀಣಿಸುವಿಕೆ ಮತ್ತು ಕಡಿಮೆ ತೂಕದಂತಹ ಆರೋಗ್ಯ ಸೂಚಕಗಳನ್ನು WHO ಮಾನದಂಡಗಳ ಪ್ರಕಾರ ಅಳೆಯಲಾಗುತ್ತದೆ.",kn
"ನಿಯಮಿತ ಬೆಳವಣಿಗೆಯ ಮೇಲ್ವಿಚಾರಣೆಯು AWW, ಮಕ್ಕಳಿಗೆ ಸೂಕ್ತ ಮತ್ತು ಸಮಯೋಚಿತ ಸಹಾಯವನ್ನು ಒದಗಿಸಲು ಸಹಾಯ ಮಾಡುತ್ತದೆ.",kn
ಇದು ಫಲಾನುಭವಿಗಳು ಮತ್ತು ಕರ್ತವ್ಯ ಹೊಂದಿರುವವರ ನೈಜ ಸಮಯದ ಹಾಜರಾತಿಯನ್ನು ದಾಖಲಿಸುವ ಮೂಲಕ ವಿತರಣಾ ವ್ಯವಸ್ಥೆಯ ಸಮರ್ಥ ಲೆಕ್ಕಪರಿಶೋಧನೆಯನ್ನು ಖಚಿತಪಡಿಸುತ್ತದೆ.,kn
"ಈ ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆಯು ಪೌಷ್ಠಿಕಾಂಶ ಕಾರ್ಯಕ್ರಮವನ್ನು ಪರಿಣಾಮಕಾರಿಯಾಗಿ ಅಳೆಯುವಲ್ಲಿ ಸಹಾಯ ಮಾಡುತ್ತದೆ, ಇದರಿಂದ ಧನಾತ್ಮಕ ಪರಿಣಾಮವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ ಮತ್ತು ದಾಖಲಿಸುತ್ತದೆ.",kn
ಇಂಟರ್ನೆಟ್ ಇಲ್ಲದೆ ಈ ಆಪ್ಪ್ ಅನ್ನು ಪ್ರವೇಶಿಸಬಹುದೇ?,kn
"ಇಲ್ಲ, ಮಾನ್ಯವಾದ ಇಂಟರ್ನೆಟ್ ಇಲ್ಲದೆ ಈ ಆಪ್ಪ್ ಕೆಲಸ ಮಾಡುವುದಿಲ್ಲ.",kn
ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಆಪ್ಪ್ ನ ಉದ್ದೇಶಿತ ಬಳಕೆದಾರರು ಯಾರು?,kn
"ಅಂಗನವಾಡಿ ಕಾರ್ಮಿಕರು, ಅಂಗನವಾಡಿ ಕೇಂದ್ರಗಳು ಫಲಾನುಭವಿಗಳ ಡೇಟಾವನ್ನು ನಮೂನೆಗಳಲ್ಲಿ ನಮೂದಿಸಲು ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ ಅಪ್ಲಿಕೇಶನ್ ಸ್ರಿಷ್ಟಿಸಲಾಗಿದೆ.",kn
ಇದು ಸಾಮಾನ್ಯ ಜನರಿಗೆ ಅಭಿವೃದ್ಧಿ ಹೊಂದಿಲ್ಲ.,kn
ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಆಪ್ಪ್ ಅನ್ನು ಪ್ರವೇಶಿಸುವುದು (ಲಾಗಿನ್) ಹೇಗೆ?,kn
ತಮ್ಮ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯನ್ನು ಎಡಬ್ಯುಡಬ್ಲ್ಯು ಗಳು ಲಾಗಿನ್ ಪರದೆಯಲ್ಲಿ ನಮೂದಿಸಲು ವಿನಂತಿಸಲಾಗಿದೆ.,kn
"ನಿಮ್ಮ ನೋಂದಾಯಿತ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಗೆ ಒಟಿಪಿ ಕಳುಹಿಸಲಾಗುವುದು, ತದನಂತರ ನೀವು ನಿಮ್ಮ ಎಮ್. ಪಿನ್ ಗೊತ್ತುಪಡಿಸಬೇಕು.",kn
ಎಂಪಿನ್ ಅಂದರೆ ಏನು?,kn
"ಎಂಪಿನ್ ೪ ಅಂಕೆಗಳ ಪಾಸ್‌ಕೋಡ್ ಆಗಿದ್ದು, ಇದನ್ನು ಒಬ್ಬ ಅಂಗನ್ವಾಡಿ ಕಾರ್ಯಕರ್ತರು ಪೋಷಣ್ ಆಪ್ ಮೂಲಕ ನಮೂದಿಸುವಾಗ ಹೋದಿಸಿರುತ್ತಾರೆ.",kn
ಎಂಪಿನ್ ಅನ್ನು ಸೆಟ್ ಮಾಡುವುದು ಹೇಗೆ?,kn
ಆಯಾ ಅಂಗನವಾಡಿ ಕೆಲಸಗಾರನು ಅವನ / ಅವಳ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯ ವಿರುದ್ಧ ಒಟಿಪಿಯನ್ನು ವಿನಂತಿಸುವ ಮೂಲಕ ಎಂಪಿನ್ ಅನ್ನು ಹೊಂದಿಸಬಹುದು.,kn
"ಮೊಬೈಲ್ ಸಂಖ್ಯೆ ಈಗಾಗಲೇ ಡೇಟಾಬೇಸ್‌ನಲ್ಲಿ ಇದ್ದರೆ, ಆಯಾ ಅಂಗನವಾಡಿ ವ್ಯಕ್ತಿಯು ನೋಂದಾಯಿತ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯಲ್ಲಿ ೪ ಅಂಕೆಗಳ ಒಟಿಪಿ ಸ್ವೀಕರಿಸುತ್ತಾರೆ.",kn
"OTP ಯನ್ನು ನಮೂದಿಸಿದ ನಂತರ,ಎಡಬ್ಲ್ಯುಡಬ್ಲ್ಯು ಕಸ್ಟಮೈಸ್ ಮಾಡಿದ ಎಂಪಿನ್ ಅನ್ನು ಸುಲಭವಾಗಿ ಹೊಂದಿಸಬಹುದು.",kn
ಯಾವಾಗ ಮತ್ತು ಹೇಗೆ ಎಂಪಿನ್ ಬಳಸಬಹುದು?,kn
"ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಅಪ್ಲಿಕೇಶನ್‌ಗೆ ಲಾಗಿನ್ ಆಗುವಾಗ, ಎಡಬ್ಲ್ಯೂಡಬ್ಲ್ಯೂಗಳು ಅವರು ಹೊಂದಿಸಿದ ಎಂ.",kn
ಪಿಇನ್ ಅನ್ನು ನಮೂದಿಸಬೇಕಾಗುತ್ತದೆ.,kn
ಯಾವುದೇ ಎಡಬ್ಲ್ಯುಡಬ್ಲ್ಯು / ಎಡಬ್ಲ್ಯೂಸಿ ಬಳಕೆದಾರರಿಂದ ಎಂಪಿಐಎನ್ ಅನ್ನು ಸುಲಭವಾಗಿ ಮರುರಚಿಸಬಹುದು.,kn
"ನೀವು ಮರೆತುಹೋದ ಎಂಪಿನ್ ಕ್ಲಿಕ್ ಮಾಡಬೇಕಾಗುತ್ತದೆ, ಮತ್ತು ನಿಮ್ಮ ನೋಂದಾಯಿತ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯನ್ನು ನಮೂದಿಸಿ.",kn
ನಿಮ್ಮ ನೋಂದಾಯಿತ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯಲ್ಲಿ ನೀವು ಒಟಿಪಿ ಸ್ವೀಕರಿಸುತ್ತೀರಿ ಮತ್ತು ನಿಮ್ಮ ಎಂಪಿನ್ ಅನ್ನು ನೀವು ಸುಲಭವಾಗಿ ಮರುರಚಿಸಬಹುದು.,kn
ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಅಪ್ಲಿಕೇಶನ್ ಎಷ್ಟು ಭಾಷೆಗಳಲ್ಲಿ ಲಭ್ಯವಿದೆ?,kn
ಫಲಾನುಭವಿಗಳಿಗೆ ೭ ವಿವಿಧ ಪ್ರಕಾರಗಳಿವೆ.,kn
ಎಡಬ್ಲ್ಯುಡಬ್ಲ್ಯು ಗಳು ನಿರ್ದಿಷ್ಟ ಅಂಗನವಾಡಿ ಕೇಂದ್ರದಲ್ಲಿ ಇರುವ ಮೂಲಸೌಕರ್ಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ವಿವರಗಳನ್ನು ನಮೂದಿಸ ಬೇಕು.,kn
"ಇದರಲ್ಲಿ ರಚನೆ, ಮೂಲ ಸೌಕರ್ಯಗಳು, ಸೌಲಭ್ಯಗಳು, ನೈರ್ಮಲ್ಯೀಕರಣ, ಕುಡಿಯುವ ನೀರು ಇತ್ಯಾದಿಗಳು ಸೇರಿವೆ.",kn
ತಮ್ಮ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಗಳ ಮೂಲಕ ನೋಂದಾಯಿಸಲು ಸಾಧ್ಯವಾಗದಿದ್ದರೆ ಎಡಬ್ಲ್ಯುಡಬ್ಲ್ಯುಗಳು ಅಪ್ಲಿಕೇಶನ್‌ನಲ್ಲಿ ಹೇಗೆ ಸೈನ್ ಅಪ್ ಮಾಡಬಹುದು?,kn
ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಡ್ಯಾಶ್ ಬೋರ್ಡ್ ಅನ್ನು ಹೇಗೆ ಪ್ರವೇಶಿಸಬಹುದು?,kn
"ರಾಷ್ಟ್ರೀಯ, ರಾಜ್ಯ, ಜಿಲ್ಲೆ, ಯೋಜನೆ ಮತ್ತು ವಲಯ ಮಟ್ಟದಲ್ಲಿ ನಾಮನಿರ್ದೇಶಿತ ನೋಡಲ್ ಮಟ್ಟದ ಅಧಿಕಾರಿಗಳಿಗೆ ಮಾತ್ರ ಡ್ಯಾಶ್‌ಬೋರ್ಡ್ ಪ್ರವೇಶಿಸಲು ಅನನ್ಯ ರುಜುವಾತುಗಳನ್ನು ನೀಡಲಾಗುತ್ತದೆ.",kn
ಎಡಬ್ಲ್ಯುಡಬ್ಲ್ಯು / ಎಡಬ್ಲ್ಯುಸಿ ಅನ್ನು ಹೇಗೆ ಸೇರಿಸಬಹುದು?,kn
ಎಡಬ್ಲ್ಯುಡಬ್ಲ್ಯು / ಎಡಬ್ಲ್ಯೂಸಿ ಗಳನ್ನು ನೋಡಲ್ ಮಟ್ಟದ ಅಧಿಕಾರಿ ಮಾತ್ರ ಸೇರಿಸಬಹುದು.,kn
"ಕ್ರಮಾನುಗತದಲ್ಲಿ ಮೇಲಿನ ಯಾರಾದರೂ ರಾಷ್ಟ್ರಮಟ್ಟದ ಬಳಕೆದಾರರು ರಾಜ್ಯ, ಜಿಲ್ಲೆ, ಯೋಜನೆ ಮತ್ತು ವಲಯ ಮಟ್ಟದ ಬಳಕೆದಾರರನ್ನು ರಚಿಸಬಹುದು.",kn
"ರಾಜ್ಯ ಮಟ್ಟದ ಬಳಕೆದಾರರು ಜಿಲ್ಲೆ, ಯೋಜನೆ ಮತ್ತು ವಲಯ ಮಟ್ಟದ ಬಳಕೆದಾರರನ್ನು ರಚಿಸಬಹುದು, ಜಿಲ್ಲಾ ಮಟ್ಟದ ಬಳಕೆದಾರರು ಯೋಜನೆ ಮತ್ತು ವಲಯ ಮಟ್ಟದ ಬಳಕೆದಾರರನ್ನು ರಚಿಸಬಹುದು, ಪ್ರಾಜೆಕ್ಟ್ ಮಟ್ಟದ ಬಳಕೆದಾರರು ವಲಯ ಮಟ್ಟದ ಬಳಕೆದಾರರನ್ನು ರಚಿಸಬಹುದು.",kn
ಪೋಷಣ್ ಟ್ರ್ಯಾಕರ್ ಡ್ಯಾಶ್‌ಬೋರ್ಡ್‌ನಲ್ಲಿ ಎಷ್ಟು ವಿಭಿನ್ನ ರೀತಿಯ ವರದಿಗಳನ್ನು ಉತ್ಪಾದಿಸಬಹುದು?,kn
ಹಲವು ವರದಿಗಳನ್ನು ಇದರಿಂದ ಉತ್ಪಾದಿಸಬಹುದು.,kn
 support-poshantrackr@gov. in ನಲ್ಲಿ ಇಮೇಲ್‌ಗಳನ್ನು ಕಳುಹಿಸುವ ಮೂಲಕ ಪೋಶನ್ ಟ್ರ್ಯಾಕರ್ ತಂಡವನ್ನು ಸಂಪರ್ಕಿಸಬಹುದು.,kn
ಹ್ಯಾಂಡ್ ಹೋಲ್ಡಿಂಗ್ ಮತ್ತು ಬೆಂಬಲಕ್ಕಾಗಿ ನಾವು ಪ್ರತಿದಿನ ಮಧ್ಯಾಹ್ನ ೩ ರಿಂದ ೫ ರವರೆಗೆ ವಿಡಿಯೋ ಕಾನ್ಫರೆನ್ಸ್ ಮೂಲಕ ಲಭ್ಯವಿದೆ.,kn
ಅರ್ಜಿಯನ್ನು ಬಳಸಿಕೊಂಡು ಫಲಾನುಭವಿ ನೇರವಾಗಿ ನೋಂದಾಯಿಸಿಕೊಳ್ಳಬಹುದು.,kn
"MGRS ವಿವಿಧ ಜನಾಂಗೀಯ ಹಿನ್ನೆಲೆಗಳು ಮತ್ತು ಸಾಂಸ್ಕೃತಿಕ ಸೆಟ್ಟಿಂಗ್‌ಗಳಿಂದ (ಬ್ರೆಜಿಲ್, ಘಾನಾ, ಭಾರತ, ನಾರ್ವೆ, ಓಮನ್ ಮತ್ತು USA) ಸುಮಾರು 8500 ಮಕ್ಕಳಿಂದ ಪ್ರಾಥಮಿಕ ಬೆಳವಣಿಗೆಯ ಡೇಟಾ ಮತ್ತು ಸಂಬಂಧಿತ ಮಾಹಿತಿಯನ್ನು ಸಂಗ್ರಹಿಸಿದೆ.",kn
"ಹೊಸ ಬೆಳವಣಿಗೆಯ ವಕ್ರಾಕೃತಿಗಳು ಒಂದೇ ಅಂತರಾಷ್ಟ್ರೀಯ ಮಾನದಂಡವನ್ನು ಒದಗಿಸುವ ನಿರೀಕ್ಷೆಯಿದೆ, ಅದು ಹುಟ್ಟಿನಿಂದ ಐದು ವರ್ಷಗಳವರೆಗೆ ಎಲ್ಲಾ ಮಕ್ಕಳಿಗೆ ದೈಹಿಕ ಬೆಳವಣಿಗೆಯ ಅತ್ಯುತ್ತಮ ವಿವರಣೆಯನ್ನು ಪ್ರತಿನಿಧಿಸುತ್ತದೆ ಮತ್ತು ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿಗೆ ರೋಲ್ ಮಾಡೆಲ್ ಆಗಿ ಎದೆಹಾಲು ಸೇವಿಸುವ  ಶಿಶುವನ್ನು ಪ್ರತಿನಿಧಿಸುತ್ತದೆ.",kn
ನಿಮ್ಮ ಆರೋಗ್ಯವನ್ನು ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವುದು ಹೇಗೆ?,kn
"ಸೈಟ್‌ಗೆ ಭೇಟಿ ನೀಡುವ ಮೂಲಕ ಅಥವಾ ಬಳಸುವ ಮೂಲಕ, ಕಾಲಕಾಲಕ್ಕೆ ನವೀಕರಿಸಿದ ಈ ನಿಯಮಗಳನ್ನು ನೀವು ಸ್ಪಷ್ಟವಾಗಿ ಒಪ್ಪುತ್ತೀರಿ.",kn
"ಈ ನಿಯಮಗಳ ಯಾವುದೇ ಭಾಗವನ್ನು ನೀವು ಒಪ್ಪದಿದ್ದರೆ, ಸೈಟ್ ಅನ್ನು ಬಳಸಬೇಡಿ.",kn
ಯಾವುದೇ ಬದಲಾವಣೆಗಳು ಅಥವಾ ನವೀಕರಣಗಳು ತಕ್ಷಣವೇ ಜಾರಿಗೆ ಬರುತ್ತವೆ.,kn
ಬದಲಾವಣೆಗಳಿಗಾಗಿ ನಿಯತಕಾಲಿಕವಾಗಿ ಈ ಬಳಕೆಯ ನಿಯಮಗಳನ್ನು ಪರಿಶೀಲಿಸುವ ಜವಾಬ್ದಾರಿಯನ್ನು ನೀವು ಕೈಗೊಳ್ಳುತ್ತೀರಿ.,kn
"ಸೈಟ್ ಒದಗಿಸಿದ ಕೆಲವು ವೈಶಿಷ್ಟ್ಯಗಳು ಅಥವಾ ಸೇವೆಗಳನ್ನು ಬಳಸಲು ನೀವು ಬಯಸಿದರೆ, ನಿಮ್ಮ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯೊಂದಿಗೆ ಖಾತೆಗಾಗಿ ನೀವು ನೋಂದಾಯಿಸಿಕೊಳ್ಳಬೇಕು.",kn
