data,language
"పోషణ్ ట్రాకర్ కింద సాంకేతిక పరిజ్ఞానం పిల్లలలో ఎదుగుదల, వృధా, తక్కువ బరువు ప్రాబల్యం యొక్క సరైన గుర్తింపు మరియు న్యూట్రిషన్ సర్వీస్ డెలివరీ యొక్క లాస్ట్ మైల్ ట్రాకింగ్ కొరకు పరపతి చేయబడుతోంది.",te
పోషణ్ ట్రాకర్ అనేది అంగన్ వాడీ వర్కర్ యొక్క ప్రయత్నాలను ప్రతిబింబించడంతో పాటుగా సేవలను సమర్థవంతంగా అందించడం కొరకు ఉద్యోగ సాయంగా పనిచేస్తుంది.,te
"ఇది పోషణ్ అభియాన్ కింద ఒక క్లిష్టమైన మరియు లబ్ధి కేంద్రిత సర్వీస్ డెలివరీ అప్లికేషన్, ఇది విశ్లేషణలతో రియల్ టైమ్ డేటాను ప్రోత్సహిస్తుంది.",te
"ఇది సెంట్రలైజ్డ్ డేటా ఆర్కిటెక్చర్ ఉపయోగించి నిర్మించబడింది, ఇది ఇతర మంత్రిత్వ శాఖలు మరియు కార్యక్రమాల యొక్క డిజిటల్ టెక్నాలజీ వ్యవస్థలతో సమలేఖనం చేస్తుంది.",te
"అంగన్ వాడీ కేంద్రం (AWC) యొక్క కార్యకలాపాలు, అంగన్ వాడీ వర్కర్ ల (AWWs) యొక్క సేవా డెలివరీలు మరియు గర్భిణీ స్త్రీలు, పాలిచ్చే తల్లులు మరియు పిల్లలకు పూర్తి లబ్ధిదారుని యాజమాన్యం యొక్క 360 డిగ్రీల వీక్షణను అందించడం దీని లక్ష్యం.",te
లబ్ధిదారులకు అందించే సేవలపై పారదర్శకతను అందించడానికి పబ్లిక్ డ్యాష్ బోర్డ్ సహాయపడుతుంది.,te
"టేక్ హోమ్ రేషన్ (THR) మరియు హాట్ వండిన భోజనం (HCM), శిశువులు మరియు గర్భిణీ స్త్రీలకు వ్యాక్సినేషన్ వంటి సేవలు.",te
"స్టంటింగ్, వేస్టింగ్ మరియు తక్కువ బరువు ప్రాబల్యం వంటి ఆరోగ్య సూచికలు WHO ప్రమాణాలకు అనుగుణంగా లెక్కించబడతాయి.",te
క్రమం తప్పకుండా ఎదుగుదలను పరీక్షించడం వల్ల AWWలు పిల్లలకు సరైన మరియు సకాలంలో సాయం అందించడం కొరకుసాయపడతాయి.,te
లబ్ధిదారులు మరియు డ్యూటీ బేరర్ ల యొక్క రియల్ టైమ్ హాజరును డాక్యుమెంట్ చేయడం ద్వారా డెలివరీ సిస్టమ్ యొక్క సమర్థవంతమైన ఆడిట్ ని కూడా ఇది ధృవీకరిస్తుంది.,te
"ఈ మేనేజ్ మెంట్ ఇన్ఫర్మేషన్ సిస్టమ్ న్యూట్రిషన్ ప్రోగ్రామ్ ని సమర్థవంతంగా స్కేల్ చేయడానికి సహాయపడుతుంది, తద్వారా సానుకూల ప్రభావాన్ని జనరేట్ చేస్తుంది మరియు డాక్యుమెంట్ చేస్తుంది.",te
 ఎ. ఎం మరియు ఎం.,te
ఇంటర్నెట్ లేకుండా యాప్ ని యాక్సెస్ చేయవచ్చా?,te
తగిన ఇంటర్నెట్ కనెక్షన్ లేకుండా ఏ యాప్ పనిచేయదు.,te
పోషణ్ ట్రాకర్ యాప్ యొక్క ఉద్దేశింపబడిన వినియోగదారు బేస్ ఎవరు?,te
"పోషణ్ ట్రాకర్ యాప్ అంటే అంగన్‌వాడీ కార్మికులు, అంగన్‌వాడీ కేంద్రాలు, లబ్ధిదారుల డేటాను ఫారమ్‌లలో నమోదు చేయడానికి ఉద్దేశించినవి.",te
ఇది సాధారణ ప్రజల కోసం అస్సలు అభివృద్ధి చేయబడలేదు.,te
పోషణ్ ట్రాకర్ యాప్‌లో లాగిన్ అవ్వడం ఎలా?,te
AWW లు తమ మొబైల్ నంబర్లను లాగిన్ స్క్రీన్‌లో నమోదు చేయాలని అభ్యర్థిస్తున్నాం.,te
"మీ రిజిస్టర్డ్ మొబైల్ నంబర్ పోస్ట్‌కు OTP పంపబడుతుంది, దీనికి మీరు MPIN ని కూడా సెట్ చేయాలి.",te
MPIN అంటే ఏమిటి?,te
"MPIN అనేది 4 అంకెల పాస్‌కోడ్, ఇది పోషణ్ ట్రాకర్ యాప్ పై నమోదు చేసేటప్పుడు అంగన్‌వాడీ కార్మికుడు సెట్ చేస్తారు.",te
MPIN ను ఎలా సెట్ చేయాలి?,te
అతని / ఆమె మొబైల్ నంబర్‌కు OTP ని అభ్యర్థించడం ద్వారా సంబంధిత అంగన్‌వాడీ కార్మికుడు MPIN ని సెట్ చేయవచ్చు.,te
"మొబైల్ నంబర్ ఇప్పటికే డేటాబేస్లో ఉంటే, సంబంధిత అంగన్వాడీ వ్యక్తి రిజిస్టర్డ్ మొబైల్ నంబర్లో 4 అంకెల OTP ను అందుకుంటారు.",te
"OTP పంపిన తరువాత, AWW అనుకూలీకరించిన MPIN ని సులభంగా సెట్ చేయవచ్చు.",te
MPIN ను ఎప్పుడు మరియు ఎలా ఉపయోగించాలి?,te
"పోషణ్ ట్రాక్జెర్ యాప్‌లోకి లాగిన్ అయితే, AWW లు వారు సెట్ చేసిన MPIN ని నమోదు చేయవలసిఉంటుంది.",te
ఈ MPIN పోషణ్ ట్రాకర్ యాప్‌ను అమలు చేయడానికి పాస్‌కోడ్‌గా పనిచేస్తుంది మరియు లబ్ధిదారుల ఫారంలో సమాచారాన్ని నమోదు చేస్తుంది.,te
MPIN ను రీసెట్ చేయడం ఎలా?,te
MPIN ను ఏ AWW / AWC వినియోగదారుడైనా సులభంగా రీసెట్ చేయవచ్చు.,te
"మీరు forgot MPIN పై క్లిక్ చేసి, మీ నమోదిత మొబైల్ నంబర్‌ను నమోదు చేయవలసి ఉంటుంది.",te
AWW ఆంగ్ల భాషలో మాత్రమే ఫారం నింపగలదు.,te
పోషణ్ ట్రాకర్ యాప్‌లో ఎన్ని విభిన్న ఫారమ్లు ఉన్నాయి?,te
లబ్ధిదారుల కోసం 7 రకాల ఫారమ్ లు ఉన్నాయి.,te
ఒక నిర్దిష్ట అంగన్వాడీ కేంద్రంలో ఉన్న మౌలిక సదుపాయాలకు సంబంధించిన వివరాలను AWW నమోదు చేయాలి.,te
"ఇందులో నిర్మాణం, ప్రాథమిక సౌకర్యాలు, సౌకర్యాలు, పారిశుధ్యం, తాగునీరు మొదలైనవి ఉన్నాయి.",te
AWWS వారి మొబైల్ నంబర్ల ద్వారా నమోదు చేయలేకపోతే యాప్ లో ఎలా సైన్ అప్ చేయవచ్చు?,te
వారు సిస్టమ్‌కు కొత్తగా జోడించబడ్డారు మరియు వారి మొబైల్ నంబర్‌ను రాష్ట్ర సెల్ ద్వారా MoWCD కి ఇంకా అందలేదు.,te
"పైన పేర్కొన్న రెండు సందర్భాల్లో, AWW లో దేనినైనా జోడించడానికి / సవరించడానికి / సక్రియం చేయడానికి / నిష్క్రియం చేయడానికి రాష్ట్ర నోడల్ అధికారులకు అధికారం ఉంది.",te
పోషణ్ ట్రాకర్ డాష్‌బోర్డ్‌ను ఎలా యాక్సెస్ చేయవచ్చు?,te
"పోషణ్ ట్రాకర్ డాష్‌బోర్డ్‌ను, డాష్‌బోర్డ్‌లోకి సంతకం చేయడం ద్వారా యాక్సెస్ చేయవచ్చు.",te
"లింక్‌ను క్లిక్ చేయడం ద్వారా డాష్‌బోర్డ్‌ను యాక్సెస్ చేయవచ్చు జాతీయ, రాష్ట్ర, జిల్లా, ప్రాజెక్ట్ మరియు సెక్టార్ స్థాయిలో నామినేటెడ్ నోడల్ స్థాయి అధికారులకు మాత్రమే డాష్‌బోర్డ్‌ను యాక్సెస్ చేయడానికి ప్రత్యేకమైన ఆధారాలను అందిస్తారు.",te
AWW/AWC ను ఎలా జోడించవచ్చు?,te
AWW/AWC లను నోడల్ స్థాయి అధికారి మాత్రమే చేర్చగలరు.,te
సోపానక్రమంలో పైన ఉన్న ఎవరైనా.,te
"జాతీయ స్థాయి వినియోగదారు మాదిరిగానే రాష్ట్ర, జిల్లా, ప్రాజెక్ట్ మరియు రంగాల వినియోగదారుని సృష్టించవచ్చు.",te
"రాష్ట్ర స్థాయి వినియోగదారుడు జిల్లా స్థాయికి, ప్రాజెక్ట్ మరియు సెక్టార్ స్థాయి వినియోగదారుని సృష్టించగలరు, జిల్లా స్థాయి వినియోగదారు ప్రాజెక్ట్ మరియు సెక్టార్ స్థాయి వినియోగదారుని సృష్టించగలరు, ప్రాజెక్ట్ స్థాయి వినియోగదారు సెక్టార్ స్థాయి వినియోగదారుని సృష్టించగలరు.",te
పోషన్ ట్రాకర్ డాష్‌బోర్డ్ ద్వారా ఎన్ని రకాల నివేదికలను రూపొందించవచ్చు?,te
హ్యాండ్ హోల్డింగ్ మరియు సపోర్ట్ కొరకు ప్రతిరోజూ సాయంత్రం 4:15 నుంచి సాయంత్రం 5:15 గంటల వరకు వీడియో కాన్ఫరెన్స్ ద్వారా కూడా మేం లభ్యం అవుతాం.,te
లబ్ధిదారుడు అప్లికేషన్ ఉపయోగించి నేరుగా రిజిస్టర్ చేసుకోవచ్చా.,te
"MGRS విస్తృతంగా విభిన్న జాతి నేపథ్యాలు మరియు సాంస్కృతిక సెట్టింగ్ లు (బ్రెజిల్, ఘనా, భారతదేశం, నార్వే, ఒమన్ మరియు USA) నుండి సుమారు 8500 మంది పిల్లల నుండి ప్రాథమిక ఎదుగుదల డేటా మరియు సంబంధిత సమాచారాన్ని సేకరించింది.",te
కొత్త ఎదుగుదల వక్రతలు పుట్టినప్పటి నుండి ఐదు సంవత్సరాల వయస్సు ఉన్న పిల్లలందరికీ శారీరక ఎదుగుదల యొక్క అత్యుత్తమ వివరణకు ప్రాతినిధ్యం వహించే ఒకే అంతర్జాతీయ ప్రమాణాన్ని అందిస్తాయని మరియు ఎదుగుదల మరియు అభివృద్ధికి ప్రామాణిక తల్లి పాలిచ్చే శిశువును నమూనాగా స్థాపించాలని ఆశించబడుతోంది.,te
మీ ఆరోగ్యాన్ని ఎలా పునరుద్ధరించాలి?,te
"సైట్ ని సందర్శించడం లేదా ఉపయోగించడం ద్వారా, నియతానుసారంగా అప్ డేట్ చేయబడ్డ ఈ నిబంధనలను మీరు స్పష్టంగా అంగీకరిస్తున్నారు.",te
"ఈ నిబంధనల్లోని ఏదైనా భాగాన్ని మీరు అంగీకరించనట్లయితే, సైట్ ని ఉపయోగించవద్దు.",te
ఏవైనా మార్పులు లేదా నవీకరణలు వెంటనే అమల్లోకి వస్తాయి.,te
మార్పుల కొరకు నియతానుసారంగా ఈ ఉపయోగ నిబంధనలను తనిఖీ చేసే బాధ్యతను మీరు తీసుకుంటారు.,te
"సైట్ ద్వారా అందించబడే నిర్ధిష్ట ఫీచర్లు లేదా సేవలను మీరు ఉపయోగించాలని అనుకున్నట్లయితే, మీ మొబైల్ నెంబరుతో ఖాతా కొరకు మీరు రిజిస్టర్ చేసుకోవాల్సి ఉంటుంది.",te
"ఈ నిబంధనలను ఆమోదించడం ద్వారా, మీ గుర్తింపు సమాచారాన్ని (ఆధార్ వివరాలతో సహా) మరియు మీ ఖాతాలో రిజిస్టర్ చేసుకున్న ఇతర సభ్యులందరినీ ఉపయోగించడానికి మాకు అధికారం ఇవ్వడానికి మీరు స్పష్టంగా అంగీకరిస్తున్నారు.",te
మీ వ్యక్తిగత సమాచారం మరియు నమోదు మరియు ఈ సమాచారాన్ని సురక్షితంగా ఉంచడంలో మీరు విఫలం కావడం వల్ల కలిగే అన్ని కార్యకలాపాల యొక్క గోప్యతను నిర్వహించడానికి మీరు పూర్తిగా బాధ్యత వహిస్తారు.,te
మీ ఖాతా లేదా మొబైల్ నెంబరు ఆ వ్యక్తిని అనుకరించే ఉద్దేశ్యంతో మరొక వ్యక్తి పేరును చేర్చరాదు.,te
వారి అనుమతి లేకుండా మీరు మరొక వినియోగదారు ఖాతాను ఉపయోగించరాదు.,te
"మీ ఖాతా యొక్క ఏదైనా అనధీకృత ఉపయోగం లేదా ఇతర ఖాతా సంబంధిత భద్రతా ఉల్లంఘనను మీరు కనుగొన్నట్లయితే, మీరు వెంటనే రాతపూర్వకంగా మాకు తెలియజేయాలి.",te
"మీ ఖాతా వేరొకరి హక్కులను ఉల్లంఘిస్తుందని లేదా మా విధానాలను ఉల్లంఘిస్తుందని మాకు ఫిర్యాదు అందితే, మేము మీ ఖాతాను రద్దు చేయవచ్చు లేదా నిరోధించవచ్చు.",te
మేము ఏ సమయంలోనైనా సైట్ యొక్క కంటెంట్ మరియు ఫీచర్లను మార్చవచ్చు.,te
"సైట్ పై ప్రదర్శించబడే రిజిస్టర్డ్ మరియు రిజిస్టర్ కాని ట్రేడ్ మార్క్ లు, లోగోలు మరియు సర్వీస్ మార్క్ లు మా లేదా మా లైసెన్సర్ ల స్వంతం.",te
"మా ముందస్తు రాతపూర్వక అనుమతి లేకుండా మీరు మా ట్రేడ్ మార్క్ లు, లోగోలు మరియు సర్వీస్ మార్క్ లను ఏవిధంగానూ ఉపయోగించరాదు.",te
ఈ వెబ్ సైట్ లో ఫీచర్ చేయబడ్డ మెటీరియల్ ని ఉచితంగా పునరుత్పత్తి చేయవచ్చు.,te
"అయితే, సైట్ యొక్క ఏ భాగం మరియు ఏ కంటెంట్ కూడా కాపీ చేయబడదు, తిరిగి ప్రచురించబడదు, పునరుత్పత్తి చేయబడదు, అప్ లోడ్ చేయబడదు, పోస్ట్ చేయబడదు, బహిరంగంగా ప్రదర్శించబడదు, ఎన్ కోడ్ చేయబడదు, అనువదించబడదు, ప్రసారం చేయబడదు లేదా ఏదైనా ఇతర కంప్యూటర్, సర్వర్, వెబ్ సైట్ లేదా ప్రచురణ కొరకు ఏదైనా ఇతర మాధ్యమానికి అభ్యంతరకరమైన రీతిలో లేదా తప్పుదారి పట్టించే సందర్భంలో పంపిణీ చేయబడదు.",te
"మీరు (1) అటువంటి సమాచారాన్ని మీ వ్యక్తిగత, వాణిజ్యేతర సమాచార ప్రయోజనం కొరకు మాత్రమే ఉపయోగిస్తారు మరియు అటువంటి సమాచారాన్ని ఏదైనా నెట్ వర్క్ చేయబడ్డ కంప్యూటర్ లో కాపీ లేదా పోస్ట్ చేయరు లేదా ఏదైనా మాధ్యమంలో ప్రసారం చేయరు, (2) అటువంటి సమాచారం మరియు అటువంటి డాక్యుమెంట్ లు మరియు కంటెంట్ కు సంబంధించిన ఏవైనా అదనపు ప్రాతినిధ్యాలు లేదా వారెంటీలకు ఎలాంటి మార్పులు చేయనట్లయితే, సైట్ లో లభ్యం అయ్యే సమాచారాన్ని మీరు ఉపయోగించవచ్చు.",te
"ఎక్కడైతే ఆ సమాచార౦ ప్రచురి౦చబడుతు౦దో, లేదా ఇతరులకు అ౦ది౦చబడుతు౦దో అక్కడ మూల౦ ప్రముఖ౦గా అ౦గీకరి౦చబడాలి.",te
"అనువాదాలు ఉత్తమ ప్రయత్న ప్రాతిపదికన చేయబడినప్పటికీ, కొన్ని భాగాలు తప్పుగా ఉండవచ్చు.",te
వెబ్ సైట్ లోని నిర్దిష్ట ఫైళ్లు మరియు ఇతర అంశాలను అనువదించడం సాధ్యం కాదు.,te
"దీనికి అదనంగా, అనువాదంపై, భాషా అడ్డంకుల కారణంగా, కొన్ని అప్లికేషన్ లు మరియు/లేదా సర్వీసులు ఆశించిన విధంగా పనిచేయకపోవచ్చు.",te
"ఈ వెబ్ సైట్ లు లింక్ చేయబడ్డాయనే వాస్తవం, మా నుంచి ఈ వెబ్ సైట్ ల యొక్క ఎలాంటి ఎండార్స్ మెంట్ ని సూచించదు, ఎందుకంటే ఈ వెబ్ సైట్ లపై మాకు ఎలాంటి నియంత్రణ ఉంది.",te
ఏదైనా కంటెంట్ లేదా ఈ వెబ్ సైట్ ల యొక్క గోప్యతా విధానాలతో సహా ఈ వెబ్ సైట్ లకు మేం బాధ్యత వహించం.,te
ఈ వెబ్ సైట్ ల యొక్క ఉపయోగ నిబంధనలతో మిమ్మల్ని మీరు పరిచయం చేసుకోవాలని మేం మిమ్మల్ని బలంగా ప్రోత్సహిస్తున్నాం.,te
ఈ వెబ్ సైట్ ల యొక్క మీ ఉపయోగం మీ స్వంత రిస్క్ మరియు ఆపదలో ఉంది.,te
సైట్ లో లేదా దాని ద్వారా లభ్యం అయ్యే కంటెంట్ సముచితమైనది లేదా ఇతర లొకేషన్ ల్లో లభ్యం అవుతుందని మేం ప్రాతినిధ్యం వహించం.,te
సైట్ లేదా సైట్ పై వివరించిన ఏదైనా సర్వీస్ లేదా ప్రొడక్ట్ యొక్క లభ్యతను ఏ సమయంలోనైనా ఏదైనా వ్యక్తి లేదా భౌగోళిక ప్రాంతానికి మేం పరిమితం చేయవచ్చు.,te
మీ యొక్క ఏదైనా ఇన్వెస్టిగేషన్ లేదా ప్రాసిక్యూషన్ లో సాయపడటం కొరకు మీ లావాదేవీలకు సంబంధించి మీరు మాకు అందించే సమాచారంతో మేం లా ఎన్ ఫోర్స్ మెంట్ ని అందించవచ్చు.,te
సముచితమని మేము భావించే చట్టపరమైన చర్య తీసుకోవచ్చు.,te
"పోషణ్ ట్రాకర్ పోర్టల్ లేదా యాప్ అనేది భారత ప్రభుత్వ మహిళా మరియు శిశు అభివృద్ధి మంత్రిత్వ శాఖ ద్వారా నిర్వహించబడుతుంది, ఇకపై దీనిని ""MWCD"", ""మా"", ""మనం"", ""మనం"" అని పిలుస్తారు, దీనిలో ప్రోగ్రామ్/క్యాంపెయిన్ యొక్క ఇతర డిపార్ట్ మెంట్ లు మరియు డివిజన్ ల రిఫరెన్స్ ఉంటుంది.",te
"ఈ పాలసీలో పోషణ్ ట్రాకర్ పోర్టల్ లేదా యాప్ యొక్క రిఫరెన్స్ ల్లో పోషణ్ ట్రాకర్ లేదా APIలు/సంబంధిత సైట్ లు, యాప్ లు, కమ్యూనికేషన్ లు మరియు సర్వీస్ లు (""సర్వీస్ లు"") ద్వారా పోషణ్ ట్రాకర్ తో ఇంటిగ్రేట్ చేయబడ్డ ఏదైనా ఇతర యాప్ లు లేదా పోర్టల్ లు చేర్చబడతాయి, ఇకపై సమిష్టిగా ''పోషణ్ ట్రాకర్ లేదా సిస్టమ్''గా రిఫర్ చేయబడతాయి.",te
మీరు మా సేవలను ఉపయోగించినప్పుడు మా గోప్యతా విధానం వర్తిస్తుంది (దిగువ వివరించబడింది).,te
"మేము ఏ సమాచారాన్ని సేకరిస్తాము, మేము దానిని ఎందుకు సేకరిస్తాము మరియు అది ఎలా ఉపయోగించబడుతుంది మరియు భాగస్వామ్యం చేయబడుతుందో అర్థం చేసుకోవడంలో మీకు సహాయపడటానికి ఈ గోప్యతా విధానం ఉద్దేశించబడింది.",te
మీ సమాచారానికి సంబంధించి సేకరించే మరియు నిలుపుకునే ఏజెన్సీ MWCD.,te
మీ వ్యక్తిగత సమాచారం యొక్క భద్రతను సంరక్షించడానికి మరియు మీ గోప్యతను సంరక్షించడానికి మేం కట్టుబడి ఉన్నాం.,te
"సిస్టమ్ పై సేకరించబడ్డ మరియు ప్రాసెస్ చేయబడ్డ ఏదైనా సమాచారం లేదా డేటా ఇన్ఫర్మేషన్ టెక్నాలజీ యాక్ట్, 2000 యొక్క నిబంధనలకు అనుగుణంగా చేయబడుతుంది మరియు వ్యక్తిగత డేటా యొక్క సేకరణ మరియు ప్రాసెసింగ్ కు సంబంధించిన ఇతర జాతీయ మరియు రాష్ట్ర చట్టాలతో రీడ్ చేయబడుతుంది.",te
ఈ గోప్యతా విధానం మరియు సేవా నిబంధనలను మీరు ఆమోదించిన తరువాత సిస్టమ్ యొక్క మీ ప్రాప్యత మరియు ఉపయోగం షరతులతో కూడినది.,te
"సిస్టమ్ ని యాక్సెస్ చేసుకోవడం మరియు/లేదా ఉపయోగించడం ద్వారా, మీరు సేవా నిబంధనలు మరియు ఈ గోప్యతా విధానాన్ని చదివారని, అర్థం చేసుకున్నారని మరియు దానికి కట్టుబడి ఉన్నారని మరియు ఈ గోప్యతా విధానంలో పేర్కొనబడ్డ రీతిలో మీ సమాచారం మరియు డేటా సేకరించడానికి, నిల్వ చేయడానికి మరియు ఉపయోగించడానికి మీరు సమ్మతిస్తున్నారని మీరు ప్రాతినిధ్యం వహిస్తున్నారు.",te
ఈ గోప్యతా విధానం యొక్క క్లాజ్ 2 మరియు 3లో పేర్కొనబడ్డ ఉద్దేశ్యాలను నెరవేర్చడం కొరకు ఈ గోప్యతా విధానం యొక్క క్లాజ్ 1లో వివరించిన విధంగా మీ సమాచారాన్ని సేకరించడం అవసరమని మీరు ఇందుమూలంగా ధృవీకరిస్తున్నారు.,te
"మీరు ఖాతాకు సైన్ అప్ చేసినప్పుడు సహా, మీరు మా సేవలను ఉపయోగించినప్పుడు మీరు అందించే కంటెంట్ మరియు ఇతర సమాచారాన్ని మేము సేకరిస్తాము.",te
"అయితే, డేటాను అందించడం ఐచ్ఛికంగా ఉన్న చోట వ్యక్తిగత డేటాను భాగస్వామ్యం చేయరాదని మీరు ఎంచుకోవచ్చు.",te
1.2. సేవల యొక్క ఉపయోగం నుండి సమాచారం.,te
"మీరు మా సైట్ లు, అనువర్తనం మరియు ప్లాట్ ఫారమ్ టెక్నాలజీతో సహా మా సేవలను సందర్శించినప్పుడు లేదా ఇతరత్రా ఉపయోగించినప్పుడు మేము వినియోగ డేటాను లాగ్ చేస్తాము.",te
"నిర్దిష్ట సందర్భాల్లో మీ సమాచారాన్ని సేకరించడానికి మరియు ఉపయోగించడానికి బ్రౌజర్ వెబ్ నిల్వ లేదా అప్లికేషన్ డేటా కాష్ లు, డేటాబేస్ లు మరియు సర్వర్ లాగ్ లు వంటి కుకీలు, స్థానిక నిల్వతో సహా సమాచారాన్ని సేకరించడానికి మరియు నిల్వ చేయడానికి మేము వివిధ సాంకేతికతలను ఉపయోగించవచ్చు.",te
1.3. తృతీయపక్షాల నుంచి సమాచారం.,te
మీ వ్యక్తిగత సమాచారాన్ని సేకరించే తృతీయపక్ష సైట్ లకు మా సిస్టమ్ APIని అందిస్తుంది.,te
అటువంటి సమాచారం లేదా వారి గోప్యతా విధానాలు లేదా ఆ తృతీయపక్ష సైట్ ల యొక్క కంటెంట్ యొక్క భద్రతకు పోషణ్ ట్రాకర్ ఏవిధంగానూ బాధ్యత వహించదు.,te
"అదనంగా, మీరు మూడవ - పక్ష సైట్ ల యొక్క నిర్దిష్ట పేజీల్లో ""కుకీలు"" లేదా ఇతర సారూప్య పరికరాలను కూడా ఎదుర్కొనవచ్చు మరియు ఈ మూడవ - పక్ష సైట్ ల ద్వారా కుకీల వినియోగాన్ని సిస్టమ్ నియంత్రించదని పోషణ్ ట్రాకర్ ద్వారా ఇందుమూలంగా స్పష్టం చేయబడింది.",te
ఈ తృతీయపక్ష సేవా ప్రదాతలు మరియు తృతీయపక్ష సైట్ లు మీరు లోబడి ఉండగల మీ సమాచారాన్ని నిల్వ చేయడం మరియు నిలుపుకోవడాన్ని నియంత్రించే వారి స్వంత గోప్యతా విధానాలను కలిగి ఉండవచ్చు.,te
"ఈ తృతీయపక్ష ప్రదాతలు మరియు తృతీయపక్ష సైట్ ల ద్వారా అందించబడ్డ, నిల్వ చేయబడ్డ లేదా ఉపయోగించే ఏదైనా సమాచారాన్ని ఈ గోప్యతా విధానం నియంత్రించదు.",te
"మీరు తృతీయపక్ష సైట్ లోనికి ప్రవేశించినప్పుడు, తృతీయపక్ష సైట్ యొక్క గోప్యతా విధానాన్ని మీరు సమీక్షించాలని మేము సిఫార్సు చేస్తున్నాము, ఎందుకంటే ఇది మీ సమాచారాన్ని సంరక్షించడానికి సంబంధించినది.",te
