data,language
पोसन ट्रेकर डेशबोर्ड हाबिच् ओकालेकातेय सेटेर दाड़ेयाक्आ?,sat
पोसन ट्रेकर डेशबोर्ड दो डेशबोर्ड रे साइन कातेन सेटेर दाड़ेयाक्आ। डेशबोर्ड दो लिंक रे क्लिक कातेन सेटेर दाड़ेयाक्आ ,sat
https://poshantracker.in/admin,sat
" एकेन दिसामरियारी, पोनोत, जिला, परियाजना आर सेक्टर थाक् रेन ञुमान नोडल थाक् रेन आमलाको दो डेशबोर्ड हाबिच् को सेटेर दाड़ेया लागित् मित् बाड़ती आइदारी को एम आकात् कोवा।",sat
जाहाँय एडब्ल्यूडब्ल्यू/एडब्ल्यूसी ओकालेकातेय जोड़ाव दाड़ेयाक्आ?,sat
"एडब्ल्यूडब्ल्यू/ एडब्ल्यूसी को दो एकेन नोडल थाक रेन आमला दाराय ते जोड़ाव दाड़ेयाक्आको. पोद थाक् रे चेतान जाहाँय आमला गे। दिसामरियारी थाक रेन बेभारिच् लेकाते रे पोनोत, जिला, परियोजना आर टोठारियाक् थाक रे बेभारिच् ए बेनाव दाड़ेयाक्आ। पोनोत थाक रेन बेभारिच् जिला, परियोजना आर टोठा थाक रे बेभारिच् ए बेनाव दाड़ेयाक्आ, जिला थाक रे बेभारिच् परियोजना आर टोठा थाक रेन बेभारिच् ए बेनाव दाड़ेयाक्आ, परियोजना थाक रेन बेभारिच् टोठा रेन बेभारिच् ए बेनाव दाड़ेयाक्आ।",sat
पोसन ट्रेकर डेशबोर्ड रे तिनाक् एटाक् एटाक् लेकान रिपोर्ट सिरजाव दाड़ेयाक्आ?,sat
निया रे आयमा लेकान रिपोर्ट सिरजाव दाड़ेयाक्आ,sat
सोमान्य रिपोर्ट:,sat
ऐप डाउनलोड रेयाक् लेखा,sat
मोट तिनाक् आंगनवाड़ी तालमा रजिस्टर्ड मेनाक्आ,sat
रजिस्टर्ड पोरहोक् कोवाक् मोट लेखा (दिसामरियारी/ पोनोत/ जिला/ ब्लॉक लेकाते),sat
रजिस्टर्ड पेरेच् होड़मो आयोहोड़ कोवाक् मोट लेखा (दिसामरियारी/ पोनोत/ जिला/ ब्लॉक लेकाते),sat
रजिस्टर्ड गोगो कोवाक् मोट लेखा (दिसामरियारी/ पोनोत/ जिला/ ब्लॉक लेकाते),sat
रजिस्टर्ड गिदरा कोवाक् मोट लेखा (0-6 चाँदो) (दिसामरियारी/ पोनोत/ जिला/ ब्लॉक लेकाते),sat
रजिस्टर्ड गिदरा कोवाक् मोट लेखा (6 चाँदो - 3 सेरमा) (दिसामरियारी/ पोनोत/ जिला/ ब्लॉक लेकाते),sat
रजिस्टर्ड मोट गिदराकोवाक् लेखा (3-6 सेरमा) (दिसामरियारी/ पोनोत/ जिला/ ब्लॉक लेकाते),sat
गोगो आर गिदरा जोमाक्:,sat
21 माहाँ को रे तिनाक् पोरहोक् को टीएचआर को ञाम केदा,sat
तिनाक् गिदरा ओमोन मित् ताड़ाङ तायोम को नुनु केदा?,sat
एचसीएम तिनाक् गोगो को एमा को काना,sat
3-6 सेरमा रेन गिदरा कोवाक् गोड़ कैल्शियम,sat
3- 6 सेरमा रे गिदरा कोवाक् गोड़ मेंड़हेंत् थाक,sat
"टीका कान गिदरा कोवाक् मोट लेखा चाँदोकिय़ा (दिसामरियारी, पोनोत, जिला, ब्लॉक थाक)",sat
चाँदो टीका कान कोवाक् आसोल बेवरा (बीसीजी /ओपीवी/हेपाटाइटिस बी /रोटावायरस / पोलियो /न्यूमोकोकल /पेंटावैलेंट),sat
एडब्ल्यूसी साज सापाप:,sat
"एडब्ल्यूसी को रेयाक् लेखा (ब्लॉक, जिला, पोनोत, दिसाम थाक)",sat
"बालवटिका रेयाक् मोट लेखा (ब्लॉक, जिला, पोनोत, दिसाम थाक)",sat
"फारचा ञूय दाक् सालाक् एडब्ल्यूसी को (ब्लॉक, जिला, पोनोत, दिसाम थाक)",sat
"कामी भार रेयाक् सोङ लेकाते एडब्ल्यूसी कोवाक् मोट लेखा (ब्लॉक, जिला, पोनोत, दिसाम थाक)",sat
"बिजली सालाक् मोट लेखा एडब्ल्यूसी को (ब्लॉक, जिला, पोनोत, दिसाम थाक)",sat
सोरकार पावातोल रेयाक् मोट एडब्ल्यू एडब्ल्यू रेयाक् लेखा,sat
निच ते चालावाक् एडब्ल्यूसी को रेयाक् मोट लेखा,sat
पोसान ट्रेकर टिम सांव चेका सोमपोक आ?,sat
पोसान ट्रेकार टिम सांव support-poshantrackr@gov.in रे इमेल कुल काते सोमपोक दाड़ेयाक् आ। तिते साब आर गोड़ो ला़गित् आले दिनाम आयुब 4:15 बाजा खोन आयुब 5:15 बाजा हाबिच् बिडियो कानफ्रेनस रे हों ले ञामोक् आ।,sat
पोसान कालकुलेटार चेत काना,sat
पोसान कालकुलेटार जेगेत जाकात पोहलांङ माहाल (डब्लु. एच. ओ.) रेयाक् बाताव लेका ते गिदरा़ कोवाक् भेनेगार पोहलांङ दोसा को चिनहाव होचो रे गोड़ो एमोक् आ.,sat
डब्लु. एच. ओ. बातावाक् काना :,sat
जेरे (उमेर लेकाते उसुल)- ,sat
0 चांदो खोन 6 सेरमा,sat
जावगे एसटांट,sat
चाटिया लेकाते जेरे,sat
साधारोन,sat
कोम ओजोन (उमेर ला़गित् ते ओजोन)- ,sat
गाहिर लेकाते कोम ओजोन,sat
चाटिया लेका ते कोम ओजोन,sat
बेरबाद (उसुल ला़गित् ते ओजोन)- ,sat
0 चांदो खोन 5 सेरमा,sat
गाहिर लेकाते बेरबाद (एम.ए.एम.),sat
चाटिला लेकाते बेरबाद (एम.ए.एम),sat
बाड़ती ओजोन,sat
मोटा,sat
नोवा बातावाक् को चेतान उदुक् आकान उमेर एसेत् लेका ते उपरुम आकाना,sat
जोनोड़ तालिका को बाबोत् ते,sat
डब्लु.एच.ओ. मल्टीसेंटार ग्रोथ रेफरेंस स्टाडी (एम.जी.आर.एस.) 1997 आर 2003 रेयाक् ताला गोटा दिसुम रे बाले गिदरा को आर हुडिञ गिदरा़ कोवाक् हारा आर लाहा राकाब रेयाक् ओनमान ला़गित् नावा हारा राकाब आनचुर जानाम होचो ला़गित् हुय होचो लेन ताहेंना।.,sat
"एम.जी.आर.एस. माराङ लेका ते भेनेगार जाती ओनोड़ को आर लाकचार सेटिंग (ब्राजिल, घाना, भारोत, नार्वे, ओमान, आर यु.एस.ए) खोन मोटा मोटी 8500 गिदरा़ को ठेन खोन पा़हिल लाहा डाटा आर सोमबोंध बाडाय को जारवालेद आ।.",sat
नावा लाहा राकाब आनाचुर खोन मित् एसकार जेगेद जाकाद बातावाक् एम होचो रेयाक् आंस मेनाक् आ ओका जानाम खोन इदी काते मोड़े सेरमा हाबिज रिन जोतो गिदरा को ला़गित् होड़मो हारा रेयाक् चेतान ुतोर बिबरोन रेयाक् पारतिनिधीया आर तोवा नुनु गिदरा़ को हारा राकाब आर लाहा ला़गित् आदर्स मोडेल लेकाते थापोना।.,sat
आमाक् पोहलाङ होड़मो चेकाते दोहड़ा जिविदा?,sat
जुदी आम गाहिर लेकाते बेरबाद आकानाम (एस.ए.एम.) एन खान आमाक् पोहलाङ को चेद लेका रे दोहड़ा जिविदा,sat
जुदी आम चाटिया लेकाते बेरबाद (एम.ए.एन.) आकानाम एन खान आमाक् पोलांङ चेकाते दोहड़ा जिविदा,sat
जुदी आम कोम ओजोन रिनिक् कानाम एन खान आमाक् पोहलांङ चेकाते दोहड़ा जिविदा,sat
Please provide your mobile number and a ticket number.,sat
मोबाइल ,sat
टिकिट नोमबोर ,sat
टिकिट ञेल मे,sat
"If this is your first time contacting us or you've lost the ticket number, please ",sat
open a new ticket,sat
सागुन दाराम! नोवा को सेवा रेयाक् सारती (“सा़रती को”) ओका ,sat
https://poshantracker.in,sat
", रे हुय होचोवाक् पोसान ट्रेकार पेटफोर्म आर लिंक होचोवाक् जोतो सोमबोंध साइट को आमाक् बेबोहार को गोड़ोवाक्। ओना ला़गित्, नोवा रेयाक् गोड़ो कोमपानी को आर गोड़ोवाक् (देसांगी लेकाते, “साइट”)।",sat
I. मालिकोक तेयार,sat
"साइट आर जोतो डाटा, ओनोल, जोह तोयार, साहटा को, छापा सोदोर इसक्रन, चिता़र, चिता़र हुनार फोटो को, ओडियो आर बिडियो किलिप, एच.टी.एम.एल. कोड, सोत कोड आर बाङ सोफटवेयार ओका साइट रे ताहेंना आर बाङ ञेल जोङ लेक आर बाङ एटागाक् पानते लेक काना, आर बुक आकान जोतो सामिलात साइट सांव,(जोतो होड़ ते, “बिसोय” लेका मेतागाक् आ)महिला आर बाल विकास मंत्रालय आर उनकू होक एम सेवा एमोक् कोवाक् मालिकोक् रे मेनाक् आ।",sat
II. सिकार एम,sat
"आलेयाक् निजेर नीति, ओपेन ए.पी.आई. नीति आर जाहां गे एटाक् नीति को, नियोम आर बाङ उदुक् होरा ओका साइट रे बिसेस प्रस्ताव को आर बाङ सुबिदा कोरे बाहाल हुय दाड़ेयाक् आ नोवा को सारती रे सामिल मेनाक् आ। साइट रे चालाव काते आर बाङ बेभार काते, आम ताला ताला रे हाली होचो आकात् नोवा सारती सांव पुसटाव लेकाते सिकार हुयुक् आ।",sat
"जुदी आम नोवा को सारती रेयाक् जाहां गे भाग सांव सिकार बानुक् मेया, एन खान साइट आलोम बेबोहारा। जुदी आम बाध्यवाक् ठिका बेनाव लागित् आइन कानुन उमेर रिनिच् बाङ कानाम एनखान आम जाहांलेकाते साइट रेयाक् बेबोहार आर सारती को सिकार बाम दाड़ेयाक् आ।",sat
III. सारती कोरे आगाम बोदोल को रेयाक् सोम्बोंध रे इतलाय:,sat
"आले आम ओनकान बोदोल को सोम्बोंध रे बिसेस लेका ते इतला़य एम बेगोर जाहां गे ओकतो नोवा सारती को रेयाक् जाहां गे हिंस को बोदोल होचो, सुधार होचो, सेलेद आर बाङ ओचोक् रेयाक् बेगोर सारती होक आ़ड दोहोया। जाहां गे बोदोल के आर बाङ हाली राकाब लोगोन ते पोरभाव हुयुक् आ। आम बोदोल को लागित् ताला ताला रे बेबोहार रेयाक् नोवा सारती ञेल होचो रेयाक् जिनमा हातावा। नोवा लेकान सुधार तायोम पेलेटफोर्म रेयाक् आमाक् लेताड़ बेबोहार सुधार सारती रेयाक् सिकार एम नियोम तेयारा।",sat
IV. खाता ञुतुम ओल होचो,sat
"आम जाहां खाता लागित् ञुतुम ओल होचो बेगोर साइट ब्राउज दाड़ेयाक् आ। जुदी आम साइट दाराय ते एमोगाक् काच् सुबिदा को आर बाङ सेवा को रेयाक् बेबोहार होचो सानामा, एन खान आम आमाक् मोबाइल नोम्बोर सांव मित् खाता लागित् ञुतुम ओल हुय आमा।",sat
"नोवा को सारती सिकार काते, आम आले आमाक् चिनहा़व लाय सोदोर (आधार बिबरोन को सांव) आर आमाक् खाता रे ञुतुम ओल एटाक् जोत रासिया कोवाक् बेबोहार होचो लागित् होक एम लागित् पुसटाव लेकाते सिकारा।",sat
आम आमाक् निजेराक् लाय सोदोर आर ञुतुम ओल होचो आर नोवा लाय सोदोर जापती दोहोय रे डिगाव हुय तायोम हुयुगाक् जोतो कामी नियोम को रेयाक् दानाङ तेयार दोहो लागित पुरा लेका ते जिनमादार मेनामा। आमाक् ञुतुम ओल होचो आर बाङ मोबाइल नोम्बोर उकू लेक दोहोया,sat
आम नोवा काथा एमेत् आ:,sat
आम आमाक् खाता रेयाक् माध्यम ते आमाक् रेकोर्ड तेयार लागित् सोम्बोंध होड़ कोठेन खोन सिकार ञाम आकात् आ।,sat
आमाक् खाता आर बाङ मोबाइल नोम्बोर रे उनी होड़ाक् रुप हाताव रेयाक् मोने ते जाहांय एटाक् होड़ा ञुतुम सामिल बाङ हुयुक् आ।,sat
आम जाहांय एटाक् बेभारिजाक् खाता उनियाक् छाड एम बेगोर आलोम बेभारा।,sat
"आम आमाक् खाता रेयाक् जाहां गे बेहोक एम बेबोहार आर बाङ एटाक् खाता सांव सोम्बोंध जापती बाङ बाताव रेयाक् बाडाय ञामा, एनखान आम आले लोगोन ते ओल काते इतलाय आलेया। जुदी आले जाहान लालिस ले ञामा जे आमाक् खाता जाहांय एटाक् होड़ाक् होक रेयाक् सांड़गोमा, आर बाङ आलेयाक् निती को रेयाक् सांड़गोमा एनखान आले आमाक् खाता बाडरा आर बाङ ब्लॉक दाड़ेयाक् आ।",sat
"आम साइट रे सामिलात् को ञुतुम ओल होचो लागित् आडी लेकान इंटारनेट प्रोटोकॉल ठिकाना को आर बाङ मोबाइल नोम्बोर, आर बाङ जाहान एटाक् माध्यम ते आमाक् चिनहा उकू रेयाक् आलोम कुरुमुटुया।",sat
V. आतुर छाड को,sat
आम एकेन दोलिल तेयार रे बोरनोन माध्यम कोते साइट हाबिच् सेटेर (आर बाङ आतुर होचो रेयाक् कुरुमुटू) होचोया आर नोवा बोनोोत रेयाक् नियोम को सारती को रेयाक् पालोनाम।,sat
"आम जोतो केन्द्रीय आर पोनोत आइन को, नियोम आर बेनाव नियोम को रेयाक् पालोना ओका आमाक् आर साइट रेयाक् आमाक् बेबोहार रे बाहालोक् आ आर जाहांय गे तेसार दोल कोवाक् होक को पोरभावा।",sat
VI. आतुर कोहड़ाव को,sat
आम निजे आर बाङ जाहांय एटाक् होड़ाक् माध्यम ते आलोम कोरावा:,sat
जाहांय एटाक् होड़ को साइट रेयाक् बेबोहार होचो ते कोहड़ाव आर बाङ बाधा होचो,sat
जाहांगे बेआइन उदेस ला़गित् साइट रेयाक् बेबोहार मे,sat
"लाइ सोदोर मे आर बाङ उदुग मे जे आम दाराय ते का़मियाकान जाहां गे रोड़ को आलेयाक् माड़ाङ ते ओल सिकार एम बेगोर, आले दाराय ते बाताव एम होचोया",sat
"जाहांय गे होड़ आर बाङ सांस्था रेयाक् रुप एम मे, ओना बाङ मा सारी हुयुक् आर बाङ कालपानिक",sat
एसपेमिंग आर बाङ बान रे सामिल हुयुक्,sat
साइट बेभार को बाबोत रे लाइ सोदोर ञाम मे आर बाह तुमान जारवाय मे,sat
मितखोन बाड़ती मबाइल नोमबोर रेयाक् बेबोहार काते आमाक् आर बाङ एटाक् होड़ ला़गित् मित खोन बाड़ती खाता खुलाव मे,sat
"जाहां गे सोफ्टवेयार आर बाङ एटाक् जिनिस जोमाय मे ओका रे जाहांगे बायरास, बार्म, ट्रोजान हार्स, दोस, डेटबोम, टाइम बोम आर बाङ बिनास होचो प्रकृती रेयाक् एटाक् जिनिस हुयुक्।",sat
"आम दाराय ते जोमा होचोवाक् जाहां गे पोस्टिंग रेयाक् मुल को उकु ला़गित्, फोरजिंग हेडार सांव, चिन्हाव होचो को रे हेरा फेरी मे",sat
साइट रेयाक् होम पेज हातावाकान यु. आर. एल. छाडा साइट रेयाक् जाहां गे हिंस सांव लिंक मे,sat
साइट रेयाक् जाहां गे भाग “फ्रेम” आर बाङ “मेरार”,sat
"साइ रेयाक् जाहां गे भाग को बोदोल, लेख तेयार, खुंट-लाइसेंस, तोरजोमा, आखरिञ, रिबार्स इंजिनियार, डिकोमपाइल आर बाङ डिसेमबाल, आर बाङ जाहां गे सोत कोड आर बाङ भितिर रे मेनाक् बिचार आर बाङ जिनिस रेयाक् जाहां गे भाग एलगोरिदाम ञाम होचोय रेयाक् कुरुमुटुय मे।",sat
"साइट रे मेनाक् जाहां गे कोपिराइट, ट्रेडमार्क आर बाङ एटाक् मालिकोक होक इतलाइ को ओचोक् मे",sat
"जाहां गे कांप्यूटर प्रोग्राम, बॉट, रोबोट, स्पाइडार, ऑफलाइन रीडार, साइट सर्च/दोहड़ा जाम एपलिकेसान आर बाङ एटाक् तितेयाक् आर बाङ आज ते चालाव डिवाइस, टूल, आर बाङ का़मी को दोहड़ा ञा् होचो, इंडेक्स को, डेटा माइन, आर बाङ जाहां लेका ते जापती बेनाव, नेविगेसनाल को दोहड़ा तेयार आर बाङ बाधा होचो ला़गित् बाभार मे जिनिस आर बाङ साइट रेयाक् बेनाव, आर बाङ उदुक् सोदोर, साइट रे उदुक् जाहां गे केपचा रेयाक् सोमबोंध रे।",sat
"आमाक् कामप्युटार खोन जाहां गे एटाक् कामप्युटार रे लाय सोदोर कुल सांव, ओका रे ओनकान सोफ्टवेयार आर बाङ सेस्टेम चोगोड़ा, पानते आर बाङ बुक होचो ला़गित् जाहां गे आज ते चालाव सोफ्टवेयार आर बाङ कामप्युटार सेस्टेम बेभार मे",sat
जाहां कामी गे हाताव मे ओका आलेयाक् बुनियाद बेनाव रे बाङ लेक आर बाङ बेगोर आनुपात लेका ते माराङ भारिया (आलेयाक् हुदिस होक रे) लागवा आर बाङ लागाव दाड़ेयाक् आ।,sat
"साइट रेयाक् बेबोहार मे आर बाङ साइट से जिनिस रेयाक् बेनाव का़मी को दोहड़ा उदुग मे, सुधार मे, उदुक् सोदोर मे होड़ को ताला रे सात मे, हा़टिञ मे आर बाङ बेनाव मे",sat
"जाहां गे ताकनिकी उपाय को आकोट ला़गित् जोह तेयार आकान जाहां गे डिबाइस का़ी होरा आर बाङ सेवा रेयाक् कुरुमुटुय मे, आर बाङ खोंजा लेकाते जिनिस, जाहां लेका ते, बेगोर जाहां सिमा़ तेयाक्, साइट आर /आर बाङ जिनिस हाबिच सेटेर आर बाङ होक को प्रोभाव लेका ते कोबोजा। तितेयाक् डिकोड, डिक्रिप्ट, सुधार आर बाङ रिभारस इंजिनियार सार्टीफिकेट आर बाङ भितिर रे मेनाक् एलगोरिदाम आर बाङ आच् ते चालाव डिबाइस आऱ बाङ का़मी को, जाहां गे उदेस ला़गित",sat
"आम साइट रेयाक् मध्याम ते सामिलात को ञुतुम ओल होचो ला़गित् पानते होचो ला़गित् बाट ताकनिक रेयाक् आलोम बेभारा; हिदिज खोन बांचाक् ला़गित् नोवा आम साइट रे आज ते चालाव इसक्रिप्ट आधार आर बाङ आचते चालाव सोफ्टवेयार रेयाक् बेबोहार होचो ते बिसेस लेका ते कोहड़ाव आ, आर ताकनिकी कोबोज आर बाङ नाप को बाधा होचो खोन दाराम ओका रेयाक् बेबोहार भागारी को बाहाल होचो रे का़मीया। मित् मोबाइल नोम्बोर सांव जोड़ाव सामिलात कोवा ञुतुम ओल होचो नियोम रेयाक् सिमा आर बाङ बाङ हाटिञ बेनाव दोहोय ला़गित्",sat
VII. बुद हुदिस सोमपोति होक को,sat
आले साइट आर बिसोय रे बुद हुदिस सोमपोती होक को रिन मालिक कानाले। आले जाहां गे ओकतो रे साइट रेयाक् बिसोय आर गुन को बोदोल दाड़ेयाक् आ।,sat
"साइट रे उदुगाक् ञुतुम ओल आर बाङ ञुतुम ओलाक् ट्रेडमार्क, लोगो आर सेवा चिनहा़ आले आर बाङ आलेरिन लाइसेंस हाताव कोवाक् मालिकोक् भितिर मेनाक् आ। आम आलेयाक् लाहा ते ओल सिकार एम बेगोर जाहां लेका तेगे आलेयाक् ट्रेडमार्क, लोगो आर सेवा चिनहा़ रेयाक् बेबोहार बाम दाड़ेयाक् आ।",sat
"नोवा वेबसाइट रे उदुक् बिसोय को पोला ते दोहड़ा उदुक् सोदोर दाड़ेयाक् आ। एनरेहों, साइट रेयाक् जाहां गे भाग आर जाहां गे बिसोय रेयाक् नोकोल, दोहड़ा छापा सोदोर, दोहड़ा तेयार ओडोक्, आपलोड, पोस्ट, सांगे होड़ ताला रे उदुक् सोदोर, एनकोडेड, तोरजोमावाक्, कुल आर बाङ जाहां एटाक् काम्पयुटार, सार्वर, वेब साइट आर बाङ एटाक् माध्यम रे छापा सोदोर लागित् जाहां लेका तेहों बाङ हाटिञ दाड़ेयाक् आ। ओपोमानाक् लेकाते आर बाङ हिदिच् पोरिस्थिति रे।",sat
"आम साइट रे ञामोक् लाय सोदोर रेयाक् बेबोहार दाड़ेयाक् आ, बाध मा आम (1) नोंकान लाय सोदोर रेयाक् बेबोहार एकेन आम निजेराक्, बेगोर बेबसावाक् इतलाय एम उदेस लागित् हुय होचोया आर नोंकान लाय सोदोर को जाहां नेटवार्क काम्पयुटार रे आलोम कॉपी आर बाङ पेस्ट आ आर बाङ नोवा जाहां गे मिडिया रे आलोम उछाना, (2) नोंका जाहां गे लाय सोदोर आर ओनकान दोलिल को आर बिसोय सांव सोम्बोंध जाहां गे बाड़तियाक् प्रतिनिधी एम आर बाङ मेयादी रे जाहान सुधार बाङ लाकती काना।",sat
"जाहां रेगे बिसोय छापा सोदोर आर बाङ एटाक् को बाहाल होचोवाकोवा, सोत को मुल लेकाते सिकार एम होचो लाकती। एन रेहों नोवा बिसोय को दोहड़ा उदुक् होचो रेयाक् सिकार एम जाहां गे नोकान जिनिस हाबिज बाङ पासनाक् आ ओकाते जाहांय तेसार दोल कोवाक् कोपिराइस लेका ते चिनहांव आ।",sat
VIII. आ़डी लेकान - पारसी इनटार फेस रेयाक् सिमा को,sat
"पोसान ट्रेकार पोर्टाल आर एप चाबोट रे तोरजोमा तेसार दोल कोवाक् तोरजोमा को दाराय ते हुय होचोया। तिन रे तोरजोमा बेस उतार कुरुमुटु रेयाक् आधार रे हुय होचोया, तिनाक् भाग दो भुल हुय दाड़ेयाक् आ। वेसाइट रे तिनाक् गान फाइल को आर एटाक् जिनिस को रेयाक् तोरजोमा बाङ हुय होचो दाड़ेयाक् आ। नोवा छाडा, तोरजोमा रे तिनाक् गान एपलिकेसोन आर/आर बाङ सेवा को पा़रसी रेयाक् बाधा को कारोन आंस लेकाते बाङ का़मी दाड़ेयाक् आ। आले नोवा पोर्टाल रे ञाम होचो आकान तोरजोमा को रे जाहां गे भुल, चुक आर बाङ बाङ पुस्टाव को सुही ला़गित् लेताड़ का़मीयेक् आ।",sat
IX. लिंक,sat
"लाइट रे एटाक् वेबसाइट को रेयाक् लिंक हुय दाड़ेया ओका आलेयाक् मालिकोक्, जोगाव दोहो आर बाङ चालाव बाङ दाड़ेयाक् आ। काथा नोवा काना जे नोवा वेबसाइट को जोड़ाव आकाना, नोवा वेबसाइट को रेयाक् जाहां गे गोड़ो रेयाक् बाय उदुगा, चेदाक् जे नोवा वेबसाइट कोरे आलेयाक् जाहान कोबोज बा़नुक् आ। आले नोवा वेबसाइट को रेयाक् जाहां गे बिसोय आर बाङ उकु काथा आरी को सेलेद नोवा वेबसाइट को ला़गित् जिनमेदार बा़नुआ आ। आले आम नोवा वेबसाइट को रेयाक् बेबोहार रेयाक् सारटी सांव उपरुम होचो ला़गित् केटेज ते उसकाव एमा। नोवा को वेबसाइट रेयाक् आमाक् बेबोहार आमाक् निजे कोटोक् आर बाड़िजोक् रे मेनाक् आ। नोवा निसटा होचो ला़गित् ला़कतियाक् हुसियार को बाताव ला़गित् पुरा़ रेकाते आम ताबे मेनामा जे आम दाराय ते बाछाव कान लिंक आर बाङ आम दाराय ते आ़तुर आंड़गो हुय होचोवाक् जाहां गे सोफटवेयाक बायरास, वार्मस ट्रोजान हार्, दोस, डेटबोम, टाइम बोम आर एटाक् आर बाङ एटाक् काम्पयुटार प्रोग्रामिंग रुटिंग खोन साधिन गेया। ओका दो प्रकृति नोसटोया।",sat
X. भारोत रेयाक् बाहरे खोन आ़तुर,sat
"साइट भारोत रे ताहेंन कान होड़ को ला़गित् उदुक् आकाना। आले नोवा काथा रेयाक् बाले पारतिनिधीया जे साइट रे आर बाङ ओना रेयाक् माध्याम ते ञामोक् बिसोय ला़कतिया आर बाङ एटाक् जायगा को रे ञामोक् आ। आले जाहां गे ओकतो जाहांय होड़ गे आर बाङ ओतोनोक् जायगा रे साइट आर बाङ साइट रे बोरनोन जाहां सेवा आर बाङ तेयार ओडोक रेयाक् ञामोक् तेत् सिमा दाड़ेयाक् आ। जुदी आम भारोत रेयाक् बाहरे खोन साइट रेयाक् बेबोहार होचो बाछावाम, एनखान आम आमाक् कोटोक् ते नोंका का़मीया।",sat
XI. नोवा को सारती रेयाक् साड़ंगोम,sat
"आले साइट रेयाक् बे होक बेबोहार सांव नोवा सारती रेयाक् जाहां गे साड़गोम रेयाक् ञेल दाड़ेयाक् आ। आले जाहां गे ञेल आर बाङ आम चेतान मोकोरदोमा चालाव रे गोड़ो ला़गित् आमाक् एपेम सांव सोमबोंध लाइ सोदोर सांव आइन बोदोल दाड़ेयाक् आ। आले कानुन लेका ते का़मी दाड़ेया ओका आले बेस ले बुझावा। जुदी आले नोवा गोटाया जे आम नोवा सारती आर बाङ कानुन रेयाक् साड़गोम आकाद आ, आर बाङ जाहां एटाक् कारोन ते आर बाङ बेगोर जाहान कारोन ते, आले आमाक् खाता बोलोक दाड़ेया आर आम बेगोर जाहांन इतलाइ ते जाहां गे ओकतो साइट हाबिच् सेटेरोक् खोन आकोटमेया।",sat
XII. दोहड़ा-हाटिञ,sat
"होक एम सेमलेत् जाहां गे डाता को दोहड़ा ते बाय हा़टिञ आ, ओकाते उनी ए.पी.आइ/ नो-कोड वेबपेज मित होचो रेयाक् माध्याम ते आ़तुर होचो रे लेक हुयुक् आ आर नोवा गोटाया जे नोंकान जोतो डाटा रेयाक् मेसामित् ला़कती लेका ते पोसान ट्रेकार दाराय ते एम होचोवाक् बिसेस सेवा को हाबिच सिमित हुयुक् आ। जाहां गे पोरिसथिती रे, जाहां सेमलेत सोरकाराक् पोसान आभियान रेयाक् हा़टिञ लेकाते तुमाल आकान डाटा रेयाक् बेबोहार नोवा उदुगाक् उदेस को छाडा जाहां गे उदेस ला़गित् बाय का़मिया, आर जे लेका सोरकार दाराय ते सिकार ए दाड़ेयाक् आ।",sat
"XIII. आइन कानुन, तेसार दोल कोवाक् होक, आर सेवा रेयाक् एटाक् सारती को रेयाक् आनुपालोन",sat
"होक एम सेमलेत् भारोत सोरकार दाराय ते थापोन जोतो बाहाल कानुन को, बेनाव नियोम, निती को आर तेसार दोल कोवाग होक (ओका रे आर बेगोर जाना सिमा रेयाक् डाटा आर बाङ सोफ्टवेयार, उकु काथा आर नोडेनाक् कानुन को आगु आर बाङ बाहरे कुल सांव सोमबोंध जाहां गे कानुन को) रेयाक् पालोन। नोवा को सेमलेत पोसान ट्रेकार सांव नोवा सारती को सेलेत बेहोक का़मि तेत् को आर तेसार दोल कोवाक् हाक को रे साड़ गोम को उसकाव होचो आर बाङ बाड़हाव एम ला़गित् ए.पी.आइ./ नो-कोड वेबपेज मित् होचो रेयाक् बायबेबोहारा।",sat
XIV. तेसार दोल सेस्टेम को दाराय ते एमा कान डाटा रेयाक् निफुट तेत्,sat
पोसान ट्रेकार खोन डाटा तुमाल जारवा होचो आर बेभार कोवाक् उदुक् सोदोर होचो वाक् ए. एस. पी. ओनकान डाटा रेयाक् निपुट ला़गित पुरा लेका ते दाय हुयुक् आ आर नोवा लेका एमाकान जाहां गे डाटा खोन जानाम होचोवाक् जाहांय गे एमोगिच् पुरा़ लेका ते नोंका तेसार द्ल सांव हुयुक् आ। जाहां गे भुल डाटा खोन जानाम हुयुगाक् सिबिल आर बाङ आपराधिकएमोगाक् पुरा लेका ते सोमबोंध ए.एस.पी. ठेन हुयुक् आ।,sat
XV. खुती पुरुन आर दाय रेयाक् सिमा,sat
"आम जाहां गे आर जोतो दाबी को, खुती को, दाय को, हान को, एम हाला को गोनोङ को आर बाङ रिन के, आर खोरोच को सेलेद, मेनखान सिम भितिर दो बाङ, खोन आर नोवा बिरुद हान बाङ ताहेंना पोसान ट्रेकार आर ओना रेयाक् गोड़ो को उनकुवाक् होक को निदेसाक को, कामिया को आर एजेंट को रेयाक् रोफा, खुतिपुरुन आर हाताव होचो लागित् सिकारा। नोवा खोन जानम हुयुक् आ सिमा हाबिच् जाहां गे दोस लागाव आर बाङ तेसार दोल कोवाक् कानुन का़मी होरा तेत् सांव सोमबोंध उकिल कोवाक् फिस:",sat
साइट आर सेवा रेयाक् आमाक् बेबोहार आर आ़तुर;,sat
नोवा बोनोत रेयाक् जाहां गे सारती रे आमाक् साड़गोम;,sat
