data,language
Beneficiaries status change notification in the bell icon-,doi
Migrated from one category to another,doi
Beneficiary record becoming inactive,doi
AWC Infra removed from Application and added to Master List of the Poshan Tracker Dashboard,doi
Current Month and Monthly Reports available for download in CSV and/or PDF Format,doi
59pm) as well as Day minus 3 (to let offline data sync).,doi
Beneficiaries,doi
मैजरिंग इफिशन्सी,doi
AWC Daily Monitoring,doi
AWC Operational Status,doi
"Home Visit, and",doi
Supplementary Nutrition (THR),doi
"Monthly Reports of Supplementary Nutrition provided for Pregnant Women, Lactating Mothers, and Children of 6months to 3 years and 3 to 6 years available with Hyperlinks accessible till AWC level",doi
Anaemia Report available for Pregnant Women and Lactating Mothers on a Monthly basis,doi
Adolescent Girls Report accessible for Aspirational Districts with Hyperlinks accessible till AWC level,doi
"AWC details on Workers, Helpers and their Incentives, Infrastructure, Events, Home Visits and Measuring Efficiency available on a Monthly basis",doi
"Supplementary Nutrition Projection available for Pregnant Women, Lactating Mothers, and Children of 6months to 3 years and 3 to 6 years as well as SAM Children (6 months to 5 years)",doi
"Detailed Growth Monitoring Report available for all health indicators with Hyperlinks accessible till AWC level- Stunting, Wasting and Underweight (for 0-5 Years Category Children) and, Stunting and Underweight (5-6 Years Category Children)",doi
Children Count available till-,doi
 Low Birth Weight of Children between 0-6 months,doi
 Measuring Efficiency for Children between 0-6 years and Health Status of Children between 0-5 years,doi
Beneficiary details available about their Issue Redressal and Activity (till AWC level) as well as Total Registered Active Beneficiary Count (State level),doi
Status of AWCs registered with Poshan Tracker Application and their reporting status available at State level,doi
पोषण कैलकुलेटर डिज़ाइन कित्ता गेदा की ओ माप करि सकदा बच्चे दी ग्रोथ जेडी वर्ल्ड हेल्थ आर्गेनाइजेशन दी दित्ती गेदिअण (डब्लू एच ओ).,doi
How to use Poshan Calculator?,doi
जेंडर दी सिलेक्शन,doi
एंटर डेट ऑफ़ बर्थ,doi
एंटर हाइट सेंटीमीटर च,doi
एंटर वेट किलोग्राम च,doi
क्लिक करो शो रिजल्ट्स की,doi
लिंग ,doi
बॉय,doi
गर्ल,doi
जनम दी तरीक ,doi
कद्द (सेमी) ,doi
*लंबाई 38 थमां 150 दे दरम्यान होनी चाहिदी,doi
सेमी,doi
भार (किलोग्राम) ,doi
*भार 0.90 थमां 58 दे दरम्यान होना चाहिदा,doi
केजी,doi
शो रिजल्ट्स,doi
आभा (हेल्थ आई डी) ते औदे फाईदे,doi
आभा (पल्ले जानी जांदी ही हेल्थ आई डी) परिवर्णी ऐ आयुष्मान भारत हेल्थ अकाउंट दा।,doi
आभा दा इस्तिमाल (हेल्थ आई डी) पेल्ला क़दाम ऐ बनाना सुरक्षित ते कुशल डिजिटल हेल्थ रिकार्ड्स दा अपनी ते अपनी फॅमिली असत।,doi
"ऐ इनेबल करदा तुसेंगी गाल करने लेइ ते पार्टिसिपेट करने लेइ हैल्थकारे प्रोवाइडर्स कन्ने, ते तुसेंगी अल्लॉव करदा रिसीव करने सटे तोडी डिजिटल लैब रिपोर्ट्स, प्रेस्क्रिप्शन्स ते डायग्नोसिस असते एक वेरिफ़िएड हैल्थकारे प्रोफेशनल्स कोल्लो ते हेल्थ सर्विस प्रोवाइडर्स कोल्लो।",doi
होर जानो,doi
फ्रेक्वेंटली अस्केद क़ुएस्तिओन्स,doi
आल,doi
बेनेफिशरी दा रजिस्ट्रेशन,doi
टेक होम राशन की,doi
हॉट ते कुक्ड मील,doi
पोशन अभियान केह् ऐ?,doi
"पोशन अभियान भारत दा चेचा प्रोग्राम ऐ जेहड़ा बच्चें, किशोरें, गर्भवतियें लेई पोशन सरबंधी नतीजें च सुधार करदा ऐ।",doi
पोशन ट्रैकर लांच करने दा उद्देश केह् ऐ?,doi
"पोशन ट्रैकर ऐप्लिकेशन दा उद्देश आंगनवाड़ी केंदरें (AWC), आंगनवाड़ी वर्करें दियां सेवा प्रदान करना (AWWs) दी गतिविधियें दा 360 डिग्री द्रिश्श पेश करना ऐ ते लाभार्थी गर्भवती महिलाएं, स्तनपान करोआने आहली महिलाएं ते बच्चें दा प्रबंधन करना ऐ। तजबीज कीता गेआ सिस्टम सभनें आंगनवाड़ी सेंटरें, आंगनवाड़ी वर्करें दियां सेवा प्रदान करने ते नरधारत कीते गे संकेतकें पर लाभार्थियें दी असल-समें च निगरानी करना समर्थ करग।",doi
पोशन ट्रैकर ऐप कि'यां डाउनलोड कीता जाई सकदा ऐ?,doi
पोशन ट्रैकर ऐप गूगल प्लेस्टोर ,doi
https://play.google.com/store/apps/details?id=com.poshantracker,doi
 पर दस्तयाब ऐ।,doi
क्या पोशन ऐप ट्रैकर ऐप्पल आई स्टोर पर दस्तयाब ऐ?,doi
"नेईं, पोशन ऐप ट्रैकर सिर्फ ऐंड्राइड संस्करन लेई दस्तयाब ऐ।",doi
मोबाइल च पोशन ऐप ट्रैकर इंस्टाल करने लेई घट्टो-घट्ट लोड़ केह् ऐ?,doi
पोशन ट्रैकर ऐप सिर्फ ऐंड्राइड फोन च ऐंड्राइड संस्करन 6.0 ते उन्नत संस्करन पर इंस्टाल कीता जाई सकदा ऐ।,doi
सभनें म्हेशा पुच्छे जाने आह्ले सोआल दिक्खो,doi
के बेनेफिशरी रजिस्टर डायरेक्टली एप्लीकेशन कन्ने करि सकदा।,doi
कर्रेंटली बेनेफिशरी रजिस्टर कर्री सकदा हेल्प कन्ने ऐ डब्लू डब्लू दे,doi
बेनेफिशरी कौन ऐ?,doi
बेनेफिशरीज असते 6 काटेगोरिएस ऍन,doi
प्रेग्नेंट वीमेन,doi
लैटटिंग मदर,doi
चिल्ड्रन 0 to 6 मोनथस दे,doi
चिल्ड्रन 6 मोनथस कोल 3 इयर्स तक्क,doi
चिल्ड्रन 3 इयर्स तो 6 इयर्स तक्क,doi
एडोलसेंट गर्ल्स,doi
के एक बेनेफिशरी चेंज कर्री सकदा हिज /हेर ऐ डब्लू सी?,doi
ए डब्लू डब्लू इस्तेमाल करई सगदे ‘माइग्रेट बेनेफिशरी’ ऑप्शन की तककि एक बेनेफिशरी की माइग्रेट कर्री जाइ सक्के एक ए डब्लू सी को दुए ए डब्लू सी च आधार नंबर दे बेसिस ऊपर।,doi
एलिजिबिलिटी के ऐ बेनेफिशरी दी?,doi
बेनेफिशरी एलिजिबल ऐ टी एच आर असते कट्टो काट 21 डेज असते एक मंथ च।,doi
कौन ऐ एलिजिबल होम राशन लेने असते?,doi
"प्रेग्नेंट वीमेन, लैटटिंग मोठेर्स, चिल्ड्रन 6 मंथ्स कोल्लो 3 इयर्स टक्क ते एडोलसेंट गर्ल्स।",doi
मई कुत्थे इन्क़ुइर कर्रा होम राशन लेने असते?,doi
प्लीज कांटेक्ट करो अपने आंगनवाड़ी वर्कर की।,doi
कौन ऐ एलिजिबल एडिशनल सप्लीमेंट्री फ़ूड असते।,doi
चिल्ड्रन जेडडे की आईडेंटटीफै ऍन डेफिसिट ऍन नुट्रिशन च ओ एलिजिबल ऍन एडिशनल फ़ूड सप्लीमेंट्स असते.,doi
बेनेफिशरी एलिजिबल ऐ ऍन सी एम् च जेड़ा की कट्टो काट 21 डेज मंथ च.,doi
हॉट कुक्ड मील असते कौन एलिजिबल ऐ?,doi
चिल्ड्रन जेडडे की ऐज ग्रुप दे ओन 3 इयर्स कोल्लो 6 इयर्स तक्क,doi
मई कियाँ इन्क़ुइर कर्री सगना हॉट कुक्ड मील असते?,doi
प्लीज कांटेक्ट करो अपने रेस्पेक्टिवे आंगनवाड़ी सेंटर की.,doi
कौन ऐ एलिजिबल एडिशनल सप्लीमेंट्री फ़ूड असते?,doi
अस हून विडियो कांफ्रैंस दे राहें बी दस्तयाब आं,doi
स्टेट वीडियो कांफ्रेंस,doi
सोमवार थमां शुक्करवार ,doi
4:15 PM to 5:15 PM,doi
ज्वाइन नाउ,doi
आंगनबाड़ी कार्जकर्ता सखलाई,doi
3:00 PM to 4:00 PM,doi
सपोर्ट,doi
 14408,doi
 support-poshantrackr@gov.in,doi
डाउनलोड मोबाइल ऍप,doi
Powered By,doi
टर्म्स ऑफ़ सर्विस,doi
प्राइवेसी पालिसी,doi
कैरियर्स,doi
Copyright@2023  Poshan Tracker. All rights reserved,doi
 You need to enable JavaScript to run this app.,doi
पोषण ट्रैकर दे बारे च,doi
About,doi
पोषण ट्रैकर ऍप,doi
"‘पोषण ट्रैकर’ एक मोबाइल बेस्ड एप्लीकेशन ऐ जेडी की रोल आउट ओइदि मिनिस्ट्री ऑफ़ वीमेन ते चाइल्ड डेवलपमेंट कोल्लो, गवर्नमेंट ऑफ़ इंडिया तरफा 1st मार्च 2021 की थ्रू नेशनल इ -गवर्नेंस डिवीज़न (NeGD), मई गॉव जेड़ा की एक इम्पोर्टेन्ट गवर्नेंस टूल ऐ। टेक्नोलॉजी पोषण ट्रकर के अंदर ऐ ओ लिवरेज ऐ fडायनामिक आइडेंटिफिकेशन असते स्टंटिंग, वेस्टिंग, अंडर -वेट दी चिल्ड्रन च ते लास्ट मिले ट्रैकिंग नुट्रिशन सर्विस डिलीवरी दी.",doi
पोषण ट्रैकर एक जॉब - एद ऐ आंगनवाड़ी वर्कर असते ताके ओ एफ्फिसिएंट डिलीवरी देइ सक्के सर्विसेज दी ते ओनदा एफ्फोर्ट्स लब्बे। ऐ एक क्रिटिकल ते बेनेफिशरी -सेंट्रिक सर्विस डिलीवरी एप्लीकेशन ऐ अंडर पोषण अभियान च जेड़ा की प्रमोट करदा रियल टाइम डाटा एनालिटिक्स कन्ने.,doi
Services availed by,doi
Beneficiaries at Anaganwadi Center,doi
Morning Snacks,doi
Nutrition and,doi
 Health checkup,doi
क्या ऐ,doi
पोषण ट्रैकर दे फीचर्स,doi
रियल टाइम रिकॉर्डिंग ते मॉनिटरिंग,doi
"पोषण ट्रैकर इनेबल करदा रियल -टाइम मॉनिटरिंग ते ट्रैकिंग सारिआं ऐ डब्बलू सी और बेनेफिशरीज डिफाइंड इंडीकेटर्स ते। इसी बिल्ट कित्ता गेदा सेंट्रलाइज्ड डाटा आर्किटेक्चर कन्ने जेड़ा की अलाइन करदा डिजिटल टेक्नोलॉजी सिस्टम्स दुए मिनिस्ट्रीस एंड प्रोग्राम्स च। मकसद ऐ आक्टिवित्य दा 360-डिग्री व्यू लेना जेड़ा के आंगनवाड़ी सेंटर दा (ए डब्लू सी), सर्विस आंगनवाड़ी वर्कर्स दी डिलीवरी सर्विस दा (ए डब्लू डब्लू) ते प्रेग्नेंट वीमेन दा कम्पलीट बेनेफिशरी मैनेजमेंट दा, लैटटिंग मोठेर्स ते चिल्ड्रन दा। पब्लिक डैशबोर्ड हेल्प करदा इम्पार्ट ट्रांसपेरेंसी सर्विसेज दी ते बेनेफिशरीज दी डिलीवरी.",doi
सर्विस देलीवेरेड,doi
"सर्विसेज दी ट्रैकिंग तक्की ख़तम कित्ता जाये बेनेफिशरी एक बटन दी लसिक कन्ने। सर्विसेज जिए की टेक होम राशन (टी एच आर) ते हॉट कुक्ड मील (एह की एम्), इन्फैन्ट्स दीआं वक्सीनशन ते प्रेग्नेंट वीमेन दी.",doi
ग्रोथ मेज़रमेंट,doi
"डिफरेंट ऐज ग्रुप्स दे चिल्ड्रन मॉनीटरेड ऍन मंथली बेसिस by ऐ डब्लू डब्लू द्वारा। हेल्थ इंडीकेटर्स जिए की स्टंटिंग, वेस्टिंग ते अंडरवेट उनदी तादाद मेज़ुर कित्ती जांदी डब्लू एच ओ स्टैंडर्ड्स अंगार। रेगुलर ग्रोथ मॉनिटर हेल्प करदी ऐ डब्लू डब्लू अले की ताकि चिल्ड्रन की रिलेवेंट ते टीमेली असिस्टेंस दित्ता जाए सक्के.",doi
होम विजिट अलर्टस,doi
"पोषण ट्रैकर गेनेराते करदा ऑटोमेटेड अलर्टस करदा क्रिटिकल लास्ट -मिले बेनेफिशरीज की। ऐ एब्बी इन्सुरे करदा एफ्फिसिएंट ऑडिट डिलीवरी सिस्टम की जेडा के डोक्युमेंटिंग रियल टाइम अटेंडेंस कन्ने ओनदा बेनेफिशरीज ते ड्यूटी बेअरर्स की। ऐ जेडा मैनेजमेंट इनफार्मेशन सिस्टम ऐ हेल्प करदा नुट्रिशन प्रोग्राम की स्केल करने असते एफ्फिसेंटली तरीके कन्ने, जेडा की जेनेरेट ते डोक्युमेंटिंग पॉजिटिव इम्पैक्ट असते.",doi
लर्निंग वीडियोस,doi
वीक नूबोर्न दी टेक केयर किआन करनी कंगारू मदर केयर दी मदद कन्ने,doi
प्रिवेंट करनी इलनेस की टालना मॉनुट्रिशन ते डेथ,doi
बच्चें बिच ते एडोलसेंट गर्ल्स च प्रिवेंट करना एनीमिया की,doi
बर्थ प्रेपरेडनेस - इंस्टीटूशनल ते होम डिलीवरी असते,doi
केयर करनी वीक नूबोर्न बेबी - किन्ने वीक बेबीज मिसिंग ऍन?,doi
फीडिंग इलनेस दे टाइम,doi
प्रेगनेंसी दी तय्यारीआं - नवा पैदा दी केयर ते फॅमिली प्लानिंग असते,doi
पक्का करना एक्सक्लूसिव स्तनपान,doi
असेसमेंट करनी बच्ची दी ग्रोथ,doi
वीमेन च एनीमिया प्रिवेंट करना,doi
कॉम्प्लिमेंटरी फीडिंग - डाइट डाइवर्सिटी,doi
आइडेंटिफिकेशन ते केयर करना वीक नूबोर्न बेबी,doi
ऑब्सेर्विंग ब्रेस्टफीडिंग नूबोर्न बेबीज च,doi
प्लानिंग ते ऑर्गेनाइस करना कम्युनिटी बेस्ड इवेंट्स आई डब्लू सी च,doi
मेकिंग या अपडेट करना होम विजिट प्लानर की ते इनीशीयेट करनी होम विजिट्स की,doi
इन्सुशएर करना की कॉम्प्लिमेंटरी फीडिंग इम्प्रोवेस औय्ये ओवर टाइम च,doi
कियान इन्सुशएर करना टीमेली इन्नीसिएशन कॉम्प्लिमेंटरी फीडिंग दा,doi
आइडेंटीफाय ते प्रिवेंट करना सीवियर एक्यूट मॉनुट्रिशन की,doi
आइडेंटिफिकेशन ते रेफरल सिक नूबोर्न दा,doi
सपोर्ट करना मदर्स की ब्रेस्टफीडिंग दे इश्यूज कन्ने,doi
ऐ मंथली मीटिंग क्यों ऐ?,doi
अवेयरनेस,doi
आल ,doi
जनरल ,doi
गर्भवती महिला ,doi
लैटटिंग मोठेर्स ,doi
चाइल्ड केयर ,doi
General,doi
Millets Recipe Book,doi
डाउनलोड पि डी फ,doi
General Awareness about Home Visit Scheduler,doi
जनरल अवेयरनेस ग्रोथ मॉनिटरिंग चिल्ड्रन दा,doi
जनरल अवेयरनेस चिल्ड्रन च प्रिवेंट करनी इलनेस,doi
जनरल अवेयरनेस प्रेगनेंसी असते,doi
जनरल अवेयरनेस दा मॉडल,doi
जनरल अवेयरनेस एनएमईआ दा,doi
जनरल अवेयरनेस सैम ते मैंम दा,doi
जनरल अवेयरनेस मदर केयर दा,doi
जनरल अवेयरनेस चाइल्ड डिलीवरी दा,doi
गर्भवती महिला,doi
अवेयरनेस प्रेगनेंसी च एनीमिया प्रिवेंट कजर्न लेइ,doi
लैटटिंग मोठेर्स,doi
अवेयरनेस लैटटिंग मदर च ते कम्प्लीमेंटरी फीडिंग चिल्ड्रन असते,doi
अवेयरनेस लैटटिंग मदर की,doi
Child Care,doi
"अवेयरनेस चिल्ड्रन स्टंटिंग असते, वेस्टिंग प्रिवेंट करनी मॉनुट्रिशन चिल्ड्रन च",doi
ग्रोथ मॉनिटर करने लेइ असेसमेंट चार्ट्स,doi
स्टंटेड असेसमेंट दे पैरामीटर्स,doi
वेस्टेड असेसमेंट दे पैरामीटर्स,doi
अंडरवेट असेसमेंट दे पैरामीटर्स,doi
मैन्यूअल,doi
पोशण ट्रैकर प्रोसेस फ्लो,doi
सर्कुलर्स /नोटिफिकेशन्स,doi
03 June,doi
क्लैरिफिकेशन स्मार्ट फ़ोन्स दी कॉस्ट दा,doi
24 May,doi
उप्लोअडिंग डाटा आंगनवाड़ी सर्विसेज स्कीम्स दा पोषण ट्रैकर च,doi
01 March,doi
डाटा प्लान मोबाइल एप्लीकेशन दा,doi
02 February,doi
स्पेसिफिकेशन्स स्मार्ट फ़ोन दे ते टेक्निकल कम्पेटिबिलिटी टेस्टिंग दा,doi
ट्रेनिंग आई सी ट प्लेटफार्म दे अंडर पोषण अभियान च,doi
नई पोषण ट्रैकर ऍप - सी एस स - एस पि वि नोडल पर्सन,doi
13 January,doi
नई पोषण ट्रैकर ऍप,doi
बर्थ,doi
बेसिलस कालमेटते गुएरीन (बी सी जी),doi
ओरल पोलियो वैक्सीन (ओ पि वि) -0 डोज़ ,doi
हेपेटाइटिस बी बिर्थ दोसे ओ पि वि -1 टी,doi
6 ,doi
वीक्स,doi
ओ पि वि -1,doi
पेंटावलेंट -1,doi
रोताविरुस वैक्सीन (आर वि वि)-1,doi
फ्रैक्शनल डोज़ इनएक्टिवेटेड पोलियो वैक्सीन दी (फ आई पि वि)-1,doi
न्यूमोकोकल कोंजूगेट वैक्सीन (पि सी वि) -1,doi
10 ,doi
ओ पि वि - 2,doi
पेंटावलेंट - 2,doi
आर वि वि - 2,doi
14 ,doi
ओ पि वि -3,doi
पेंटावलेंट -3,doi
ऐफ आई पी वि 2 टी,doi
आर वि वि -3,doi
पि सी वि -2,doi
9 - 12 ,doi
मोनथस,doi
मॉल्स कोन्टाइनिंग वैक्सीन (ऍम सी वि)/मॉल्स ते रूबेला (ऍम आर)-1,doi
जापानीज इन्सेफेलाइटिस (जे आई)-1**,doi
पि सी वि -बूस्टर,doi
16 - 24 ,doi
मॉल्स कोन्टाइनिंग वैक्सीन (ऍम सी वि)/ऍम आर -2,doi
जे आई -2**,doi
डिफ्थीरिया,doi
पर्टुसिस ते टिटनेस (डि पि टी)-बूस्टर -1,doi
ओ पि वि –बूस्टर,doi
5 - 6 ,doi
इयर्स,doi
डि पि टी -बूस्टर -2,doi
"टी डि 1, 2 ते टी डि बूस्टर ***",doi
India,doi
राज्य चुनो,doi
जि'ला चुनो,doi
Last Updated On : 20/04/2023,doi
General Information,doi
*State level aggregated data as received from States,doi
Owned Building,doi
AWC Infrastructure,doi
Functional Toilet,doi
Drinking Water Source,doi
Anganwadi Center Details,doi
Report for Mar 2023,doi
Eligible Beneficiaries,doi
As on 31st Mar 2023,doi
Aspirational Districts & North East Region,doi
Adolescent Girls,doi
Total,doi
Aadhaar Verified,doi
Take Home Ration (THR),doi
Given For Atleast 21 Days,doi
Key Services,doi
* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,doi
Mission Utkarsh ,doi
Dashboard,doi
अपने खाते च लॉगिन करो,doi
उपयोगकर्ता दा नांऽ ,doi
पासवर्ड ,doi
लॉगिन करो,doi
नई टिकट ओपन करो,doi
टिकट स्टेटस चेक करो,doi
नई टिकट बनाओ,doi
प्लीज फइलल करो खलका फॉर्म नई टिकट बनाने असते. आंगनवाड़ी वर्कर तोडे कोल अइयाग 48 कंटे च..,doi
बेनेफिशरी केटेगरी ,doi
बेनेफिशरी केटेगरी गी सेलेक्ट करो,doi
ञ्यानें (0-6 म्हीने),doi
ञ्यानें (6 म्हीने- 3 ब’रें),doi
ञ्यानें (3 - 6 ब’रें),doi
क्वेरी रिलेटेड टू ,doi
क्वेरी रिलेटेड टू गी सेलेक्ट करो,doi
ए डब्लू डब्लू/ ए डब्लू सी,doi
नगरान,doi
हेल्प टॉपिक ,doi
Select a Help Topic,doi
डिस्क्रिप्शन ,doi
इक बेरबा चुनों,doi
नाम ,doi
मोबाइल नंबर ,doi
ईमेल,doi
डिफीकल्टी आ करदी आए रेजिंग टिकट असते?,doi
Poshan Helpline,doi
support-poshantrackr@gov.in,doi
बाई डिस्ट्रिक्ट,doi
राज्य ,doi
जि’ला ,doi
प्रोजैक्ट ,doi
प्रोजेक्ट सेलेक्ट करो,doi
सेक्टर ,doi
सेक्टर चुनो,doi
आंगनबाड़ी सेंटर ,doi
आंगनबाड़ी सेंटर गी सेलेक्ट करो,doi
टिकट क्रीऐट करो,doi
रीसेट करो,doi
क्या बिना इंटरनेट ऐप तगर पुज्जेआ जाई सकदा ऐ?,doi
"नेईं, ऐप बिना वैध इंटरनेट कनेक्शन दे कम्म नेईं करदा ऐ।",doi
पोशन ट्रैकर ऐप दा लक्ष्य़ यूजरबेस कु'न ऐ?,doi
"पोशन ट्रैकर ऐप आंगनवाड़ी वर्करें, आंगनवाड़ी सेंटरें लेई ऐ, जेहड़े लाभार्थियें दा डेटा फार्म च दर्ज करदे न। एह् आम लोकें लेई नेईं बनाया गेदा ऐ।",doi
पोशन ट्रैकर ऐप च लागिन कि'यां करचै?,doi
"आंगनवाड़ी वर्करें थमां विनती ऐ जे लागनि स्क्रीन च अपना मोबाइल नंबर दर्ज करन। तुसेंगी रजिस्टर्ड मोबाइल नंबर पर इक ओटीपी भेजेआ जाहग, जिसी बाद च तुसें एमपिन दे रूप च सेट करना ऐ।",doi
एमपिन केह् ऐ?,doi
एमपिन इक 4 अंकें दा पासकोड ऐ जेहड़ा पोशन ट्रैकर ऐप पर रजिस्टर करदे बेल्लै इक आंगनवाड़ी वर्कर आसेआ सेट कीता जंदा ऐ।,doi
एमपिन कि'यां सेट करचै?,doi
"एमपिन गी सरबंधत आंगनवाड़ी वर्कर आसेआ अपने मोबाइल नंबर पर ओटीपी दा अनुरोध करियै सेट कीता जाई सकदा ऐ। जेकर मोबाइल नंबर पैहलें थमां गै डेटाबेस च मजूद ऐ, तां सरबंध आंगनवाड़ी वर्कर गी रजिस्टर्ड मोबाइल नंबर पर 4 अंकें दा ओटीपी हासल होग। ओटीपी दर्ज करने दे बाद, आंगनवाड़ी वर्कर अपने मताबक एमपिन सेट करी सकदा ऐ।",doi
एमपिन दी कदूं ते कि'यां बरतून करचै?,doi
"पोशन ट्रैकर ऐप च लागिन करदे बेल्लै, आंगनवाड़ी वर्कर गी ओहदे आसेआ सेट एमपिन दाखल करना होंदा ऐ। एह् एमपिन पोशन ट्रैकर ऐप चलाने ते लाभार्थियें दे फार्म च जानकारी दर्ज करने लेई इक पासकोड जे रूप दे कम्म करग।",doi
एमपिन कि'यां रीसेट करचै?,doi
एमपिन गी कुसै बी AWW/AWC बरतून आसेआ असानी कन्नै रीसेट कीता जाई सकदा ऐ। तुसेंगी एमपिन भुल्ली गेआ पर क्लिक करना होग ते अपना रजिस्टर्ड मोबाइल नंबर दर्ज करना होग। तुसेंगी अपने रजिस्टर्ड मोबाइल नंबर पर ओटीपी हासल होग ते असानी कन्नै अपना एमपिन रीसेट करी सकदे ओ।,doi
पोशन ट्रैकर ऐप किन्नी भाशाएं च दस्तयाब ऐ?,doi
पोशन ट्रैकर ऐप 22 भाशाएं च दस्तय़ाब ऐ।,doi
दस्तयाब बक्ख-बक्ख भाशां न:,doi
अंग्रेजी,doi
गुजराती,doi
पंजाबी,doi
मराठी,doi
बंगला,doi
कन्नड़,doi
तमिल,doi
तेलुगु,doi
मलयालम,doi
ओडिया,doi
असमिया,doi
Nepali,doi
Dogri,doi
Konkani,doi
Sindhi,doi
Bodo,doi
Maithili,doi
Manipuri,doi
Santhali,doi
Urdu,doi
Kashmiri,doi
फार्म भरदे बेल्लै AWW जां AWC कि'न्नी भाशाएं च डेटा दर्ज करी सकदा ऐ।,doi
AWW सिर्फ अंगरेजी भाशा च गै फार्म भरी सकदा ऐ।,doi
पोशन ट्रैकर ऐप च बक्ख-बक्ख कि'न्ने फार्म न,doi
लाभार्थियें लेई बक्ख-बक्ख किसम दे 7 फार्म न। एह् इस चाल्ली न:,doi
स्तनपान करोआने आहली मां,doi
बच्चा 0-6 म्हीना,doi
बच्चा 6 म्हीने थमां 3 ब'रे तगर,doi
बच्चा 3 ब'रे थमां 6 ब'रे तगर,doi
किशोर कुड़ियां (11 ब'रे -19 ब'रे),doi
AWC फार्म च केहड़ी जानकारी भरी जानी ऐ?,doi
"AWW गी इक आंगनवाड़ी सेंटर च मजूद बुनियादी ढांचे कन्नै सरबंधत ब्योरा दर्ज करना जरूरी ऐ। एहदे च ढांचा, बुनियादी स्हूलतां, स्हूलतां, साफ-सफाई, पीने दे पानी दी स्हूलत बगैरा शामल ऐ।",doi
जेकर AWWS अपने मोबाइल नंबर दे राहें रजिस्टर करने च नकाम न तां ओह् ऐप पर कि'यां साइन अप करी सकदे न?,doi
जेकर AWW खुद गी रजिस्टर करने च नकाम न तां मुमकन तौर पर एहदे 2 कारण होई सकदे न:,doi
राज्यें आसेआ MoWCD गी दस्तयाब करोआए गे डेटा च उंदे मोबाइल नंबर मजूद नेईं न।,doi
ओह् सिस्टम च नमें जोड़े गे न ते उंदा मोबाइल नंबर अजें बी राज्य सेल आसेआ MoWCD गी नेईं दस्तयाब करोआया गेआ ऐ।,doi
उप्पर दित्ते दे दोनें मामलें च राज्य़ दे नोडल अधिकारियें गी कुसै बी AWW गी जोड़ने/संपादत करने/सक्रिय करने/निश्क्रिय करने दा अधिकार ऐ।,doi
पोशन ट्रैकर डैशबोर्ड तगर कि'यां पुज्जेआ जाई सकदा ऐ?,doi
पोशन ट्रैकर डैशबोर्ड तगर डैशबोर्ड पर साइन-इन करियै पुज्जेआ जाई सकदा ऐ। डैशबोर्ड गी ,doi
https://poshantracker.in/admin,doi
