data,language
"हायुङारि, राइजो, जिल्ला, प्रजेक्ट आरो सेकटर थाखोआव सायख'जानाय नदेल थाखोनि बिबानगिरिफोरनोल' देशबर्डखौ बाहायनो थाखाय जुनिया थाखोनि फोथायलाइ होनाय जायो ।",brx
पशान ट्रैकार डेसबर्दआव माबोरै हाबनो हागोन?,brx
पशान ट्रैकार डेसबर्दआव साइ इं खालामनानै डेसबर्दआव हाबनो हागोन। डेसबर्दआव गाहायनि लिंकखौ थुनानै हाबनो हागोन ,brx
 https://poshantracker.in/admin ,brx
माबोरै सासे सुबुङा ए.दाब्लिउ.दाब्लिउ/ए.दाब्लिउ.सि. खौ सोस'ननो हायो?,brx
"ए.दाब्लिउ.दाब्लिउ/ए.दाब्लिउ.सि. फोरा खालि नुडल थाखोनि मावख'गिरिफोरजों सोस'नजागोन| जेराव सासे हादोरारि थाखोनि बाहायगिरिया रायजो, जिला, बिथांखि आरो खोन्दोआरि थाखोनि बाहायगिरि सोरजिनो हायो। रायजोआरि थाखोनि बाहायगिरिया रायजो, बिथांखि आरो खोन्दोयारि थाखोनि बाहायगिरि सोरजिनो हायो, जिलायारि थाखोनि बाहायगिरिफोरा बिथांखि आरो खोन्दोयारि थाखोनि बाहायगिरि सोरजिनो हायो आरो बिथांखियारि थाखोनि बाहायगिरिया खोन्दोयारि थाखोनि बाहायगिरि सोरजिनो हायो।",brx
पशान अभियानआ डेसबर्दआव मोनबेसे रोखोमनि लिरथुम सोरजिजागोन?,brx
गोबां रोखोमनि…,brx
सरासनस्रा लिरथुम: ,brx
एप बोनायनि अनजिमा,brx
गासै थिसन जानाय आंगनबादि मिरुफोरनि अनजिमा,brx
दान मोनगिरिफोरनि गासै अन्जिमा (हादोर/राइजो/जिल्ला/बेंखनथाइ बादियै),brx
गोरबोआव थानाय आइजोफोरनि गासै थिस'नजानाय अन्जिमा(हादोर/राइजो/जिल्ला/बेंखनथाइ बादियै),brx
आहार दौग्रा बिमाफोरनि गासै थिस'नजानाय अन्जिमा(हादोर/राइजो/जिल्ला/बेंखनथाइ बादियै),brx
गासै थिस'नजानाय गथ'फोरनि अन्जिमा (0-6 दान)(हादोर/राइजो/जिल्ला/बेंखनथाइ बादियै),brx
गासै थिस'नजानाय गथ'फोरनि अन्जिमा (6 दाननिफ्राय 3 बोसोरसिम)(हादोर/राइजो/जिल्ला/बेंखनथाइ बादियै),brx
गासै थिस'नजानाय गथ'फोरनि अन्जिमा (3 निफ्राय 6 बोसोरसिम)(हादोर/राइजो/जिल्ला/बेंखनथाइ बादियै),brx
बिमायारि आरो गथ’नि आदार:,brx
साबेसे दान मोनगिरिया 21 सानाव THR मोनखो,brx
साबेसे गथ'फोरा जोनोमनि 1 घन्टा उनाव आहार जाखो,brx
साबेसे आहार दौग्रा बिमाफोरा HCM होजाखो,brx
3-6 बैसोनि गथ'फोरनियाव गेजेर थाखोनि केलसियाम,brx
3-6 बैसोनि गथ'फोरनियाव गेजेर थाखोनि आइरन,brx
"दान मोनफायाव होनाय गासै बिजि(बेंखनथाइया, जिल्ला, राइजो, हादोरारि थाखो)",brx
दान मोनायाव बिजि होनायनि थि लिरथुमलाइ(BCG/OPV/हेपाताईतिस B/रताभाइरास/ पलिअ/न्यूमोकोकल/पेंटावेलेन्ट),brx
ए.दाब्लिउ.सि. गुदि गोनांथि:,brx
ए.दाब्लिउ.सि. नि अनजिमा (बेंखनथाइ/जिल्ला/राइजो/हादोरारि थाखो),brx
बलभातीक नि अन्जिमा (बेंखनथाइ/जिल्ला/राइजो/हादोरारि थाखो),brx
लिरथाइ सुग्रा गोनां ए.दाब्लिउ.सि. नि गासै अन्जिमा(बेंखनथाइ/ जिल्ला/ राइजो/ हादोरारि थाखो),brx
मोब्लिब गोनां ए.दाब्लिउ.सि. नि गासै अन्जिमा(बेंखनथाइ/ जिल्ला/ राइजो/ हादोरारि थाखो),brx
सोरखारजों सालायजानाय ए.दाब्लिउ.सि. फोरनि गासै अनजिमा,brx
गावजों सालायजानाय ए.दाब्लिउ.सि. फोरनि गासै अन्जिमा,brx
पशान ट्रैकार हान्जजों माबादि जगाजग खालामनो?,brx
पशान ट्रैकार हान्जाजों गाहायाव होनाय इ-मेइलनि गेजेरजों जगाजग खालामनो हागोन support-poshantrackr@gov.in. मदद आरो थुलुंगानि थाखाय जोंखौ सानफ्रोमबो 4:15pm-5:15pm सिम गुवारै सावरायनो थाखाय मोननो हागोन।,brx
पोषन केलकुलेटरआ मा,brx
पोषन केलकुलेटरआ मुलुगनां सावस्रि आफाद (डब्लिउएइचअ') नि जखा बादियै गथ'नि गुबुन गुबुन सावस्रि थासारिफोरखौ सिनायथिनायाव मदद खालामो.,brx
डब्लिउएइचअ'नि जखाफोरा :,brx
स्टान्टिं (बैसोनि थाखाय जौथाय)- ,brx
0 दाननिफ्राय 6 बोसोरसिम,brx
देरख'हाथारै,brx
एसेयै स्टान्टेड,brx
गेजेरनि,brx
खम लेरथाइ (बैसोनि थाखाय लेरथाइ)- ,brx
गोख्रोङै खम लेरथाइनि,brx
एसे खम लिरथाइ,brx
वेस्टिं (जौथायनि थाखाय लेरथाइ)- ,brx
0 दाननिफ्राय 5 बोसोरसिम,brx
गोख्रोङै वेस्टेड (एसएएम),brx
एसेयै वेस्टेड (एमएएम),brx
बांसिन लेरथाइ गोनां,brx
बाराद्राय मोदोम गेदेर,brx
गोजौनि जखाफोरखौ गोजौआव मख'नाय बैसोनि बेन्दों सिनफोरनि बादियै फोरमायनाय जादों,brx
मख'नाय टेबोलफोरनि बागै,brx
डब्लिउएइचअ' माल्टिसेन्टार ग्रौथ रेफारेन्स स्टाडि (एमजिआरएस) 1997 आरो 2003 नि गेजेराव मुलुगनाङै खुदियाफोर आरो उन्दै गथ'फोरनि देरनाय आरो जौगानायखौ साननो थाखाय गोदान देरनाय हांखोफोर सोमजि होनो खालामनाय जादोंमोन।.,brx
"एमजिआरएसआ गुवारै गुबुन गुबुन हारिआरी समाज मर्जादा आरो हारिमुआरी सेटिंगस ( ब्राजिल, घाना, भारत, नरवे, अमान आरो इउएसए) जों खमैबो 8500 गथ'फोरजों गुदि जौगानाय डाटा आरो सोमोन्दोगोनां रादाब ज' खालामो।.",brx
गोदान जौगानाय हांखोफोरजों मोनसे हारसिं हादरगेजेरारी जखा होनायनि आसा दं जाय जोनोमनिफ्राय लाना बा बोसोरसिम गासै गथ'फोरनि थाखाय देहायारी जौगानायखौ साबसिन फोरमायना बुंथियो आरो आहार जाहोबाय थानाय खुदियानि जौगानाय आरो जौगानायनि थाखाय नरमेटिभ मडेलनि महराव गायननायखौ खालामो।.,brx
नोंथांनि सावस्रिखौ माबोरै गोख्रों जाखांफिनहोनो?,brx
"जुदि नोंथाङा गोख्रोङै हासुनाय, खिनाय बायदि मुवा दिहुनगासिनो अब्ला माबोरै नोंथांनि सावस्रिखौ गोख्रों जाखांफिनहोनो (एसएएम)",brx
"जुदि नोंथाङा एसेयै हासुनाय, खिनाय बायदि मुवा दिहुनगासिनो अब्ला माबोरै नोंथांनि सावस्रिखौ गोख्रों जाखांफिनहोनो (एमएएम)",brx
जुदि नोंथाङा बांसिन लेरथाइनि अब्ला माबोरै नोंथांनि सावस्रिखौ गोख्रों जाखांफिनहोनो,brx
अननानै नोंथांनि जानबुं अनजिमा आरो टिकेट अनजिमाखौ हो।,brx
म'बाइल ,brx
टिकेट अनजिमा ,brx
टिकेट नाय,brx
"जुदि बेयो नोंथाङा जोंजों सोमोन्दो खालामनाया गिबिखेब एबा नोंथाङा टिकेट अनजिमा खोमादोंब्ला, अननानै ",brx
"बरायबाय! गाहायाव लिरनाय सिबिथायफोरनि बोसोनफोर (""बोसोनफोर"") दं जाय ",brx
https://poshantracker.in,brx
" आव होस्ट खालाम जानाय पोषन ट्रेकार प्लेटफर्म आरो लिंक खालाम जानाय गासै सोमोन्दोगोनां साइटफोर, बेनि हेफाजाबगिरिफोर, आरो लाफानायफोर (जथायै, ""साइट"") नोंथांनि बाहायथिनि सामलायनायखौ खालामो।",brx
I. बिगोमाथि,brx
"साइट आरो गासै डाटा, टेक्सट, डिजाइन, बिलाइफोर, प्रिन्ट स्क्रिनफोर, सावगारिफोर, आर्टवर्क, फट'ग्राफफोर, अडिअ' आरो भिडिअ' क्लिपफोर, एइचटिएमएल कोड, फुंखा कोड, एबा स्फटवेर जाय साइटआव थायो एबा नायनो हाथाव एबा गुबुन रोखोमै नागिरनो हाथाव जायो, आरो साइटनिफ्राय बुक खालाम जानाय गासै बाहागोलागिरिफोर (जथाय महराव, ""आयदा"" बुंनाय जायो) आइजो आरो खुदिया जौगानाय बिफान आरो बेनि बांसिन सिबिथाय होगिरिफोरनि बिगोमाथिआव दं।",brx
II. राजि जानाय,brx
"जोंनि प्राइभेसि पलिसि, एपेन एपिआइ पलिसि आरो जायखिजाया गुबुन पलिसिफोर, नेमफोर आरो बिथोनफोर जाय साइटआव जरखा खावलायनायफोर एबा सुबिदाफोराव बाहायजानो हायो बे बोसोनफोराव दं। साइटफोराव थांना एबा बेफोरखौ बाहायना, नोंथाङा सम-समाव आपडेट खालाम जानाय बे बोसोनफोरजों रोखा महराव राजि जायो।",brx
"जुदि नोंथाङा बेफोर बोसोननि जायखिजाया बाहागोजों राजि जाया, बे साइटखौ बाहायनो नाङा। जुदि नोंथाङा खाख्रबनाय रादाय बानायनायनि थाखाय आयेनारी बैसोनि नङा अब्ला नोंथाङा जायखिजाया राहाजों साइटनि बाहायथि खालामनो हानाय नङा आरो बोसोनफोरखौ गनायथिनो हानाय नङा।",brx
III. बोसोनफोराव इयुन सोलायसोल'फोरनि सोमोन्दै फोरमायनाय:,brx
"जों नोंथांखौ बेफोरबायदि सोलायनायफोरनि बागै जर'खा महराव फोरमायालासिनो जायखिजाया समाव बे बोसोनफोरनि जायखिजाया बाहागोखौ सोलायनो, सोदांनाय खालामनो, फोनांजाबनो एबा बोखारनायनि रादाय गैयै मोन्थाइ रैखाथियै लाखियो। जायखिजाया सोलायनाय एबा आपडेटआ लोगो लोगो गोहोमनां जागोन। नोंथाङा सोलायनायफोरनि थाखाय सम-समाव बाहायथिनि बेफोर बोसोनफोरनि नायबिजिरनायखौ खालामनायनि बिबान लायो। बेफोर बायदि सोलायनायनि उनाव प्लेटफर्मनि नोंथांनि खालामबाय थानाय बाहायथिनि सोलायनाय बोसोनफोरनि नाजावनायखौ दानाय जागोन।",brx
IV. एकाउन्ट रेबथुमनाय,brx
"नोंथाङा मोनसे एकाउन्टनि थाखाय रेबथुमालासिनो साइटखौ ब्राउस खालामनो हागौ। मोनसे एकाउन्टनि थाखाय नोंथाङा नोंथांनि जानबुं अनजिमाजों रेबथुमनो गोनांथि जानो हागौ, जुदि नोंथाङा साइटआ होनाय माखासे जर'खा लोक्षोनफोर एबा सिबिथाय जासिनायफोर बाहायनो नागिरोब्ला।",brx
"बे बोसोनफोरखौ गनायथिनानै, नोंथाङा जोंखौ गावनि सिनायथि खौरां (आधार खारिथिजों लोगोसे) आरो नोंथांनि एकाउन्टआव रेबथुमनाय गुबुन गासैबो सोद्रोमाफोरनि बाहायथि खालामनायनि थाखाय बिगोमाथि खालामनायनि थाखाय रोखा महराव राजि दं।",brx
नोंथाङा नोंथांनि गावआरि खौरां आरो रेबथुमनाय आरो बे खौरांखौ रैखाथियै लाखिनायाव फेलें जानायनि फिथाइ महरै जानो गोनां गासैबो खामानिफोरनि फोरमायनो हायै बाथ्राखौ बानायना लाखिनो थाखाय आबुङै बिबानगोनां। नोंथांनि रेबथुमनाय एबा जानबुं अनजिमाखौ फोथायजाथावनायै लाखिनो नांगोन,brx
नोंथाङा बेखौ बिबानाव ला:,brx
नोंथाङा गावनि रेबथुमनि गेजेरजों गावनि रेकर्ड सोरजिनो थाखाय सोमोन्दोगोनां सुबुंफोरनिफ्राय गनायथि मोननो हादों।,brx
नोंथांनि एकाउन्ट एबा जानबुं अनजिमायाव बै सुबुंनि महर लानायनि गोसोजों सोरबा गुबुन सुबुंनि मुं थिसननाय जानाय नङा।,brx
नोंथाङा सोरबा गुबुन बाहायगिरिनि एकाउन्टनि बाहायथि बिसोरनि गनायथि गैयाजासे खालामनाय नङा।,brx
"जुदि नोंथाङा नोंथांनि एकाउन्टनि जायखिजाया बिगोमाथि नङै बाहायथि एबा गुबुन एकाउन्टनिफ्राय सोमोन्दोगोनां रैखाथि फेलें खालामनायनि बागै मिथिना मोनो, अब्ला नोंथाङा जोंखौ लोगो लोगो लिरनाय महराव फोरमायनानै हो। जों जुदि माबा अजद मोनो जे नोंथांनि एकाउन्टा सोरबा गुबुननि मोन्थायफोरनि फेलें खालामो, एबा जोंनि नेमफोरनि फेलें खालामो अब्ला जों नोंथांनि एकाउन्टखौ बोखारनाय एबा ब्लक खालामनो हायो।",brx
"नोंथाङा साइटाव बाहागोलागिरिफोरखौ रेबथुमनाय खालामनो थाखाय गोबां इन्टारनेट प्रोटोकल थंफोर एबा जानबुं अनजिमा, एबा बबेबा गुबुन बिजोंजों गावनि सिनायथि लाखुमानो नाजानाय नङा।",brx
V. मोनहैनाय गनायथिफोर,brx
नोंथाङा खालि लिरथुमना दोननायाव फोरमायनाय बिजोंफोरजों साइटसिम मोनहैनाय (एबा मोनहैनाय खालामनो नाजानाय) खालामगोन आरो बे गोरोबथानि नेमफोर आरो बोसोनफोरखौ फालिगोन।,brx
"नोंथाङा गासै मिरु आरो रायजो आयेनफोर, नेमफोर आरो खान्थिफोरनि फालिनाय खालामगोन जाय नोंथांनि आरो साइटनि नोंथांनि बाहायथिआव आरजाथाव जायो आरो जायखिजाया थामथि हानजानि मोन्थायफोराव गोहोम खोख्लैयो।",brx
VI. मोनहैनाय हेंथाफोर,brx
नोंथाङा गाव एबा सोरबा गुबुन सुबुंनि गेजेरजों खालामनाय नङा:,brx
सोरबा गुबुन सुबुंखौ साइटनि बाहायथि खालामनायनिफ्राय हेंथा होगोन एबा होबथानाय खालामगोन,brx
जायखिजाया आयेनबेरेखा थांखिनि थाखाय साइटनि बाहायथि खालामनाय,brx
"फोरमाय एबा इसारा खालाम दि नोंथांनि दारा खालामजानाय जायखिजाया बिबुंथिखौ जोंनि आगु लिरनाय राजि गैयाजासे, जोंनि दारा गनायथि खालामनाय जायो",brx
"जायखिजाया सुबुं एबा आफादनि सुबुंमहर खालाम, नांगौबा बे मोगथां जा एबा सानथौ",brx
स्पेमिं एबा दैबानायाव लोगो जा,brx
साइट बाहायगिरिफोरनि बागै खौरां ला एबा थुबुन खालाम,brx
गोबां जानबुं अनजिमानि बाहायथि खालामना गावनि एबा सोरबा गुबुन सुबुंनि थाखाय गोबां एकाउन्ट बेखेव,brx
"जायखिजाया सफ्टवेर एबा गुबुन मुवा जमा खालाम जेराव जेबो भाइरास, एम्फौफोर, ट्रजान हर्स, गोरोन्थि, खालार बमाफोर, सम बमाफोर एबा फोजोबस्रांनाय आखुनि गुबुन मुवाफोर जायो।",brx
"नोंथांनि दारा जमा खालामजानाय जायखिजाया पस्टिंनि गुदिखौ दोनखुमानायनि थाखाय, फर्जिं हेदारजों लोगोसे, सिनायथि खालामगिरिफोरखौ सोलोजों बाहायनाय खालामनाय",brx
साइटनि हम पेजनि थि इउआरएलनि अनगायै साइटनि जायखिजाया बाहागोजों लिंक खालाम,brx
"साइटनि जायखिजाया बाहागो ""फ्रेम"" एबा ""मिरर""",brx
"साइटनि जायखिजाया बाहागोखौ सोदांनाय, आर जाहोनाय, लेङाइ-लाइसेन्स, राव सोलायनाय, फाननाय, रिभार्स इन्जिनियार, डिकम्पाइल एबा दिसेमबोल, एबा गुबुन रोखोमै जायखिजाया फुंखा कोड एबा सिङाव थानाय सानस्रिफोर एबा मुवानि जायखिजाया बाहागोनि एल्गोरिदमखौ मोननो थाखाय नाजानायखौ खालाम",brx
"साइटयाव थाफानाय जायखिजाया कपिराइट, ट्रेडमार्क एबा गुबुन बिगोमाथि मोन्थाय मिथिलाइखौ बोखारना हो",brx
"जायखिजाया कम्पिउटार प्रग्राम, बट, रबट, स्पाइडार, अफलाइन रिडार, साइट सार्च/ मोनफिननाय एप्लिकेसन एबा गुबुन मेनुवेल एबा गावआरी सामलायनाय दिभाइस, टुल, एबा खायदाखौ मोनफिननो, इन्देक्स, डाटा माइन, एबा जायखिजाया रोखोमजों रैखाथि दाथाय, नेभिगेसनेल दाथाय फिन सोमजिनाय एबा थगायनायनि थाखाय बाहायनायखौ खालामनाय मुवा एभा साइटनि सुजुफिननाय, एबा थियारी, साइटाव दिन्थिनाय जायखिजाया केपचानि सोमोन्दोआव।",brx
"गावनि कम्पिउटारजों बबेबा गुबुन कम्पिउटाराव खौरां दैथायहरनायजों, जेराव ओरैबायदि सफ्टवेर एबा सिस्टेम सांग्राङै दं, नागिरनो एबा बुक खालामनायनि थाखाय जायखिजाया गावआरी सामलायनाय सफ्टवेर एबा कम्पिउटार सिस्टेमनि बाहायथि खालाम",brx
जायखिजाया नायबिजिरनाय खालाम जाय जोंनि बिथायाव बानबुंथि गैयै एबा समानथाय गैयै महराव गेदेर बजाय (जोंनि मावनो हानाय मोनथायाव) लागायो एबा लागायनो हायो।,brx
"साइटनि बाहायथि खालाम एबा साइट एबा मुवानि आसोल नङै खामानिखौ फिन थियारी खालाम, सोदांनाय खालाम, दिन्थिनाय खालाम, राइजोआरी महराव जाफुंसार खालाम, फोसावनाय खालाम एबा सोरजि",brx
"जायखिजाया टेक्न'ल'जिकेल राहाखौ होबथानायनि थाखाय डिजाइन खालाम जानाय जायखिजाया राहा, हाबाफारि एबा सिबिथायनि नाजानायाव, एबा खौसे महराव मुवा, जायखिजाया रोखोमाव, जेबो सिमा गैयाजासे, मेनुवेल डिकोड, डिक्रिप्ट, सोदांनाय, एभा रिभार्स इन्जनियार फोरमानलाइ एबा सिङाव थानाय एल्गोरिदम एबा गावआरी सामलायनाय डिभाइस एबा खायदा, जायखिजाया थांखिनि थाखाय साइट आरो/ एबा मुवासिम सहैनाय, एबा मोनथायफोरखौ गोहोमगोनां महराव सामलायो",brx
"नोंथाङा साइटनि गेजेरजों बाहागोलागिरिफोरखौ रेबथुमनाय खालामनायनि थाखाय नागिरनायखौ खालामनो थाखाय बट टेक्न'ल'जिनि बाहायथि खालामनाय नङा; सन्देहनिफ्राय रैखाथि मोननो थाखाय, बेयो नोंथांखौ साइटाव गावआरी सामलायनाय स्क्रिप्ट बिथागोनां एबा गावआरी सामलायनाय सफ्टवेरनि बाहायथि खालामोब्ला जर'खा महराव होबथानाय खालामो, आरो नोंथांखौ साइटआव जायखिजाया रैखाथि राहा, एक्सेस कन्ट्रोल सिस्टेम, एबा गुबुन टेक्न'ल'जि सामलायनाय एबा जखाखौ गेजेराव हेंथा खालामनायनिफ्राय होबथायो जायनि बाहायनायखौ बाहागोलागिरिफोरखौ खामानिआव बाहायनाय खालामनायनि थाखाय खालामनाय जायो, मोनसे जानबुं अनजिमाजों सोमोन्दो गोनां बाहागोलागिरिफोरनि रेबथुमनाय नेमफोरनि सिमा एबा सोलिबाय थानायखौ बानायना लाखिनो थाखाय",brx
VII. इन्टलेकचुवेल प्रपार्टि राइटस,brx
जों साइट आरो मुवाफोरनि इन्टलेकचुवेल प्रपार्टि राइटफोरनि बिगोमा। जों जायखिजाया समाव साइटनि मुवा आरो सिबिथायफोरखौ सोलायनो हायो।,brx
"साइटाव दिन्थिनाय रेबथुमनाय आरो रेबथुमै ट्रेडमार्क, लग' आरो सिबिथाय नेरसोन जोंनि एबा जोंनि लाइसेन्सगिरिफोरनि बिगोमाथिआव दं। नोंथाङा जोंनि आबुं लिरनाय गनायथि गैयाजासे जायखिजाया रोखोमाव जोंनि ट्रेडमार्क, लग' आरो सिबिथाय नेरसोननि बाहायथि खालामनो हानाय नङा।",brx
"बे वेबसाइटाव दिन्थिनाय मुवाखौ बेसेन होनाङै फिन सोरजिनाय खालामनो हायो। अदेबानि, साइटनि जायखिजाया बाहागो आरो जायखिजाया मुवानि नकल, दिहुनफिननाय, सोरजिफिननाय, आपलोड, पोस्ट, राइजोआरि महरा दिन्थिनाय, एनकोडेट, राव सोलायनाय, ट्रान्समिटेड एबा जायखिजाया गुबुन कम्पिउटार, सार्भार, वेबसाइट एबा लाजिफोनांजाथाव रोखोमै एबा गोरोन्थि लामा महराव गुबुन राहाजों फोसावनायनि थाखाय राननायखौ खालामनो हानाय नङा।",brx
"नोंथाङा साइटाव मोननो हानाय खौरांनि बाहायथि खालामनो हायो, होनाय दि नोंथाङा (1) बेफोरबायदि खौरांनि बाहायथि खालि नोंथाङा गावनि, फालांगिआरी नङै खौरांगोनां थांखिनि थाखाय खालामगोन आरो बेफोरबायदि खौरांखौ बबेबा नेटवर्क कम्पिउटाराव कपि एबा पोस्ट खालामा एबा बेफोरबायदि जायखिजाया मिडियायाव फोसावनाय नङा, (2) बेफोरबायदि जायखिजाया खौरां आरो लिरथुमनायफोर आरो मुवाफोरजों सोमोन्दोगोनां जायखिजाया दाजाबारी थान्दैथिफोर एबा वारेन्टिाव जेबो सोदांनाय खालामनो नाङा।",brx
"जेरावनो मुवा दिन्थिनाय जागासिनो एबा गुबुनफोरखौ फोरमायनाय जागासिनो, फुंखाखौ गाहाइयै गनायथिनाय जानो नांगौ। अदेबानि, बे मुवाफोरनि फिन दिन्थिनायनि गनायथि जायखिजाया बेफोरबायदि मुवासिम गोसारनाय नङा जायजों बबेबा थामथि हानजानि कपिराइटनि महराव सिनायथिनाय जायो।",brx
VIII. माल्टि-लिंगुवेल इन्टारफेसनि सिमनाफोर,brx
"पोषन ट्रेकार पर्टेल आरो एप चाबोटाव राव सोलायनाया थामथि हानजानि दानस्लायगिरिफोरनि दारा खालामनाय जायो। जेब्ला दानस्लायनायनि साबसिन नाजानायनि सायाव बिथा खालामनाय जायो, माखासे बाहागोआ गोरोन्थि जानो हागौ। वेबसाइटाव माखासे फाइलफोर आरो गुबुन बेसादफोरनि दानस्लायनाय खालामनो हानाय नङा। बेनि अनगायै, दानस्लायनायाव, माखासे एप्लिकेसन आरो/ एबा सिबिथायफोर राव हेंथाफोरनि जाहोनाव नेवसिनाय महराव बे खालामनो हानाय नङा। जों बे पर्टेलाव मोननो हानाय खालामनाय दानस्लायनायफोराव जायखिजाया गोरोन्थि, थालांनाय एबा रोखा नङैखौ फोसाबनो थाखाय खामानि मावगासिनो दङ'।",brx
IX. लिंकफोर,brx
"साइटआव गुबुन वेबसाइटफोरनि लिंक थानो हागौ जाय जोंनि बिगोमाथि, सामलायनाय एबा खामानिआव बाहायनाय जानाय नङा। थार बाथ्राया बे दि बे वेबसाइटफोरा सोमोन्दो जानानै दं, बे जोंनि फारसेनिफ्राय बेफोर वेबसाइटफोरनि जायखिजाया हेफाजाबनि इसारा होआ, मानोना बेफोर वेबसाइटफोराव जोंनि जेबो सामलायनाय थाया। जों बेफोर वेबसाइटफोरनि जायखिजाया मुवा एबा फोरमायनो हायै सर'फोरजों लोगोसे बेफोर वेबसाइटफोरनि थाखाय बिबानगोनां नङा। जों नोंथांखौ बेफोर वेबसाइटफोरनि बाहायथिनि बोसोनफोरजों सिनायथि खालामनो थाखाय गोख्रोङै थुलुंगाखां होयो। बेफोर वेबसाइटफोरनि नोंथांनि बाहायथिआ नोंथांनि गावनि रिस्क आरो खैफोदाव जागोन। बेखौ रोखा खालामनायनि थाखाय नांगौजानाय सांग्रांथि लानो थाखाय आबुं महराव नोंथांनिआव सोनारो दि नोंथांनि दारा बासिख' जानाय लिंक एबा नोंथांनि दारा डाउनलोड खालाम जानो हानाय जायखिजाया सफ्टवेर भाइरसा, एम्फौफोर, ट्रोजन हर्स, गोरोन्थि, खालार बमा, सम बमा आरो आलादा एबा गुबुन कम्पिउटार प्रग्रामिं रुटिनफोर जाय फोजोबस्रां महरनिफ्राय उदां जायो।",brx
X. भारतनि बायजोनिफ्राय मोनहैनाय,brx
"साइटआ भारताव थानाय सुबुंफोरनि थाखाय बिथोनगोनां। जों बे बाथ्रानि थान्दैथि खालामा दि साइटाव एबा बेनि गेजेरजों मोननो हानाय मुवा थि नंगौ एबा गुबुन जायगाफोराव मोननो हायो। जों जायखिजाया समाव जायखिजाया सुबुं एबा जायगानि बिथिङाव साइट एबा साइटाव फोरमायनाय जायखिजाया सिबिथाय एबा दिहुननायनि मोननो हानायखौ सिमागोनां खालामनो हायो। जुदि नोंथाङा भारतनि बायजोनिफ्राय साइटनि बाहायथि खालामनो बासिख'यो, अब्ला नोंथाङा गावनि खैफोदाव बेफोरबायदि खालामो।",brx
XI. बेफोर बोसोनफोरनि सेफायनाय,brx
"जों साइटनि बिबान गैयै बाहायथिजों लोगोसे बेफोर बोसोनफोरनि जायखिजाया सेफायनायनि नायबिजिरनाय खालामनो हायो। जों जायखिजाया नायबिजिरनाय एबा नोंथांनि सायाव आयेननि राहा लानायाव हेफाजाबनि थाखाय नोंथांनि लेनादेनानि सोमोन्दोगोनां खौरांजों लोगोसे आयेन गोहो बाहायनाय खालामनो हायो। जों आयेनारी नायबिजिरनाय खालामनो हायो जायखौ जों थि मोनो। जुदि जों बेखौ थि खालामो दि नोंथाङा बेफोर बोसोनफोर एबा नेमनि सेफायनायखौ खालामदों, एबा बबेबा आलादा जाहोनजों एबा जेबो जाहोन गैयाजासे, जों नोंथांनि एकाउन्टखौ ब्लक खालामनो हायो आरो नोंथांखौ जेबो फोरमायलाइ गैयाजासे जायखिजाया समाव साइटसिम मोनहैनायनिफ्राय होबथागोन।",brx
XII. रानफिननाय,brx
"बिबानगोनां आफादफोरा जायखिजाया डाटाखौ फिन राननाय खालामनाय नङा, जायखौ बेयो एपिआइ/ न' कोड वेबपेज खौसे खालामनायनि गेजेरजों एक्सेस खालामनायाव जाफुंसारो आरो बेखौ रोखा खालामो दि बेफोरबायदि गासैबो डाटानि खौसे खालामनाया खालामथारनांगौ महराव पोषन ट्रेकारनि गेजेरजों होजानो गोनां जर'खा सिबिथायफोरसिम सिमागोनां जागोन। जायखिजाया थासारिआव, गोबां आफादफोरा सरखारनि पोषन अभियाननि बाहागोनि महराव खौसे खालाम जानाय डाटानि बाहायथि बेयाव थि थांखिफोरनि अनगायै जायखिजाया थांखिनि थाखाय खालामा, आरो जेरैहाय सरखारनि दारा गनायथि होनो हायो।",brx
"XIII. आयेन, थामथि हानजा मोनथायफोर आरो सिबिथायफोरनि गुबुन बोसोनफोरनि मानिनाय",brx
"बिबानगोनां आफादफोरा भारत सरखार दारा गायसनजानाय गासैबो बाहायजानाय आयेनफोर, खान्थिफोर, नेमफोर आरो थामथि हानजानि मोनथायफोर (जेराव आरो जेबो सिमा गैयाजासे, डाटा एबा सफ्टवेर, फोथायजाथाव बाथ्रा आरो जायगायारि आयेनफोरनि लाबोनाय एबा दैथायनायजों सोमोन्दोगोनां जायखिजाया आयेन) नि फालिनाय खालामगोन। बे आफादफोरा पोषन ट्रेकारजों लोगोसे बेफोर बोसोनफोरजों लोगोसे आयेनबेरेखा खामानि एबा थामथि हानजानि मोनथायफोरनि फेलें खालामनायखौ थुलुंगा होनाय एबा बारायहोनायनि थाखाय एपिआइ/ न'-कोड वेबपेज खौसे खालामनायनि बाहायथि खालामनाय नङा।",brx
XIV. थामथि हानजा खायदाफोरनि दारा होजानाय डाटा फोसाबनाय,brx
