data,language
સોમવાર થી શુક્રવાર,gu
હવે જોડાઓ,gu
આંગણવાડી કાર્યકર્તા તાલીમ,gu
મદદ,gu
મોબાઈલ એપ ડાઉનલોડ કરો,gu
સેવાની શરતો,gu
પ્રાઇવસી પોલિસી,gu
કારકિર્દ,gu
પોશન ટ્રેકર વિશે,gu
પોશન ટ્રેકર એપ,gu
"‘પોશન ટ્રેકર’ એ મોબાઈલ આધારિત એપ્લિકેશન છે જે 1લી માર્ચ 2021ના રોજ ભારત સરકારના મહિલા અને બાળ વિકાસ મંત્રાલય દ્વારા નેશનલ ઈ-ગવર્નન્સ ડિવિઝન (NeGD), MyGov દ્વારા એક મહત્વપૂર્ણ ગવર્નન્સ ટૂલ તરીકે બહાર પાડવામાં આવી છે.",gu
"પોશાન ટ્રેકર હેઠળની ટેક્નોલોજીનો ઉપયોગ બાળકોમાં સ્ટંટિંગ, વેડિંગ, ઓછા વજનની ગતિશીલ ઓળખ અને પોશાન સેવા વિતરણના છેલ્લા માઇલ ટ્રેકિંગ માટે કરવામાં આવે છે.",gu
પોશન ટ્રેકર એ આંગણવાડી કાર્યકરને તેમના પ્રયત્નોના પ્રતિબિંબ સાથે સેવાઓની કાર્યક્ષમ વિતરણ માટે નોકરી-સહાય છે.,gu
પોશાન અભિયાન હેઠળ તે એક મહત્વપૂર્ણ અને લાભાર્થી-કેન્દ્રિત સેવા વિતરણ એપ્લિકેશન છે જે વિશ્લેષણ સાથે વાસ્તવિક સમયના ડેટાને પ્રોત્સાહન આપશે.,gu
શું છે,gu
પોશન ટ્રેકરની વિશેષતાઓ,gu
રીઅલ ટાઇમ રેકોર્ડિંગ અને મોનીટરીંગ,gu
પોશન ટ્રેકર નિર્ધારિત સૂચકાંકો પર તમામ AWC અને લાભાર્થીઓનું રીઅલ-ટાઇમ મોનિટરિંગ અને ટ્રેકિંગ સક્ષમ કરે છે.,gu
તે કેન્દ્રિય ડેટા આર્કિટેક્ચરનો ઉપયોગ કરીને બનાવવામાં આવ્યું છે જે અન્ય મંત્રાલયો અને પ્રોગ્રામ્સની ડિજિટલ ટેક્નોલોજી સિસ્ટમ્સ સાથે પણ ગોઠવે છે.,gu
"ઉદ્દેશ્ય આંગણવાડી કેન્દ્ર (AWC) ની પ્રવૃત્તિઓ, આંગણવાડી કાર્યકરો (AWWs) ની સેવા વિતરણ અને સગર્ભા સ્ત્રીઓ, સ્તનપાન કરાવતી માતાઓ અને બાળકો માટે સંપૂર્ણ લાભાર્થી વ્યવસ્થાપનનો 360-ડિગ્રી દૃશ્ય પ્રદાન કરવાનો છે.",gu
સાર્વજનિક ડેશબોર્ડ લાભાર્થીઓને આપવામાં આવતી સેવાઓમાં પારદર્શિતા લાવવામાં મદદ કરે છે.,gu
સેવાઓ વિતરિત,gu
એક બટનના ક્લિક પર અંતિમ લાભાર્થી સુધીની સેવાઓનું ટ્રેકિંગ.,gu
"ટેક હોમ રાશન (THR) અને હોટ કૂક મીલ(HCM), શિશુઓ અને સગર્ભા સ્ત્રીઓ માટે રસીકરણ જેવી સેવાઓ.",gu
વૃદ્ધિ માપન,gu
AWWs દ્વારા વિવિધ વય જૂથોના બાળકોનું માસિક ધોરણે નિરીક્ષણ કરવામાં આવે છે.,gu
"સ્વાસ્થ્ય સૂચકાંકો જેમ કે સ્ટંટિંગ, વેસ્ટિંગ અને ઓછા વજનનો વ્યાપ WHO ના ધોરણો મુજબ માપવામાં આવે છે.",gu
નિયમિત વૃદ્ધિની દેખરેખ AWW ને બાળકોને સંબંધિત અને સમયસર સહાય પૂરી પાડવામાં મદદ કરે છે.,gu
હોમ વિઝિટ એલર્ટ,gu
પોશન ટ્રેકર છેલ્લા માઈલના મહત્ત્વના લાભાર્થીઓને સ્વયંસંચાલિત ચેતવણીઓ જનરેટ કરે છે.,gu
તે લાભાર્થીઓ અને ફરજ ધારકોની વાસ્તવિક સમયની હાજરીનું દસ્તાવેજીકરણ કરીને ડિલિવરી સિસ્ટમનું કાર્યક્ષમ ઓડિટ પણ સુનિશ્ચિત કરે છે.,gu
"આ વ્યવસ્થાપન માહિતી પ્રણાલી પોષણ કાર્યક્રમને કાર્યક્ષમ રીતે માપવામાં મદદ કરશે, જેનાથી હકારાત્મક અસર પેદા થશે અને તેનું દસ્તાવેજીકરણ થશે.",gu
શીખવાના વિડિયો,gu
કાંગારુ મધર કેરની મદદથી નબળા નવજાતની સંભાળ કેવી રીતે રાખવી,gu
કુપોષણ અને મૃત્યુને ટાળવા માટે બિમારીઓને અટકાવવી,gu
બાળકો અને કિશોરીઓમાં એનિમિયાનું નિવારણ,gu
જન્મની તૈયારી- સંસ્થાકીય અને ઘરે પ્રસૂતિ માટે,gu
નબળા નવજાત બાળકની સંભાળ - આપણાથી કેટલા નબળા બાળકો છુટી જાય છે?,gu
માંદગી દરમિયાન ખોરાક આપવો,gu
ગર્ભાવસ્થા દરમિયાન તૈયારી - નવજાત શિશુની સંભાળ અને કુટુંબ નિયોજન માટે,gu
માત્ર ને માત્ર સ્તનપાનની ખાત્રી કરવી,gu
બાળકોમાં વૃદ્ધિનું મૂલ્યાંકન,gu
સ્ત્રીઓમાં એનિમિયા અટકાયત,gu
પૂરક ખોરાક - આહારલક્ષી વિવિધતા,gu
નબળા નવજાત શિશુની ઓળખ અને સંભાળ,gu
નવજાત શિશુમાં સ્તનપાનનું અવલોકન,gu
AWC ખાતે સમુદાય આધારિત કાર્યક્રમોનું આયોજન,gu
ગૃહ મુલાકાતનું આયોજન બનાવવું અથવા અપડેટ કરવું અને ગૃહ મુલાકાત શરૂ કરવી,gu
સુનિશ્ચિત કરવું કે પૂરક ખોરાકની માત્રા સમયની સાથે સુધરે છે,gu
સમયસર પૂરક ખોરાક શરૂઆત કર્યાની ખાત્રી કેવી રીતે કરવી,gu
ગંભીર તીવ્ર કુપોષણની ઓળખ અને અટકાયત,gu
બિમાર નવજાત શિશુની ઓળખ અને રેફરલ સેવા,gu
સ્તનપાનને લગતી સમસ્યાઓ ધરાવતી માતાઓને મદદ કરવી,gu
આ માસિક મિટિંગ શા માટે?,gu
જાગૃતિ,gu
સામાન્ય,gu
સ્ત્રીઓ નોંધણી,gu
સ્તનપાન કરાવતી માતાઓ,gu
બાળ સંભાળ,gu
PDF ડાઉનલોડ કરો,gu
બાળકોના વૃધ્ધિ-વિકાસ વિશે સામાન્ય જાગૃતિ,gu
બાળકોમાં બિમારી અટકાવવા અંગે સામાન્ય જાગૃતિ,gu
ગર્ભાવસ્થા માટે સામાન્ય જાગૃતિ,gu
મોડ્યુલ પર સામાન્ય જાગૃતિ,gu
એનિમિયા પર સામાન્ય જાગૃતિ,gu
SAM અને MAM પર સામાન્ય જાગૃતિ,gu
માતાની સંભાળ અંગે સામાન્ય જાગૃતિ,gu
બાળકના જન્મ અંગે સામાન્ય જાગૃતિ,gu
સગર્ભાવસ્થામાં એનિમિયાની અટકાયત માટે જાગૃતિ,gu
સ્તનપાન કરાવતી માતાઓ માટે બાળકોના ઉપરી આહાર અંગે જાગૃતિ,gu
સ્તનપાન કરાવતી માતા માટે જાગૃતિ,gu
"બાળકોમાં કુપોષણને રોકવા માટે બાળકોના સ્ટંટિંગ, વેસ્ટિંગ અંગે જાગૃતિ",gu
ગ્રોથ મોનિટરિંગ એસેસમેન્ટ ચાર્ટ,gu
સ્ટંટીંગ નક્કી કરવા માટેના માપદંડો,gu
વેસ્ટીંગ નક્કી કરવા માટેના માપદંડો,gu
ઓછા વજનવાળા બાળકો નક્કી કરવા માટેના માપદંડો,gu
માર્ગદર્શિકાઓ,gu
પોષણ ટ્રેકર પ્રક્રિયા પ્રવાહ,gu
પરિપત્રો/સૂચનો,gu
સ્માર્ટ ફોનની કિંમત અંગે સ્પષ્ટતા,gu
પોષણ ટ્રેકરમાં આંગણવાડી સેવાઓને લગતી યોજનાઓના ડેટા અપલોડ કરવો,gu
મોબાઇલ એપ્લિકેશન માટે ડેટા પ્લાન,gu
સ્માર્ટ ફોનના સ્પેસિફિકેશન અને ટેકનિકલ સુસંગતતા પરીક્ષણ,gu
પોષણ અભિયાન હેઠળ ICT પ્લેટફોર્મ પર તાલીમ,gu
નવી પોષણ ટ્રેકર એપ - CSC-SPV નોડલ પર્સન,gu
નવી પોષણ ટ્રેકર એપ,gu
જન્મ,gu
બેસિલસ કેલ્મેટ ગ્યુરીન (BCG),gu
ઓરલ પોલિયો રસી (OPV)-0 ડોઝ,gu
હેપેટાઇટિસ બી જન્મ માત્રા OPV-1 T,gu
અઠવાડિયા,gu
પેન્ટાવેલેન્ટ-1,gu
રોટાવાયરસ રસી (RVV)-1,gu
નિષ્ક્રિય પોલિયો રસી (fIPV)-1 ની અપૂર્ણાંક માત્રા,gu
ન્યુમોકોકલ કોન્જુગેટ વેક્સિન (PCV)-1,gu
પેન્ટાવેલેન્ટ-2,gu
પેન્ટાવેલેન્ટ-3,gu
મહિનાઓ,gu
ઓરી ધરાવતી રસી (MCV)/ઓરી અને રૂબેલા (MR)-1,gu
જાપાનીઝ એન્સેફાલીટીસ (JE)-1**,gu
PCV-બૂસ્ટર,gu
ઓરી ધરાવતી રસી (MCV)/MR-2,gu
ડિપ્થેરિયા,gu
પેર્ટુસિસ એન્ડ ટેટેનસ (ડીપીટી)-બૂસ્ટર-1,gu
OPV - બૂસ્ટર,gu
વર્ષ,gu
ડીપીટી-બૂસ્ટર-2,gu
"Td1, 2 અથવા Td બૂસ્ટર***",gu
સ્થિતિ પસંદ કરો,gu
જિલ્લો પસંદ કરો,gu
AWW ની જગ્યા ભરાઈ,gu
મુખ્ય પ્રદર્શન સૂચક પસંદ કરો,gu
AWH પદ ભરેલ,gu
ટેક હોમ રાશન (THR) મેળવનાર સગર્ભા સ્ત્રીઓ,gu
ટેક હોમ રાશન (THR) મેળવનાર સ્તનપાન કરાવતી માતાઓ,gu
પૂરક પોષણ મેળવનાર ઓછા વજનવાળા બાળકો,gu
SAM 5 વર્ષથી ઓછી ઉંમરના બાળકો જેમણે પૂરક પોષણ મેળવ્યું હતું,gu
મહિનો પસંદ કરો,gu
લક્ષ્યાંક / કુલ નં.,gu
ના SAM children,gu
(છેલ્લે અપડેટ કર્યું 31/05/2022),gu
જિલ્લો,gu
લક્ષ્ય નંબર,gu
વર્તમાન સ્થિતિ,gu
રાજ્ય સરેરાશ,gu
રાજ્ય શ્રેષ્ઠ,gu
વર્તમાન મહિનાની કામગીરી,gu
શીઓપુર - મધ્યપ્રદેશ,gu
આદિલાબાદ - તેલંગાણા,gu
મધુબાની - બિહાર,gu
કોપલ - કર્ણાટક,gu
ધુબરી - આસામ,gu
બસ્તર - છત્તીસગઢ,gu
પશ્ચિમ સિંહભૂમ - ઝારખંડ,gu
ગડચિરોલી - મહારાષ્ટ્ર,gu
ધોલપુર - રાજસ્થાન,gu
નવી ટિકિટ ખોલો,gu
ટિકિટની સ્થિતિ તપાસો,gu
નવી ટિકિટ બનાવો,gu
નવી ટિકિટ બનાવવા માટે કૃપા કરીને નીચેનું ફોર્મ ભરો.,gu
આંગણવાડી કાર્યકર 48 કલાકની અંદર તમારો સંપર્ક કરશે. . લાભાર્થી શ્રેણી,gu
બેનિફિશિયરી કેટેગરી પસંદ કરો,gu
બાળકો (0-6 મહિના),gu
બાળકો (6 મહિના-3 વર્ષ),gu
બાળકો (3-6 વર્ષ),gu
થી સંબંધિત પ્રશ્ન,gu
સાથે સંબંધિત ક્વેરીની પસંદગી કરો,gu
નિરીક્ષક,gu
મદદ વિષય,gu
વર્ણન,gu
વર્ણનની પસંદગી કરો,gu
નામ,gu
મોબાઇલ નંબર,gu
ઇમેઇલ,gu
ટિકિટ બનાવવામાં મુશ્કેલી પડી રહી છે?,gu
જિલ્લા દ્વારા,gu
રાજ્ય,gu
પ્રોજેક્ટ,gu
પ્રોજેક્ટ પસંદ કરો,gu
સેક્ટર (ક્ષેત્ર),gu
સેક્ટર (ક્ષેત્ર)ની પસંદગી કરો,gu
આંગણવાડી કેન્દ્ર,gu
આંગણવાડી કેન્દ્ર પસંદ કરો,gu
ટીકિટનું સર્જન કરો,gu
રિસેટ,gu
શું આ એપ્લિકેશનને ઇન્ટરનેટ વિના ચલાવી શકાય છે?,gu
"ના, એપ્લિકેશન માન્ય ઇન્ટરનેટ કનેક્શન વિના કાર્ય કરશે નહીં.",gu
પોષણ ટ્રેકર એપ્લિકેશનના લક્ષ્ય વપરાશકર્તા આધાર કોણ છે?,gu
"ફોર્મમાં લાભાર્થીઓનો ડેટા દાખલ કરવા માટે પોષણ ટ્રેકર એપ્લિકેશન, આંગણવાડી કાર્યકરો, આંગણવાડી કેન્દ્રો માટે છે.",gu
તે સામાન્ય લોકો માટે બિલકુલ વિકસિત નથી.,gu
પોષણ ટ્રેકર એપ્લિકેશનમાં પ્રવેશ કરો કેવી રીતે કરવું?,gu
આંગણ વાડી કાર્યકરોને લૉગિન સ્ક્રીન પર તેમનો મોબાઇલ નંબર દાખલ કરવા માટે વિનંતી કરવામાં આવે છે.,gu
"તમારા નોંધાવેલ મોબાઇલ નંબર પર એક ઓટીપી મોકલવામાં આવશે, ત્યાર પછી કે તમને એમપિન સેટ કરવું પડશે.",gu
એમપિન એટલે શું?,gu
"એમપિન એ 4 અંકનો પાસકોડ છે, જે પોષણ ટ્રેકર એપ પર નોંધણી કરતી વખતે આંગણવાડી કાર્યકર દ્વારા સેટ કરવામાં આવે છે.",gu
એમપિન કેવી રીતે સેટ કરવું?,gu
"સંબંધિત આંગણવાડી કાર્યકરના મોબાઇલ નંબર પર ઓટીપીની વિનંતી કરીને, તેમના દ્વારા એમપિન સેટ કરી શકાય છે.",gu
"જો મોબાઇલ નંબર ડેટાબેસમાં પહેલેથી હાજર હશે, તો સંબંધિત આંગણવાડી વ્યક્તિ નોંધાયેલા મોબાઇલ નંબર પર 4 અંકનો ઓટીપી મેળવશે.",gu
"ઓટીપી દાખલ કર્યા પછી, આંગણવાડી કાર્યકર સરળતાથી કસ્ટમાઇઝ્ડ એમપિન સેટ કરી શકે છે.",gu
એમપિનનો ઉપયોગ ક્યારે અને કેવી રીતે કરવો?,gu
"પોષણ ટ્રેકર એપ્લિકેશન પર લૉગિન કરતાં સમયે, કાર્યકરોને તેમના દ્વારા સેટ કરેલ એમપિન દાખલ કરવો જરૂરી છે.",gu
આ એમપિન પોષણ ટ્રેકર એપ્લિકેશન ચલાવવા અને લાભાર્થીઓના ફોર્મમાં માહિતી દાખલ કરવા માટે પાસકોડ તરીકે કાર્ય કરશે.,gu
એમપિન કેવી રીતે ફરીથી સેટ કરવું?,gu
એમપિનને કોઈપણ વપરાશકર્તા જેમ કે આંગણવાડી કાર્યકર/ આંગણવાડી કેન્દ્રો દ્વારા સરળતાથી ફરીથી સેટ કરી શકાય છે.,gu
તમારે ફરગોટ એમપિન પર ક્લિક કરવાની જરૂર છે અને તમારો નોંધાયેલ મોબાઇલ નંબર દાખલ કરવો પડશે.,gu
તમે તમારા નોંધાયેલા મોબાઈલ નંબર પર ઓટીપી પ્રાપ્ત થશે અને તમે તમારો એમપિન સરળતાથી ફરીથી સેટ કરી શકો છો.,gu
પોષણ ટ્રેકર એપ્લિકેશન કેટલી ભાષાઓમાં ઉપલબ્ધ છે?,gu
પોષણ ટ્રેકર એપ્લિકેશન 22 વિવિધ ભાષાઓમાં ઉપલબ્ધ છે.,gu
ઉપલબ્ધ વિવિધ ભાષાઓ છે:,gu
અંગ્રેજી,gu
હિન્દી,gu
પંજાબી,gu
બાંગ્લા,gu
કન્નડ,gu
તમિળ,gu
તેલુગુ,gu
મલયાલમ,gu
ઓડિયા,gu
આસામી,gu
આંગણવાડી કાર્યકર અથવા કેન્દ્ર ફોર્મ ભરતી વખતે કેટલી ભાષાઓમાં ડેટા દાખલ કરી શકે છે?,gu
આંગણવાડી કાર્યકર ફક્ત અંગ્રેજી ભાષામાં જ ફોર્મ ભરી શકે છે.,gu
પોષણ ટ્રેકર એપ્લિકેશનમાં કેટલા વિવિધ ફોર્મ આપેલા છે?,gu
લાભાર્થીઓ માટે 7 વિવિધ પ્રકારનાં ફોર્મ છે.,gu
જેમાં શામેલ છે:,gu
બાળક 0-6 મહિના,gu
બાળક 6 મહિનાથી 3 વર્ષ,gu
બાળક 3 વર્ષથી 6 વર્ષ,gu
કિશોરવયની છોકરીઓ (11 વર્ષ -19 વર્ષ),gu
આંગણવાડી કેન્દ્ર ફોર્મમાં કઈ માહિતી ઉમેરવાની છે?,gu
"આંગણવાડી કાર્યકરોને, એક ચોક્કસ આંગણવાડી કેન્દ્રમાં હાજર માળખા સાથે સંબંધિત વિગતો દાખલ કરવી જરૂરી છે.",gu
"આમાં માળખું, પાયાની સુવિધાઓ, સગવડો, સ્વચ્છતા, પીવાનું પાણી વગેરે શામેલ છે.",gu
જો આંગણવાડી કાર્યકરો તેમના મોબાઇલ નંબર દ્વારા નોંધણી કરવામાં અસમર્થ હોય તો એપ્લિકેશન પર કેવી રીતે સાઇન અપ કરી શકે છે?,gu
"જો આંગણવાડી કાર્યકરો પોતાણી નોંધણી કરવામાં અસફળ થાય, તો તેની 2 શક્યતાઓ હોઈ શકે છે:",gu
એમઓડબ્લ્યુસીડીને રાજ્યો દ્વારા પ્રદાન કરવામાં આવેલા ડેટામાં તેમનો મોબાઇલ નંબર હાજર નથી.,gu
તેઓ સિસ્ટમમાં નવા ઉમેરાયા છે અને તેમનો મોબાઈલ નંબર રાજ્ય સેલ દ્વારા એમઓડબ્લ્યુસીડીને હજી પ્રદાન કરવામાં આવ્યો નથી.,gu
ઉપરોક્ત બંને કેસોમાં રાજ્ય નોડલ અધિકારીઓને કોઈપણ આંગણવાડી કાર્યકરને ઉમેરવા / સંપાદન / સક્રિય / નિષ્ક્રિય કરવા માટે સત્તા આપવામાં આવી છે.,gu
પોષણ ટ્રેકર ડેશબોર્ડને કેવી રીતે ચલાવી શકાય છે?,gu
ડેશબોર્ડ પર સાઇન ઇન કરીને પોષણ ટ્રેકર ડેશબોર્ડ ને ચલાવી શકાય છે. https://poshantracker. in/admin,gu
લિંક પર ક્લિક કરીને ડેશબોર્ડને ચલાવી શકાય છે.,gu
"રાષ્ટ્રીય, રાજ્ય, જિલ્લા, પરિકલ્પના અને ડેશબોર્ડને ચલાવવા માટે સેક્ટર કક્ષાના નોડલ કક્ષાના નામાંકિત અધિકારીઓને જ અનન્ય પ્રમાણપત્ર આપવામાં આવે છે.",gu
આંગણવાડી કાર્યકરોને/આંગણવાડી કેન્દ્રોને કેવી રીતે ઉમેરી શકાય છે?,gu
આંગણવાડી કાર્યકરો/આંગણવાડી કેન્દ્રોને ફક્ત નોડલ કક્ષાના અધિકારી દ્વારા ઉમેરી શકાય છે.,gu
વંશવેલોમાં ઉપરના ભાગમાં જણાવેલ કોઈપણ અધિકારી.,gu
"રાષ્ટ્રીય કક્ષાનો વપરાશકર્તા રાજ્ય, જિલ્લા, પરિયોજના અને ખંડ કક્ષાના વપરાશકર્તા બનાવી શકે છે.",gu
"રાજ્ય કક્ષાનો વપરાશકર્તા જિલ્લા, પરિયોજના અને ખંડ કક્ષાનો વપરાશકર્તા બનાવી શકે છે.",gu
જિલ્લા કક્ષાનો વપરાશકર્તા પરિયોજના અને ખંડ કક્ષાનો વપરાશકર્તા બનાવી શકે છે.,gu
"પરિયોજના કક્ષાનો વપરાશકર્તા, ખંડ કક્ષાનો વપરાશકર્તા બનાવી શકે છે.",gu
પોષણ ટ્રેકર ડેશબોર્ડ પર કેટલા વિવિધ પ્રકારનાં અહેવાલો ઉત્પન્ન થઈ શકે છે?,gu
એપમાંથી વિવિધ અહેવાલો પેદા કરી શકાય છે,gu
સામાન્ય અહેવાલો:,gu
એપ્લિકેશન ડાઉનલોડની સંખ્યા,gu
નોંધાયેલ આંગણવાડી કેન્દ્રોણી સંખ્યા,gu
નોંધાયેલા કુલ લાભાર્થીઓની સંખ્યા (રાષ્ટ્રીય / રાજ્ય / જિલ્લા /ખંડ),gu
નોંધાયેલ સગર્ભા સ્ત્રીઓની કુલ સંખ્યા (રાષ્ટ્રીય / રાજ્ય / જિલ્લા / ખંડ મુજબ),gu
નોંધાયેલ સ્તનપાન કરાવતી માતાની કુલ સંખ્યા (રાષ્ટ્રીય / રાજ્ય / જિલ્લા / ખંડ મુજબ),gu
